id,x_cg,y_cg,z_cg,u_cg,v_cg,w_cg,p_cg,lmix_cg,nut_cg,yw_cg,x_hf,y_hf,z_hf,volume_hf,yw_hf,u_hf,v_hf,w_hf,dx,dy,dz,coord_dist,du,dv,dw,err_mag,speed_hf,speed_cg,speed_error
3601,3.141684888026e+00,1.071428571429e-01,2.626912864560e+00,-2.503715000806e-02,8.540924941241e-03,-7.495262438580e-02,1.497915291038e+00,4.392857142857e-02,9.911259501302e-04,1.071428571429e-01,3.141684888026e+00,1.071428571429e-01,2.626912864560e+00,5.166660311472e-02,1.071428571429e-01,-7.540507447694e-02,-2.693176790270e-04,-1.033106604999e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.036792446888e-02,8.810242620268e-03,2.835803611414e-02,5.846987602674e-02,1.279026597136e-01,7.948397437028e-02,-4.841868534334e-02
3602,3.375242818102e+00,3.214285714286e-01,3.103192484457e+00,-1.668250903498e-02,1.119613034117e-02,-6.747047300724e-02,1.499840814362e+00,4.500000000000e-02,2.459801330724e-04,3.214285714286e-01,3.375242818102e+00,3.214285714286e-01,3.103192484457e+00,5.541321906260e-02,3.214285714286e-01,-3.582660474292e-02,-3.979630754121e-02,-9.025367301866e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.914409570794e-02,5.099243788238e-02,2.278320001142e-02,5.904065823162e-02,1.049429235093e-01,7.039832505208e-02,-3.454459845722e-02
3603,3.141684888026e+00,3.214285714286e-01,2.626912864560e+00,-1.813715081741e-02,1.101895707768e-02,-7.552256915887e-02,1.497549501839e+00,4.500000000000e-02,4.018369554772e-04,3.214285714286e-01,3.141684888026e+00,3.214285714286e-01,2.626912864560e+00,5.166660311472e-02,3.214285714286e-01,-7.149691771822e-02,-1.641158309660e-02,-1.248066457777e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.335976690081e-02,2.743054017428e-02,4.928407661881e-02,7.764418501169e-02,1.447682566491e-01,7.844763927111e-02,-6.632061737798e-02
3604,3.375242818102e+00,5.357142857143e-01,3.103192484457e+00,-4.091275462074e-03,5.715905237532e-03,-4.635241668532e-02,1.499052904003e+00,4.500000000000e-02,2.651437051751e-04,5.357142857143e-01,3.375242818102e+00,5.357142857143e-01,3.103192484457e+00,5.541321906260e-02,5.357142857143e-01,-4.076772378245e-02,-7.720712038965e-02,-1.033344615877e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.667644832037e-02,8.292302562718e-02,5.698204490241e-02,1.070903519549e-01,1.352810322732e-01,4.688237024896e-02,-8.839866202419e-02
3605,3.141684888026e+00,5.357142857143e-01,2.626912864560e+00,-1.532965018380e-02,6.913235205830e-03,-5.490925446418e-02,1.497543376603e+00,4.500000000000e-02,2.889011533906e-04,5.357142857143e-01,3.141684888026e+00,5.357142857143e-01,2.626912864560e+00,5.166660311472e-02,5.357142857143e-01,-8.119582080689e-02,-2.568418542180e-02,-1.189481866243e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.586617062309e-02,3.259742062763e-02,6.403893216009e-02,9.747783900112e-02,1.462911815472e-01,5.742662467515e-02,-8.886455687209e-02
3606,3.375242818102e+00,7.500000000000e-01,3.103192484457e+00,-2.000164114931e-04,-1.729484604045e-02,-3.928406252991e-02,1.498641818313e+00,4.500000000000e-02,2.828064322664e-04,7.500000000000e-01,3.375242818102e+00,7.500000000000e-01,3.103192484457e+00,5.541321906260e-02,7.500000000000e-01,-4.588600151088e-02,-1.029685025340e-01,-9.584848419045e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.568598509939e-02,8.567365649350e-02,5.656442166054e-02,1.123686720099e-01,1.479694886466e-01,4.292306227405e-02,-1.050464263726e-01
3607,3.141684888026e+00,7.500000000000e-01,2.626912864560e+00,-1.665310660392e-02,-2.910990219198e-03,-4.011205082537e-02,1.497405817459e+00,4.500000000000e-02,1.910630764937e-04,7.500000000000e-01,3.141684888026e+00,7.500000000000e-01,2.626912864560e+00,5.166660311472e-02,7.500000000000e-01,-8.457338216906e-02,-2.942878953464e-02,-9.531972756495e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.792027556514e-02,2.651779931545e-02,5.520767673958e-02,9.145624683072e-02,1.307844068995e-01,4.352902991149e-02,-8.725537698798e-02
3608,3.670697210935e+00,1.009332300918e+00,2.599093089207e+00,9.047913428798e-03,-4.778967879618e-02,-4.701876905961e-02,1.497758514277e+00,4.500000000000e-02,1.303226520994e-04,8.534548176164e-01,3.670697210935e+00,1.009332300918e+00,2.599093089207e+00,3.811281081270e-02,8.534548176164e-01,-3.057920972667e-02,-1.057734681250e-01,-6.692251300936e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.962712315547e-02,5.798378932878e-02,1.990374394975e-02,7.299717623114e-02,1.288477294103e-01,6.764970643498e-02,-6.119802297528e-02
3609,3.535181469799e+00,1.031590390061e+00,2.405807310127e+00,9.284970564326e-04,-3.272432836765e-02,-4.207553233433e-02,1.497334807489e+00,4.500000000000e-02,1.654233288108e-04,1.031590885871e+00,3.535181469799e+00,1.031590390061e+00,2.405807310127e+00,3.949323730261e-02,1.031590885871e+00,-4.752320514885e-02,-7.205375197844e-02,-5.333202355093e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.845170220528e-02,3.932942361079e-02,1.125649121661e-02,6.341198311562e-02,1.014618299551e-01,5.331129519262e-02,-4.815053476243e-02
3610,3.671218971422e+00,1.309906452555e+00,2.601600011969e+00,1.688908302490e-02,-5.498197243681e-02,-4.918550961333e-02,1.497624433888e+00,4.500000000000e-02,1.080524819785e-04,8.006319526502e-01,3.671218971422e+00,1.309906452555e+00,2.601600011969e+00,3.696769218652e-02,8.006319526502e-01,6.854013292009e-03,-1.183285793367e-01,-3.619821791538e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.003506973289e-02,6.334660689991e-02,-1.298729169795e-02,6.543825315458e-02,1.239311952912e-01,7.568006854111e-02,-4.825112675008e-02
3611,3.537002951273e+00,1.376124267785e+00,2.406627278152e+00,1.022150483158e-02,-3.645067009440e-02,-4.340155482583e-02,1.496898307967e+00,4.500000000000e-02,1.212812603250e-04,9.583829281859e-01,3.537002951273e+00,1.376124267785e+00,2.406627278152e+00,3.869955372636e-02,9.583829281859e-01,-2.074817659928e-03,-8.218651278071e-02,-1.251576179420e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.229632249151e-02,4.573584268631e-02,-3.088579303164e-02,5.654112719282e-02,8.315991849842e-02,5.759188721211e-02,-2.556803128631e-02
3612,3.671727726355e+00,1.602966250536e+00,2.604044194772e+00,2.804291924312e-02,-6.168557646336e-02,-4.942738347859e-02,1.497476631467e+00,4.500000000000e-02,8.348259945870e-05,6.494506562147e-01,3.671727726355e+00,1.602966250536e+00,2.604044194772e+00,3.585046417763e-02,6.494506562147e-01,4.716226135149e-02,-1.311415770622e-01,-1.570366636698e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.911934210837e-02,6.945600059888e-02,-3.372371711162e-02,7.954228031477e-02,1.402462023283e-01,8.387241442115e-02,-5.637378790719e-02
3613,3.538778934167e+00,1.712044798718e+00,2.407426680086e+00,2.825534464243e-02,-4.499906256677e-02,-4.512044072576e-02,1.496559380268e+00,4.500000000000e-02,1.339684089225e-04,8.303781717248e-01,3.538778934167e+00,1.712044798718e+00,2.407426680086e+00,3.791222905910e-02,8.303781717248e-01,4.652708831415e-02,-9.089973188558e-02,7.032988193832e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.827174367172e-02,4.590066931881e-02,-5.215342891959e-02,7.183806935595e-02,1.023571889356e-01,6.970749101809e-02,-3.264969791751e-02
3614,3.672223798897e+00,1.888699553348e+00,2.606427209372e+00,4.112337004289e-02,-6.649729169511e-02,-4.871011763057e-02,1.497502432015e+00,4.500000000000e-02,9.082112180691e-05,5.389620702180e-01,3.672223798897e+00,1.888699553348e+00,2.606427209372e+00,3.476121393832e-02,5.389620702180e-01,8.216860350372e-02,-1.424271665111e-01,-6.648024082508e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.104523346083e-02,7.592987481601e-02,-4.206209354806e-02,9.601706511383e-02,1.645641922969e-01,9.211784260420e-02,-7.244634969272e-02
3615,3.540510553971e+00,2.039567316127e+00,2.408206033340e+00,5.160030868071e-02,-5.777037292303e-02,-4.988464023804e-02,1.496620553775e+00,4.500000000000e-02,1.594475967894e-04,6.363934712240e-01,3.540510553971e+00,2.039567316127e+00,2.408206033340e+00,3.713205758291e-02,6.363934712240e-01,7.861301818887e-02,-1.001292250704e-01,1.126759606329e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.701270950816e-02,4.235885214736e-02,-6.115223630134e-02,7.914262337621e-02,1.277999493858e-01,9.213297550437e-02,-3.566697388140e-02
3616,3.672707504237e+00,2.167289523380e+00,2.608750588076e+00,5.494550079193e-02,-6.763441711745e-02,-4.719686644182e-02,1.497886044520e+00,4.500000000000e-02,1.665577874195e-04,3.651097696645e-01,3.672707504237e+00,2.167289523380e+00,2.608750588076e+00,3.369993307626e-02,3.651097696645e-01,1.209494674230e-01,-1.649534337547e-01,-8.536203492648e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.600396663103e-02,9.731901663724e-02,-3.866066294918e-02,1.237827187855e-01,2.047224358673e-01,9.910079029968e-02,-1.056216455676e-01
3617,3.542198917890e+00,2.358901770360e+00,2.408965842232e+00,7.740071311206e-02,-6.833297734827e-02,-5.599129570130e-02,1.497245430548e+00,4.500000000000e-02,1.804248560585e-04,4.699985911610e-01,3.542198917890e+00,2.358901770360e+00,2.408965842232e+00,3.635974560407e-02,4.699985911610e-01,1.123651010821e-01,-1.261922208671e-01,6.599531848778e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.496438797008e-02,5.785924351883e-02,-6.259082755008e-02,9.212932312840e-02,1.690974463710e-01,1.174533583081e-01,-5.164408806293e-02
3618,3.673179149779e+00,2.438914744243e+00,2.611015824733e+00,5.801961759647e-02,-6.720646035502e-02,-4.676567215347e-02,1.497974022331e+00,4.500000000000e-02,4.267839338081e-04,3.213573102082e-01,3.673179149779e+00,2.438914744243e+00,2.611015824733e+00,3.266652856138e-02,3.213573102082e-01,1.663086159777e-01,-1.914407091405e-01,-2.293008062601e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.082889983812e-01,1.242342487855e-01,-2.383559152746e-02,1.665196419800e-01,2.546249977165e-01,1.003494515753e-01,-1.542755461412e-01
3619,3.543845105548e+00,2.670252863331e+00,2.409706598324e+00,9.632065829300e-02,-8.576903763954e-02,-6.759456557790e-02,1.497087595706e+00,4.500000000000e-02,2.928114147776e-04,2.928205937525e-01,3.543845105548e+00,2.670252863331e+00,2.409706598324e+00,3.559591847197e-02,2.928205937525e-01,1.724636227046e-01,-1.691308748501e-01,-2.633390459911e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.614296441159e-02,8.336183721060e-02,-4.126066097878e-02,1.202056116698e-01,2.429864780505e-01,1.456125761302e-01,-9.737390192033e-02
3620,3.673639035928e+00,2.703749334659e+00,2.613224375608e+00,6.295246572568e-02,-5.348278666831e-02,-3.224239642856e-02,1.498788390416e+00,4.500000000000e-02,1.621562840668e-03,1.307458700172e-01,3.673639035928e+00,2.703749334659e+00,2.613224375608e+00,3.166083270312e-02,1.307458700172e-01,1.629625073836e-01,-1.729070215797e-01,-2.586978010789e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.000100416579e-01,1.194242349114e-01,-6.372616320671e-03,1.558998606650e-01,2.390038963012e-01,8.867352219354e-02,-1.503303741076e-01
3621,3.545450170260e+00,2.973820179064e+00,2.410428780645e+00,1.099487953265e-01,-7.258056873062e-02,-5.037884181712e-02,1.498595926598e+00,4.500000000000e-02,1.823765149469e-03,1.498648645578e-01,3.545450170260e+00,2.973820179064e+00,2.410428780645e+00,3.484112731863e-02,1.498648645578e-01,2.030401507441e-01,-1.791774371282e-01,-4.358191219588e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.309135541764e-02,1.065968683976e-01,-6.796929621245e-03,1.416865944892e-01,2.742794922350e-01,1.410485882731e-01,-1.332309039619e-01
3622,3.376143342773e+00,9.957122656281e-01,3.105886530822e+00,4.967017071894e-03,-3.423938487770e-02,-3.965021003364e-02,1.498153072176e+00,4.500000000000e-02,1.931948483488e-04,7.719937936006e-01,3.376143342773e+00,9.957122656281e-01,3.105886530822e+00,7.111676164672e-02,7.719937936006e-01,-2.801368133618e-02,-1.231549354651e-01,-7.412929867843e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.298069840807e-02,8.891555058739e-02,3.447908864479e-02,1.009084196562e-01,1.464481389229e-01,5.262267468599e-02,-9.382546423688e-02
3623,3.143243499272e+00,1.044453564585e+00,2.628752756629e+00,-1.154853175022e-02,-8.520312898323e-03,-3.634408762255e-02,1.496872738653e+00,4.500000000000e-02,1.151365712166e-04,1.044456348081e+00,3.143243499272e+00,1.044453564585e+00,2.628752756629e+00,9.142133035353e-02,1.044456348081e+00,-5.699340550039e-02,-3.595360742832e-02,-4.324210021875e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.544487375017e-02,2.743329452999e-02,6.898012596207e-03,5.352947577472e-02,8.006740528436e-02,3.907501788338e-02,-4.099238740098e-02
3624,3.377921885577e+00,1.269386847552e+00,3.111207260970e+00,1.522958662167e-02,-4.770086884163e-02,-3.947438893911e-02,1.497722623254e+00,4.500000000000e-02,1.344699085201e-04,7.185435722603e-01,3.377921885577e+00,1.269386847552e+00,3.111207260970e+00,6.827868858280e-02,7.185435722603e-01,9.786012651537e-03,-1.305566601532e-01,-3.705430287409e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.443573970132e-03,8.285579131160e-02,-2.420086065019e-03,8.306967839110e-02,1.360655316951e-01,6.376159172284e-02,-7.230393997225e-02
3625,3.146321763062e+00,1.414392212008e+00,2.632386532041e+00,5.517240944658e-03,-1.725017107597e-02,-3.448164298121e-02,1.496106815204e+00,4.500000000000e-02,1.183580188783e-04,1.024852236175e+00,3.146321763062e+00,1.414392212008e+00,2.632386532041e+00,9.126058927130e-02,1.024852236175e+00,-1.284893886501e-03,-4.927459934528e-02,9.526969661655e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.802134831159e-03,3.202442826931e-02,-4.400861264287e-02,5.485062470918e-02,5.020358795815e-02,3.894858216258e-02,-1.125500579556e-02
3626,3.379655977632e+00,1.536219565050e+00,3.116394950570e+00,2.735744084490e-02,-5.677169941395e-02,-3.915801998633e-02,1.497496017437e+00,4.500000000000e-02,9.044944895710e-05,6.168226362906e-01,3.379655977632e+00,1.536219565050e+00,3.116394950570e+00,6.556248914545e-02,6.168226362906e-01,4.604932552781e-02,-1.368368252335e-01,-9.625061845300e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.869188468290e-02,8.006512581959e-02,-2.953295814103e-02,8.736135611394e-02,1.446979576120e-01,7.419437952555e-02,-7.050357808647e-02
3627,3.149323083078e+00,1.775082393409e+00,2.635929440772e+00,2.763012762583e-02,-2.991084969752e-02,-3.345344784826e-02,1.495701985159e+00,4.500000000000e-02,1.608274627710e-04,9.173229749848e-01,3.149323083078e+00,1.775082393409e+00,2.635929440772e+00,9.101665491054e-02,9.173229749848e-01,4.906301215013e-02,-6.460014333183e-02,2.903769852634e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.143288452430e-02,3.468929363431e-02,-6.249114637460e-02,7.461808766708e-02,8.616000008962e-02,5.269929843161e-02,-3.346070165801e-02
3628,3.381346729544e+00,1.796381464411e+00,3.121452926716e+00,4.145930057135e-02,-6.226071105859e-02,-3.902005234502e-02,1.497562930470e+00,4.500000000000e-02,8.130209154188e-05,5.435496691354e-01,3.381346729544e+00,1.796381464411e+00,3.121452926716e+00,6.296270613662e-02,5.435496691354e-01,7.670409464055e-02,-1.446594036893e-01,5.806523745277e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.524479406920e-02,8.239869263069e-02,-4.482657609029e-02,1.002055985472e-01,1.638400956066e-01,8.436725804715e-02,-7.947283755942e-02
3629,3.152249382253e+00,2.126755320006e+00,2.639383755571e+00,5.137490888528e-02,-4.671115302971e-02,-3.755325060473e-02,1.495889911564e+00,4.500000000000e-02,1.978801994988e-04,7.647851963833e-01,3.152249382253e+00,2.126755320006e+00,2.639383755571e+00,9.069461910559e-02,7.647851963833e-01,7.305023343265e-02,-6.900513835391e-02,3.931269624371e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.167532454738e-02,2.229398532419e-02,-7.686594684844e-02,8.291691782005e-02,1.079052075192e-01,7.894022872603e-02,-2.896497879315e-02
3630,3.382995224195e+00,2.050039316098e+00,3.126384433277e+00,5.660629179689e-02,-6.486973238731e-02,-3.902644937016e-02,1.497910826408e+00,4.500000000000e-02,1.295337864801e-04,5.808427016597e-01,3.382995224195e+00,2.050039316098e+00,3.126384433277e+00,6.047413028610e-02,5.808427016597e-01,1.114113029564e-01,-1.632740383650e-01,1.174095622009e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.480501115952e-02,9.840430597768e-02,-5.076740559025e-02,1.235488816360e-01,1.980119695458e-01,9.452734102596e-02,-1.034846285199e-01
3631,3.155102535482e+00,2.469636423180e+00,2.642751692322e+00,8.043906449143e-02,-5.953390595484e-02,-4.698447702913e-02,1.496577745822e+00,4.500000000000e-02,2.773019758465e-04,5.783753530937e-01,3.155102535482e+00,2.469636423180e+00,2.642751692322e+00,9.029939239035e-02,5.783753530937e-01,9.892880049981e-02,-9.142736950740e-02,3.124688446854e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.848973600838e-02,3.189346355256e-02,-7.823136149767e-02,8.648242177933e-02,1.382831849950e-01,1.105543763774e-01,-2.772880861761e-02
3632,3.384602517425e+00,2.297355721566e+00,3.131192632983e+00,6.189750168558e-02,-6.734233327713e-02,-4.060482613709e-02,1.497823094637e+00,4.500000000000e-02,3.589754071711e-04,3.602497472353e-01,3.384602517425e+00,2.297355721566e+00,3.131192632983e+00,5.809178894365e-02,3.602497472353e-01,1.529267884838e-01,-1.945673851647e-01,5.935142995814e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.102928679817e-02,1.272250518876e-01,-4.653996913291e-02,1.632130926417e-01,2.475445332221e-01,1.000751840955e-01,-1.474693491266e-01
3633,3.157884370828e+00,2.803945498875e+00,2.646035411461e+00,1.096881483628e-01,-8.755880217585e-02,-6.657853222912e-02,1.496241068949e+00,4.500000000000e-02,2.646266596931e-04,4.869043800958e-01,3.157884370828e+00,2.803945498875e+00,2.646035411461e+00,8.983570405532e-02,4.869043800958e-01,1.601291710341e-01,-1.384553399255e-01,2.922047524322e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.044102267129e-02,5.089653774968e-02,-6.950057975344e-02,9.982527189592e-02,2.117068041696e-01,1.553407051726e-01,-5.636609899700e-02
3634,3.386169638906e+00,2.538489216965e+00,3.135880609409e+00,6.878380181591e-02,-5.280388012839e-02,-2.888857483839e-02,1.498338199586e+00,4.500000000000e-02,1.742101408394e-03,1.190655943636e-01,3.386169638906e+00,2.538489216965e+00,3.135880609409e+00,5.581093544028e-02,1.190655943636e-01,1.602881862315e-01,-1.862295074700e-01,3.230912615047e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.150438441562e-02,1.334256273416e-01,-3.211948745343e-02,1.649457846477e-01,2.457319085797e-01,9.140027847362e-02,-1.543316301061e-01
3635,3.160596670872e+00,3.129896847770e+00,2.649237019334e+00,1.450792614910e-01,-7.844888015450e-02,-5.445902991870e-02,1.498159646718e+00,4.500000000000e-02,1.760784035202e-03,1.609260238957e-01,3.160596670872e+00,3.129896847770e+00,2.649237019334e+00,8.930810319658e-02,1.609260238957e-01,2.323340663075e-01,-1.799975994853e-01,-3.700383611108e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-8.725480481647e-02,1.015487193308e-01,-1.745519380762e-02,1.350193584348e-01,2.962221093611e-01,1.736893918809e-01,-1.225327174803e-01
3636,9.375000000000e-02,1.071428571429e-01,2.761704367254e+00,2.500352925278e-03,1.055625594071e+00,4.092704152126e-03,1.500767472679e+00,4.500000000000e-02,4.979879238754e-03,3.489455680453e-01,9.375000000000e-02,1.071428571429e-01,2.761704367254e+00,3.647264723695e-03,3.489455680453e-01,-9.073132179687e-04,1.102382127978e+00,-2.851588889062e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.407666143247e-03,-4.675653390646e-02,6.944293041188e-03,4.739207589177e-02,1.102386189528e+00,1.055636488973e+00,-4.674970055502e-02
3637,1.145833333333e-01,1.071428571429e-01,2.850619975430e+00,5.462533456802e-03,7.872248048070e-01,1.187160721633e-02,1.498957479888e+00,4.500000000000e-02,6.113785439253e-03,2.636077412629e-01,1.145833333333e-01,1.071428571429e-01,2.850619975430e+00,4.590679301397e-03,2.636077412629e-01,7.975629068325e-04,8.241164405285e-01,2.192322093458e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.664970549970e-03,-3.689163572152e-02,9.679285122870e-03,3.842451427059e-02,8.241197424720e-01,7.873332633854e-01,-3.678647908663e-02
3638,9.375000000000e-02,3.214285714286e-01,2.761704367254e+00,4.399381035912e-03,1.034669620536e+00,3.679415758218e-03,1.498980677306e+00,4.500000000000e-02,4.935079579940e-03,4.621685235413e-01,9.375000000000e-02,3.214285714286e-01,2.761704367254e+00,3.647264723695e-03,4.621685235413e-01,-8.889589509953e-04,1.095832934053e+00,-6.208225151291e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.288339986907e-03,-6.116331351720e-02,9.887640909509e-03,6.218265757408e-02,1.095850880213e+00,1.034685515659e+00,-6.116536455410e-02
3639,1.145833333333e-01,3.214285714286e-01,2.850619975430e+00,6.347949278106e-03,7.784019858719e-01,7.409439688257e-03,1.498790119252e+00,4.500000000000e-02,5.845818741005e-03,4.016538011119e-01,1.145833333333e-01,3.214285714286e-01,2.850619975430e+00,4.590679301397e-03,4.016538011119e-01,8.433039973118e-04,8.055578214046e-01,7.977463679122e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.504645280795e-03,-2.715583553269e-02,6.611693320345e-03,2.848604942263e-02,8.055586578189e-01,7.784631319888e-01,-2.709552583009e-02
3640,9.375000000000e-02,5.357142857143e-01,2.761704367254e+00,5.968275180557e-03,1.016627349475e+00,2.300913118698e-03,1.499045109893e+00,4.500000000000e-02,4.860655173381e-03,6.302961316239e-01,9.375000000000e-02,5.357142857143e-01,2.761704367254e+00,3.647264723696e-03,6.302961316239e-01,-7.361754246135e-04,1.088653934979e+00,-1.017500941806e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.704450605171e-03,-7.202658550381e-02,1.247592253675e-02,7.340590793934e-02,1.088701732761e+00,1.016647471945e+00,-7.205426081640e-02
3641,1.145833333333e-01,5.357142857143e-01,2.850619975430e+00,7.423725810119e-03,7.708971260150e-01,3.777689878102e-03,1.499278211065e+00,4.500000000000e-02,5.561849482954e-03,5.873663638100e-01,1.145833333333e-01,5.357142857143e-01,2.850619975430e+00,4.590679301397e-03,5.873663638100e-01,9.870206788703e-07,7.734665104124e-01,-3.882562236249e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.422738789440e-03,-2.569384397380e-03,4.165946101726e-03,8.891225688298e-03,7.734666078593e-01,7.709421259368e-01,-2.524481922532e-03
3642,9.375000000000e-02,7.500000000000e-01,2.761704367254e+00,7.386611295191e-03,1.001928743913e+00,1.620258773785e-03,1.498857098924e+00,4.500000000000e-02,4.779783376096e-03,8.202337579140e-01,9.375000000000e-02,7.500000000000e-01,2.761704367254e+00,3.647264723696e-03,8.202337579140e-01,4.559463544954e-04,1.078219058209e+00,-1.122453491156e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.930664940696e-03,-7.629031429627e-02,1.284479368535e-02,7.767390100132e-02,1.078277578157e+00,1.001957282095e+00,-7.632029606189e-02
3643,1.145833333333e-01,7.500000000000e-01,2.850619975430e+00,8.593205095395e-03,7.650224910167e-01,1.425740877181e-03,1.498894785787e+00,4.500000000000e-02,5.335754518955e-03,7.877242216772e-01,1.145833333333e-01,7.500000000000e-01,2.850619975430e+00,4.590679301397e-03,7.877242216772e-01,1.005804327045e-04,7.392971965745e-01,1.067697962573e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.492624662690e-03,2.572529444219e-02,3.580429146086e-04,2.709323979386e-02,7.392979744043e-01,7.650720800501e-01,2.577410564585e-02
3644,-9.375000000000e-02,1.071428571429e-01,2.761704367254e+00,-2.592638690589e-03,1.067286670421e+00,4.849825290073e-03,1.500855072110e+00,4.500000000000e-02,5.279224288733e-03,3.489455680453e-01,-9.375000000000e-02,1.071428571429e-01,2.761704367254e+00,3.647264723695e-03,3.489455680453e-01,-9.989341470907e-04,1.117136172472e+00,1.234798855413e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.593704543498e-03,-4.984950205105e-02,3.615026434660e-03,5.000581131262e-02,1.117137301518e+00,1.067300838302e+00,-4.983646321661e-02
3645,-1.145833333333e-01,1.071428571429e-01,2.850619975430e+00,-5.705788667390e-03,7.945783162861e-01,1.215349376253e-02,1.498934846587e+00,4.500000000000e-02,6.171569774116e-03,2.636077412629e-01,-1.145833333333e-01,1.071428571429e-01,2.850619975430e+00,4.590679301397e-03,2.636077412629e-01,1.382281313188e-03,8.524898841881e-01,4.131005059239e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.088069980578e-03,-5.791156790200e-02,8.022488703289e-03,5.889270547285e-02,8.525010138102e-01,7.946917415872e-01,-5.780927222296e-02
3646,-9.375000000000e-02,3.214285714286e-01,2.761704367254e+00,-4.577098675764e-03,1.046695067327e+00,4.678636968181e-03,1.498969565323e+00,4.500000000000e-02,5.234749715002e-03,4.621685235413e-01,-9.375000000000e-02,3.214285714286e-01,2.761704367254e+00,3.647264723695e-03,4.621685235413e-01,-1.638895826216e-03,1.109757497139e+00,-1.104281725682e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.938202849547e-03,-6.306242981203e-02,5.782918693863e-03,6.339515153703e-02,1.109759256719e+00,1.046715531290e+00,-6.304372542961e-02
