seed,gen,rank,fitness,expr
1,0,0,1.094332228668e-03,"neg(yw)"
1,0,1,1.119279259134e-03,"sub(neg(0.1647435216084674), mul(yw, 0.16375780484398073))"
1,0,2,1.140820393410e-03,"protected_tanh(-0.12947733335425327)"
1,0,3,1.148810043963e-03,"mul(0.3955753946414917, protected_tanh(neg(yw)))"
1,0,4,1.151250620248e-03,"protected_tanh(neg(0.08900225798255168))"
1,0,5,1.174046842354e-03,"add(yw, neg(yw))"
1,0,6,1.204021849794e-03,"add(protected_tanh(sub(0.43916701894858656, yw)), mul(sub(yw, 0.4522444552911937), add(0.33757797566257286, yw)))"
1,0,7,1.227317574452e-03,"protected_tanh(yw)"
1,0,8,1.263419370535e-03,"add(protected_tanh(0.14715616531930265), yw)"
1,0,9,1.358101167847e-03,"add(0.2609624449125756, neg(add(-0.4716525234779937, -0.06723293209494663)))"
1,1,0,1.055754428743e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,1,1,1.070027909248e-03,"add(yw, sub(-0.39123830755458666, yw))"
1,1,2,1.079485359973e-03,"sub(neg(yw), mul(yw, 0.16375780484398073))"
1,1,3,1.094332153596e-03,"neg(yw)"
1,1,4,1.101757947924e-03,"sub(neg(0.1647435216084674), mul(yw, neg(-0.38580935430799)))"
1,1,5,1.119279211250e-03,"sub(neg(0.1647435216084674), mul(yw, 0.16375780484398073))"
1,1,6,1.159152810972e-03,"mul(0.3955753946414917, protected_tanh(neg(0.14820280456237434)))"
1,1,7,1.202429349673e-03,"mul(yw, yw)"
1,1,8,1.231079309769e-03,"yw"
1,1,9,1.281673913701e-03,"sub(neg(0.04470216357890444), sub(-0.27680421975332925, yw))"
1,2,0,1.045424446375e-03,"mul(add(sub(mul(-0.28697020361918624, yw), neg(0.41444463940257725)), yw), sub(-0.39123830755458666, yw))"
1,2,1,1.049912557709e-03,"add(yw, add(-0.4854400250751877, -0.2504407743465772))"
1,2,2,1.054069304102e-03,"add(yw, sub(protected_tanh(-0.48279980327676497), yw))"
1,2,3,1.055754500895e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,2,4,1.055754566009e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,2,5,1.070027885702e-03,"add(yw, sub(-0.39123830755458666, yw))"
1,2,6,1.070027909248e-03,"add(yw, sub(-0.39123830755458666, yw))"
1,2,7,1.079485133391e-03,"sub(neg(yw), mul(yw, 0.16375780484398073))"
1,2,8,1.198423952281e-03,"mul(add(yw, yw), add(yw, -0.2504407743465772))"
1,2,9,1.290047149015e-03,"neg(-0.4854400250751877)"
1,3,0,1.045424450997e-03,"mul(add(sub(mul(-0.28697020361918624, yw), neg(0.41444463940257725)), yw), sub(-0.39123830755458666, yw))"
1,3,1,1.049912557711e-03,"add(yw, add(-0.4854400250751877, -0.2504407743465772))"
1,3,2,1.054069304098e-03,"add(yw, sub(protected_tanh(-0.48279980327676497), yw))"
1,3,3,1.054069304100e-03,"add(yw, sub(protected_tanh(-0.48279980327676497), yw))"
1,3,4,1.054069332048e-03,"add(yw, sub(protected_tanh(-0.48279980327676497), yw))"
1,3,5,1.055754619111e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,6,1.066261714119e-03,"sub(neg(yw), mul(add(yw, yw), 0.16375780484398073))"
1,3,7,1.071783080304e-03,"-0.3848975015720727"
1,3,8,1.214138005599e-03,"mul(yw, protected_tanh(add(0.3967594152479079, yw)))"
1,3,9,1.219815258228e-03,"add(yw, sub(-0.39123830755458666, neg(add(yw, yw))))"
1,4,0,8.917368851991e-04,"add(-0.2504407743465772, add(-0.4854400250751877, -0.2504407743465772))"
1,4,1,1.045424450997e-03,"mul(add(sub(mul(-0.28697020361918624, yw), neg(0.41444463940257725)), yw), sub(-0.39123830755458666, yw))"
1,4,2,1.049912557711e-03,"add(yw, add(-0.4854400250751877, -0.2504407743465772))"
1,4,3,1.053276761157e-03,"mul(add(sub(mul(yw, yw), mul(yw, -0.41058518749939865)), yw), sub(protected_tanh(-0.48279980327676497), yw))"
1,4,4,1.059893145812e-03,"-0.4276724661285891"
1,4,5,1.070027885700e-03,"add(yw, sub(-0.39123830755458666, yw))"
1,4,6,1.114919950347e-03,"add(yw, add(-0.4854400250751877, mul(sub(0.46659808834481453, yw), mul(yw, 0.2927318054969218))))"
1,4,7,1.152175087864e-03,"mul(add(sub(mul(-0.28697020361918624, yw), neg(0.41444463940257725)), yw), sub(-0.39123830755458666, -0.2504407743465772))"
1,4,8,1.224575508666e-03,"protected_tanh(protected_tanh(yw))"
1,4,9,1.238820367735e-03,"add(yw, sub(protected_tanh(-0.48279980327676497), -0.48279980327676497))"
1,5,0,8.917368851991e-04,"add(-0.2504407743465772, add(-0.4854400250751877, -0.2504407743465772))"
1,5,1,8.917369810197e-04,"add(-0.2504407743465772, add(-0.4854400250751877, -0.2504407743465772))"
1,5,2,9.452040978022e-04,"add(mul(-0.28697020361918624, yw), add(-0.4854400250751877, -0.2504407743465772))"
