seed,gen,rank,fitness,expr
1,0,0,1.560928985645e-03,"neg(yw)"
1,0,1,1.652470391357e-03,"add(protected_tanh(sub(0.43916701894858656, yw)), mul(sub(yw, 0.4522444552911937), add(0.33757797566257286, yw)))"
1,0,2,1.658802989252e-03,"mul(0.3955753946414917, protected_tanh(neg(yw)))"
1,0,3,1.678291165543e-03,"sub(neg(0.1647435216084674), mul(yw, 0.16375780484398073))"
1,0,4,1.699596582170e-03,"protected_tanh(-0.12947733335425327)"
1,0,5,1.699912411055e-03,"protected_tanh(neg(0.08900225798255168))"
1,0,6,1.700626697068e-03,"add(yw, neg(yw))"
1,0,7,1.723579899611e-03,"add(0.2609624449125756, neg(add(-0.4716525234779937, -0.06723293209494663)))"
1,0,8,1.783317453471e-03,"add(protected_tanh(0.14715616531930265), yw)"
1,0,9,1.784908166253e-03,"protected_tanh(yw)"
1,1,0,1.488223062280e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,1,1,1.560928382837e-03,"neg(yw)"
1,1,2,1.646969208285e-03,"sub(neg(0.1647435216084674), mul(yw, neg(-0.38580935430799)))"
1,1,3,1.652470336013e-03,"add(protected_tanh(sub(0.43916701894858656, yw)), mul(sub(yw, 0.4522444552911937), add(0.33757797566257286, yw)))"
1,1,4,1.695962298799e-03,"add(yw, sub(-0.39123830755458666, yw))"
1,1,5,1.700149246191e-03,"mul(0.3955753946414917, protected_tanh(neg(0.14820280456237434)))"
1,1,6,1.741058376492e-03,"add(protected_tanh(sub(yw, yw)), mul(sub(yw, 0.4522444552911937), add(0.33757797566257286, yw)))"
1,1,7,1.747316609217e-03,"mul(yw, yw)"
1,1,8,1.779301957856e-03,"sub(neg(0.04470216357890444), sub(-0.27680421975332925, yw))"
1,1,9,1.790963022040e-03,"yw"
1,2,0,1.488223050592e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,2,1,1.488223058189e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,2,2,1.536061139146e-03,"mul(add(sub(mul(-0.28697020361918624, yw), neg(0.41444463940257725)), yw), sub(-0.39123830755458666, yw))"
1,2,3,1.560928992420e-03,"neg(yw)"
1,2,4,1.646968778959e-03,"sub(neg(0.1647435216084674), mul(yw, neg(-0.38580935430799)))"
1,2,5,1.652470474478e-03,"add(protected_tanh(sub(0.43916701894858656, yw)), mul(sub(yw, 0.4522444552911937), add(0.33757797566257286, yw)))"
1,2,6,1.708753574373e-03,"neg(protected_tanh(-0.48279980327676497))"
1,2,7,1.709933834274e-03,"neg(-0.4854400250751877)"
1,2,8,1.741555637251e-03,"mul(add(yw, yw), add(yw, -0.2504407743465772))"
1,2,9,1.837299469161e-03,"add(yw, add(-0.4854400250751877, -0.2504407743465772))"
1,3,0,1.488222642302e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,1,1.488223050591e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,2,1.488223050592e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,3,1.488223051955e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,4,1.488223074018e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,5,1.560928926041e-03,"neg(yw)"
1,3,6,1.616629228813e-03,"sub(neg(0.1647435216084674), mul(yw, yw))"
1,3,7,1.721850120914e-03,"add(protected_tanh(sub(0.43916701894858656, yw)), mul(sub(add(yw, yw), 0.4522444552911937), add(0.33757797566257286, yw)))"
1,3,8,1.765153080950e-03,"mul(yw, protected_tanh(add(0.3967594152479079, yw)))"
1,3,9,1.781081533745e-03,"sub(neg(0.1647435216084674), mul(neg(add(yw, yw)), neg(-0.38580935430799)))"
1,4,0,1.488223050591e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,1,1.488223050592e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,2,1.488223051072e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,3,1.488223085006e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,4,1.596933690565e-03,"mul(add(neg(add(-0.28480672996390155, 0.16183442887534927)), yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,5,1.625806177646e-03,"mul(add(yw, yw), -0.3007841017366857)"
1,4,6,1.652226995130e-03,"mul(add(yw, -0.2504407743465772), add(-0.4854400250751877, add(-0.40951156130425237, 0.440734522249)))"
1,4,7,1.672874991923e-03,"mul(add(-0.31318714978743245, yw), add(-0.4854400250751877, yw))"
1,4,8,1.780532480011e-03,"protected_tanh(protected_tanh(yw))"
1,4,9,1.807642111458e-03,"mul(add(yw, yw), add(yw, yw))"
1,5,0,1.488222407756e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,1,1.488223033754e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,2,1.488223050591e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,3,1.488223050592e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,4,1.488223051072e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,5,1.488223054778e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,6,1.488223085006e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,7,1.488223104973e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,8,1.596933656969e-03,"mul(add(neg(add(-0.28480672996390155, 0.16183442887534927)), yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,9,1.605693457893e-03,"mul(yw, add(-0.4854400250751877, -0.2504407743465772))"
1,6,0,1.433806307154e-03,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,6,1,1.488223050591e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,2,1.488223050592e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,3,1.488223051072e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,4,1.511272142385e-03,"mul(add(yw, yw), add(sub(sub(-0.004927749283989091, 0.45653972942428345), neg(0.06040743448798902)), -0.2504407743465772))"
1,6,5,1.566260218304e-03,"mul(add(yw, yw), -0.4854400250751877)"
1,6,6,1.579416177005e-03,"mul(-0.49252282695786576, add(add(yw, yw), -0.2504407743465772))"
1,6,7,1.635393413719e-03,"mul(add(-0.4854400250751877, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,8,1.706210801110e-03,"mul(-0.4854400250751877, add(-0.4854400250751877, -0.2504407743465772))"
1,6,9,1.741555422389e-03,"mul(add(yw, yw), add(yw, -0.2504407743465772))"
1,7,0,1.433806297024e-03,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,7,1,1.441044507829e-03,"mul(add(yw, sub(yw, -0.3515895564679844)), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,7,2,1.488223050591e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,7,3,1.566260049799e-03,"mul(add(yw, yw), -0.4854400250751877)"
1,7,4,1.582065361907e-03,"mul(add(yw, yw), add(sub(-0.2504407743465772, neg(0.06040743448798902)), -0.2504407743465772))"
1,7,5,1.632902109186e-03,"mul(add(protected_tanh(yw), mul(yw, 0.23690751130031706)), -0.4854400250751877)"
1,7,6,1.683974270653e-03,"mul(mul(mul(yw, 0.24957681118975672), add(yw, 0.07908262328084315)), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,7,7,1.701642034217e-03,"mul(add(yw, yw), mul(neg(yw), protected_tanh(-0.009190720170985656)))"
1,7,8,1.749830474132e-03,"mul(add(neg(yw), neg(-0.10276002314124844)), -0.4854400250751877)"
1,7,9,1.763351637124e-03,"mul(add(yw, yw), sub(yw, 0.10067908118705848))"
1,8,0,1.433806198627e-03,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,8,1,1.433806297024e-03,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,8,2,1.441044507829e-03,"mul(add(yw, sub(yw, -0.3515895564679844)), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,8,3,1.644497966512e-03,"mul(add(yw, -0.2504407743465772), add(-0.4854400250751877, neg(mul(yw, 0.12003370872766084))))"
1,8,4,1.694620635159e-03,"neg(protected_tanh(0.4703126430902784))"
1,8,5,1.725625843723e-03,"mul(mul(mul(yw, 0.24957681118975672), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772)), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,8,6,1.735591698096e-03,"mul(-0.4854400250751877, add(-0.4854400250751877, add(neg(yw), mul(yw, 0.2212843345795723))))"
1,8,7,1.750705544664e-03,"mul(add(yw, yw), add(sub(yw, neg(0.06040743448798902)), -0.2504407743465772))"
1,8,8,1.785918855896e-03,"mul(add(yw, yw), add(yw, 0.07908262328084315))"
1,8,9,1.790448861196e-03,"mul(add(yw, yw), add(yw, mul(yw, yw)))"
1,9,0,1.433806198627e-03,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,9,1,1.433806297024e-03,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,9,2,1.433806297519e-03,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,9,3,1.433806314304e-03,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,9,4,1.437615095033e-03,"mul(add(yw, protected_tanh(yw)), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
