seed,gen,rank,fitness,expr
1,6,7,9.298974400007e-04,"add(neg(-0.3352457813167262), sub(-0.4854400250751877, yw))"
1,6,8,1.053820965314e-03,"add(yw, add(mul(yw, yw), protected_tanh(yw)))"
1,6,9,1.087462315472e-03,"add(mul(yw, -0.31318714978743245), sub(protected_tanh(0.48321706674199083), add(add(-0.32372410479352465, -0.0732471181629697), protected_tanh(yw))))"
1,7,0,8.361495296327e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(yw))), yw))"
1,7,1,8.361495300201e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(sub(protected_tanh(yw), sub(0.48321706674199083, -0.10220268693512724)), yw))"
1,7,2,8.361495300384e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(protected_tanh(-0.48279980327676497), yw))"
1,7,3,8.424072047756e-04,"add(-0.41058518749939865, sub(sub(protected_tanh(yw), sub(0.48321706674199083, mul(protected_tanh(-0.4991552820511105), neg(-0.14978724491000783)))), yw))"
1,7,4,8.615467450872e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(yw))), yw))"
1,7,5,8.738567038606e-04,"add(neg(sub(yw, 0.10067908118705848)), add(sub(-0.014216892239388157, 0.4763120008304985), -0.2504407743465772))"
1,7,6,8.762549105017e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(yw))), protected_tanh(neg(yw))))"
1,7,7,9.042809534613e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(0.48321706674199083, yw))"
1,7,8,9.435352212532e-04,"add(add(-0.41058518749939865, add(mul(yw, 0.1008323865726104), protected_tanh(0.437476573471953))), sub(protected_tanh(mul(neg(yw), protected_tanh(yw))), yw))"
1,7,9,1.050244916453e-03,"add(mul(mul(yw, 0.24957681118975672), add(yw, 0.07908262328084315)), sub(sub(protected_tanh(yw), sub(protected_tanh(-0.48279980327676497), -0.10220268693512724)), yw))"
1,8,0,8.361495287281e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(-0.2911106085174323))), yw))"
1,8,1,8.361495296327e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(yw))), yw))"
1,8,2,8.361495296328e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(sub(protected_tanh(yw), sub(0.48321706674199083, -0.10220268693512724)), yw))"
1,8,3,8.361495300201e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(sub(protected_tanh(yw), sub(0.48321706674199083, -0.10220268693512724)), yw))"
1,8,4,8.361495300384e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(yw))), yw))"
1,8,5,8.583879400902e-04,"add(-0.41058518749939865, sub(sub(protected_tanh(yw), sub(0.48321706674199083, mul(protected_tanh(-0.4991552820511105), neg(yw)))), yw))"
1,8,6,8.603237964014e-04,"add(neg(sub(yw, 0.10067908118705848)), add(sub(-0.014216892239388157, sub(0.33297528519742825, -0.33037808934522706)), -0.2504407743465772))"
1,8,7,8.621559138256e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(add(yw, yw)))), yw))"
1,8,8,8.843571597506e-04,"add(protected_tanh(neg(yw)), sub(protected_tanh(-0.48279980327676497), yw))"
1,8,9,9.102420085513e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(add(yw, -0.03206336862207271), -0.14978724491000783))"
1,9,0,8.361495287281e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(yw))), yw))"
1,9,1,8.361495296326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(yw), yw))"
1,9,2,8.361495296328e-04,"add(add(add(-0.41058518749939865, add(-0.41058518749939865, -0.40951156130425237)), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(-0.2911106085174323))), yw))"
1,9,3,8.361495300201e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(yw))), yw))"
1,9,4,8.361495300299e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(protected_tanh(yw), protected_tanh(yw))), yw))"
1,9,5,8.361495300325e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(sub(protected_tanh(yw), sub(0.48321706674199083, -0.10220268693512724)), yw))"
1,9,6,8.361495300384e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(-0.2911106085174323))), yw))"
1,9,7,8.621556716769e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(add(yw, yw)))), yw))"
1,9,8,8.624431812085e-04,"add(add(-0.40951156130425237, -0.40951156130425237), sub(yw, yw))"
1,9,9,8.709990125674e-04,"add(-0.17862983426182355, sub(sub(protected_tanh(yw), sub(0.48321706674199083, -0.10220268693512724)), yw))"
1,10,0,8.343694340158e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,10,1,8.361495287281e-04,"add(add(add(-0.41058518749939865, add(-0.41058518749939865, -0.40951156130425237)), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(-0.2911106085174323))), yw))"
1,10,2,8.361495296326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(-0.18042556279279442))), yw))"
1,10,3,8.361495296328e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(neg(yw)), yw))"
1,10,4,8.361495300201e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(yw), yw))"
1,10,5,8.361495300299e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), mul(0.0936185874860408, yw))), yw))"
1,10,6,8.361495300325e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(sub(-0.33993207752682153, yw), protected_tanh(yw))), yw))"
1,10,7,8.361495300325e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(-0.2911106085174323))), yw))"
1,10,8,8.361495300384e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(yw))), yw))"
1,10,9,9.127816654386e-04,"add(add(mul(yw, yw), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(-0.2911106085174323))), yw))"
1,11,0,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,11,1,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,11,2,8.361495287281e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(neg(yw)))), yw))"
1,11,3,8.361495296326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(neg(yw)), yw))"
1,11,4,8.361495296328e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), -0.40951156130425237)"
1,11,5,8.361495300201e-04,"add(add(add(-0.41058518749939865, add(-0.41058518749939865, -0.40951156130425237)), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(-0.2911106085174323))), yw))"
1,11,6,8.887746883916e-04,"add(add(neg(yw), -0.40951156130425237), sub(protected_tanh(mul(-0.18042556279279442, protected_tanh(-0.2911106085174323))), yw))"
1,11,7,8.958212510123e-04,"add(add(add(add(yw, yw), -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(-0.18042556279279442))), yw))"
1,11,8,9.048339654395e-04,"add(add(mul(protected_tanh(yw), mul(yw, yw)), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(-0.2911106085174323))), yw))"
1,11,9,9.230042383930e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), yw), yw)"
1,12,0,8.343694340355e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,12,1,8.343694341348e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,12,2,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,12,3,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,12,4,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,12,5,8.361495287281e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(mul(neg(yw), protected_tanh(neg(yw)))), yw))"
1,12,6,8.361495296390e-04,"add(add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(neg(yw)), protected_tanh(mul(-0.20167901874483152, -0.2273306077324697))))"
1,12,7,8.361495300309e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(protected_tanh(protected_tanh(yw))), yw))"
1,12,8,8.609125227122e-04,"add(add(-0.41058518749939865, -0.40951156130425237), sub(protected_tanh(sub(yw, yw)), yw))"
1,12,9,1.006977311971e-03,"add(-0.11076146721036984, yw)"
1,13,0,8.343694341306e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,13,1,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,13,2,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,13,3,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,13,4,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,13,5,8.344290594519e-04,"add(add(add(-0.40951156130425237, -0.40951156130425237), -0.40951156130425237), yw)"
1,13,6,8.361495300333e-04,"add(add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(neg(yw)), protected_tanh(mul(-0.20167901874483152, -0.2273306077324697))))"
1,13,7,9.249597418439e-04,"add(add(add(sub(add(yw, 0.4391957203146831), protected_tanh(yw)), -0.40951156130425237), -0.40951156130425237), sub(protected_tanh(protected_tanh(protected_tanh(yw))), yw))"
1,13,8,9.585772131090e-04,"add(add(protected_tanh(sub(yw, yw)), -0.40951156130425237), yw)"
1,13,9,1.021289755480e-03,"protected_tanh(protected_tanh(yw))"
1,14,0,8.343694360420e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,14,1,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,14,2,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,14,3,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,14,4,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,14,5,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,14,6,8.344290594519e-04,"add(add(add(-0.40951156130425237, -0.40951156130425237), -0.40951156130425237), yw)"
1,14,7,8.361495300290e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), protected_tanh(protected_tanh(0.02562721380171673)))"
1,14,8,1.018996764537e-03,"add(add(add(yw, 0.1959955296764856), -0.40951156130425237), yw)"
1,14,9,1.049798809865e-03,"add(yw, yw)"
1,15,0,8.343694340538e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,15,1,8.343694341314e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,15,2,8.343694360420e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,15,3,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,15,4,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,15,5,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,15,6,8.361498037783e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), neg(0.43905444826027995))"
1,15,7,8.361498066973e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), -0.14550324421603056)"
1,15,8,8.991815769369e-04,"add(add(add(mul(neg(0.27699769224204573), neg(yw)), -0.40951156130425237), -0.40951156130425237), yw)"
1,15,9,9.685954907982e-04,"-0.1322340528824626"
1,16,0,8.343694340012e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,16,1,8.343694341314e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,16,2,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,16,3,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,16,4,8.353783401459e-04,"add(add(add(-0.3941703278635925, -0.40951156130425237), -0.40951156130425237), yw)"
1,16,5,8.361498037784e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), -0.40951156130425237)"
1,16,6,8.361498037853e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), neg(0.43905444826027995))"
1,16,7,8.622910630611e-04,"add(add(add(-0.41058518749939865, neg(yw)), -0.40951156130425237), yw)"
1,16,8,9.230042383933e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), yw), yw)"
1,16,9,9.555033546218e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), yw), add(sub(yw, -0.3762116829402624), neg(0.18195936462147821)))"
1,17,0,8.343694341314e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,17,1,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,17,2,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,17,3,8.343696446391e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,17,4,8.361498037853e-04,"add(add(add(-0.40951156130425237, -0.40951156130425237), -0.40951156130425237), -0.40951156130425237)"
1,17,5,8.361498037853e-04,"add(add(add(-0.41058518749939865, neg(neg(sub(-0.32384120221635593, yw)))), -0.40951156130425237), yw)"
1,17,6,8.361498576338e-04,"add(add(add(-0.41058518749939865, -0.41058518749939865), -0.40951156130425237), 0.12254766742684453)"
1,17,7,9.717828849519e-04,"add(add(add(-0.41058518749939865, -0.41058518749939865), add(protected_tanh(yw), add(yw, yw))), yw)"
1,17,8,1.024745230046e-03,"yw"
1,17,9,1.029287376900e-03,"add(0.028481496051753763, yw)"
1,18,0,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,18,1,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,18,2,8.343696446401e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,18,3,8.344292700874e-04,"add(add(add(-0.40951156130425237, -0.40951156130425237), -0.40951156130425237), yw)"
1,18,4,8.361495300289e-04,"add(add(add(-0.40951156130425237, -0.40951156130425237), protected_tanh(protected_tanh(0.06443997784496158))), -0.40951156130425237)"
1,18,5,8.361495300291e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237))"
1,18,6,9.230042383929e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), yw), yw)"
1,18,7,9.588685683725e-04,"add(yw, sub(add(-0.22636681044129403, 0.4589513983478465), add(0.42333226504596166, yw)))"
1,18,8,1.024745259668e-03,"yw"
1,18,9,1.040489287720e-03,"add(mul(protected_tanh(yw), add(yw, yw)), yw)"
1,19,0,8.343694340798e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,19,1,8.343694360265e-04,"add(add(add(-0.40951156130425237, -0.41058518749939865), -0.40951156130425237), yw)"
1,19,2,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,19,3,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,19,4,8.343696446326e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,19,5,8.343696446401e-04,"add(add(add(-0.41058518749939865, -0.40951156130425237), -0.40951156130425237), yw)"
1,19,6,8.361495300289e-04,"add(add(add(-0.40951156130425237, -0.40951156130425237), -0.40951156130425237), sub(neg(yw), neg(yw)))"
1,19,7,8.454741912826e-04,"add(add(add(add(-0.40951156130425237, -0.40951156130425237), -0.40951156130425237), add(yw, -0.20470757285595464)), yw)"
1,19,8,8.897843712765e-04,"add(add(-0.40951156130425237, -0.40951156130425237), yw)"
1,19,9,9.894765811470e-04,"add(add(yw, -0.40951156130425237), yw)"
