seed,gen,rank,fitness,expr
2,2,1,1.542972942706e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,2,2,1.542972943699e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,2,3,1.635920717816e-03,"sub(protected_tanh(neg(0.014802696764177115)), 0.2729840570045846)"
2,2,4,1.650711711845e-03,"sub(protected_tanh(neg(0.014802696764177115)), protected_tanh(yw))"
2,2,5,1.667136023428e-03,"add(0.13729481015997336, -0.29175310664220233)"
2,2,6,1.676183200204e-03,"sub(mul(yw, protected_tanh(yw)), neg(-0.1967032554942243))"
2,2,7,1.695448894085e-03,"add(protected_tanh(-0.21041923246983674), mul(-0.4809448951903954, -0.3988381243868432))"
2,2,8,1.698353900339e-03,"sub(protected_tanh(yw), protected_tanh(yw))"
2,2,9,1.739525479182e-03,"sub(protected_tanh(-0.19417861152238824), neg(0.43415435913377864))"
2,3,0,1.542972942706e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,1,1.542972943167e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,2,1.542972943239e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,3,1.542972943382e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,4,1.542972943699e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,5,1.557255257470e-03,"sub(neg(yw), protected_tanh(0.3982047965142085))"
2,3,6,1.650711713432e-03,"sub(protected_tanh(neg(0.014802696764177115)), protected_tanh(yw))"
2,3,7,1.650711734945e-03,"sub(protected_tanh(neg(0.014802696764177115)), protected_tanh(yw))"
2,3,8,1.673196972171e-03,"sub(0.09655566706810392, protected_tanh(yw))"
2,3,9,1.751517455855e-03,"sub(protected_tanh(neg(0.014802696764177115)), neg(0.336005573572394))"
2,4,0,1.491770581257e-03,"sub(neg(0.43415435913377864), protected_tanh(0.3162903015834978))"
2,4,1,1.542972941968e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,4,2,1.542972942706e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,4,3,1.542972943382e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,4,4,1.608293433094e-03,"sub(neg(0.43415435913377864), neg(mul(0.2132595684052463, yw)))"
2,4,5,1.610537328696e-03,"sub(neg(yw), protected_tanh(yw))"
2,4,6,1.610538564422e-03,"sub(neg(yw), protected_tanh(yw))"
2,4,7,1.611730388481e-03,"sub(protected_tanh(neg(yw)), protected_tanh(yw))"
2,4,8,1.668085858296e-03,"neg(0.15008503330773715)"
2,4,9,1.756022608377e-03,"sub(protected_tanh(protected_tanh(0.40532303017004734)), protected_tanh(0.014802696764177115))"
2,5,0,1.486737049829e-03,"sub(neg(sub(0.18962768121487772, -0.4232859890313244)), protected_tanh(yw))"
2,5,1,1.487746360539e-03,"sub(neg(0.43415435913377864), 0.3162903015834978)"
2,5,2,1.491770581257e-03,"sub(neg(0.43415435913377864), protected_tanh(0.3162903015834978))"
2,5,3,1.542972941968e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,5,4,1.542972943382e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,5,5,1.542972943445e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,5,6,1.625498200397e-03,"sub(neg(0.43415435913377864), protected_tanh(add(yw, -0.32630036205333346)))"
2,5,7,1.643042868195e-03,"sub(neg(0.43415435913377864), protected_tanh(protected_tanh(neg(yw))))"
2,5,8,1.665419775343e-03,"sub(neg(yw), mul(sub(yw, 0.05742167284631716), add(-0.4659827535003468, 0.06430626245439408)))"
2,5,9,1.701693701193e-03,"sub(yw, protected_tanh(yw))"
2,6,0,1.480473322244e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,6,1,1.486737172876e-03,"sub(neg(sub(0.18962768121487772, -0.4232859890313244)), protected_tanh(yw))"
2,6,2,1.487746361063e-03,"sub(neg(0.43415435913377864), 0.3162903015834978)"
2,6,3,1.487746361315e-03,"sub(neg(0.43415435913377864), 0.3162903015834978)"
2,6,4,1.491770346884e-03,"sub(neg(0.43415435913377864), protected_tanh(0.3162903015834978))"
2,6,5,1.497691393352e-03,"sub(neg(sub(0.18962768121487772, neg(neg(-0.21925562710626945)))), 0.3162903015834978)"
2,6,6,1.542972943184e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,6,7,1.542973005177e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,6,8,1.598572945902e-03,"sub(neg(0.43415435913377864), mul(protected_tanh(yw), mul(-0.10482221481204135, yw)))"
2,6,9,1.719281808031e-03,"sub(0.43415435913377864, 0.3162903015834978)"
2,7,0,1.404972184974e-03,"sub(sub(-0.3146655831031657, protected_tanh(0.3162903015834978)), 0.3162903015834978)"
2,7,1,1.480473301592e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,7,2,1.480473334743e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,7,3,1.486737171417e-03,"sub(neg(sub(0.18962768121487772, -0.4232859890313244)), protected_tanh(yw))"
2,7,4,1.579824510302e-03,"sub(neg(protected_tanh(protected_tanh(yw))), 0.3162903015834978)"
2,7,5,1.588486448196e-03,"sub(neg(sub(0.18962768121487772, -0.4232859890313244)), protected_tanh(sub(0.02299008948200376, yw)))"
2,7,6,1.592704501219e-03,"sub(neg(protected_tanh(add(yw, yw))), protected_tanh(yw))"
2,7,7,1.609359856258e-03,"sub(neg(yw), yw)"
2,7,8,1.612260568732e-03,"sub(neg(0.43415435913377864), protected_tanh(sub(yw, 0.26657504941369126)))"
2,7,9,1.747839294930e-03,"sub(sub(0.18962768121487772, -0.4232859890313244), 0.3162903015834978)"
2,8,0,1.404972185390e-03,"sub(sub(-0.3146655831031657, protected_tanh(0.3162903015834978)), 0.3162903015834978)"
2,8,1,1.480473301579e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,8,2,1.480473307069e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,8,3,1.480473316200e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,8,4,1.486737051069e-03,"sub(neg(sub(0.18962768121487772, -0.4232859890313244)), protected_tanh(yw))"
2,8,5,1.621532288239e-03,"sub(sub(protected_tanh(protected_tanh(yw)), yw), 0.3162903015834978)"
2,8,6,1.652205447599e-03,"sub(neg(sub(0.18962768121487772, 0.1818457210695401)), protected_tanh(yw))"
2,8,7,1.676779166840e-03,"sub(sub(-0.3146655831031657, sub(-0.3146655831031657, yw)), 0.3162903015834978)"
2,8,8,1.676779302197e-03,"sub(yw, 0.3162903015834978)"
2,8,9,1.708155906099e-03,"sub(neg(-0.3146655831031657), yw)"
2,9,0,1.399796962577e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,9,1,1.404972185390e-03,"sub(sub(-0.3146655831031657, protected_tanh(0.3162903015834978)), 0.3162903015834978)"
2,9,2,1.480473301579e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,9,3,1.480473301581e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,9,4,1.545821338925e-03,"sub(sub(-0.3146655831031657, yw), yw)"
2,9,5,1.545821338944e-03,"sub(sub(-0.3146655831031657, yw), yw)"
2,9,6,1.568582050891e-03,"sub(sub(neg(mul(yw, 0.20308902962218234)), yw), protected_tanh(0.3162903015834978))"
2,9,7,1.621531808910e-03,"sub(sub(protected_tanh(protected_tanh(yw)), yw), 0.3162903015834978)"
2,9,8,1.621531821684e-03,"sub(sub(protected_tanh(protected_tanh(yw)), yw), 0.3162903015834978)"
2,9,9,1.652205447599e-03,"sub(neg(sub(0.18962768121487772, 0.1818457210695401)), protected_tanh(yw))"
2,10,0,1.399796962577e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,10,1,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,10,2,1.404972185390e-03,"sub(sub(-0.3146655831031657, protected_tanh(0.3162903015834978)), 0.3162903015834978)"
2,10,3,1.480473318977e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,10,4,1.480473351029e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,10,5,1.517124685513e-03,"sub(sub(neg(0.47049157579131307), neg(0.11268605481519478)), 0.3162903015834978)"
2,10,6,1.526381690926e-03,"sub(sub(-0.3146655831031657, mul(0.09353293124926587, yw)), 0.3162903015834978)"
2,10,7,1.598630741676e-03,"sub(mul(add(yw, yw), sub(-0.4414359679897425, 0.29239079150664327)), yw)"
2,10,8,1.624522925075e-03,"sub(mul(mul(yw, yw), mul(-0.2777479755242196, yw)), 0.3162903015834978)"
2,10,9,1.676779166875e-03,"sub(sub(-0.3146655831031657, sub(-0.3146655831031657, yw)), 0.3162903015834978)"
2,11,0,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,11,1,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,11,2,1.404972185135e-03,"sub(sub(-0.3146655831031657, protected_tanh(0.3162903015834978)), 0.3162903015834978)"
2,11,3,1.404972185512e-03,"sub(sub(-0.3146655831031657, protected_tanh(0.3162903015834978)), 0.3162903015834978)"
2,11,4,1.480473351029e-03,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,11,5,1.517124590311e-03,"sub(sub(neg(0.47049157579131307), neg(0.11268605481519478)), 0.3162903015834978)"
2,11,6,1.552795919679e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), add(add(0.2070551174179186, -0.2685838377872086), mul(yw, 0.010293031939998643)))"
2,11,7,1.663749447048e-03,"sub(sub(-0.3146655831031657, neg(0.46105005130118215)), 0.3162903015834978)"
2,11,8,1.676779167183e-03,"sub(yw, 0.3162903015834978)"
2,11,9,1.716164496913e-03,"sub(add(mul(yw, yw), protected_tanh(0.32448768195596434)), 0.3162903015834978)"
2,12,0,1.399796962455e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,12,1,1.399796962635e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,12,2,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,12,3,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,12,4,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,12,5,1.399797359514e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,12,6,1.404972185512e-03,"sub(sub(-0.3146655831031657, protected_tanh(0.3162903015834978)), 0.3162903015834978)"
2,12,7,1.663749447048e-03,"sub(sub(-0.3146655831031657, neg(0.46105005130118215)), 0.3162903015834978)"
2,12,8,1.698353899812e-03,"sub(0.3162903015834978, 0.3162903015834978)"
2,12,9,1.729289670120e-03,"sub(sub(-0.13658738289017391, sub(-0.3146655831031657, 0.3162903015834978)), 0.3162903015834978)"
2,13,0,1.399796962537e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,13,1,1.399796963628e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,13,2,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,13,3,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,13,4,1.544294801390e-03,"sub(sub(sub(add(-0.07292451027919722, yw), sub(-0.3703777979328783, -0.44720374067356905)), 0.3162903015834978), 0.3162903015834978)"
2,13,5,1.593155217433e-03,"sub(sub(-0.3146655831031657, neg(yw)), 0.3162903015834978)"
2,13,6,1.611083956628e-03,"sub(sub(0.2506735893522437, 0.3162903015834978), 0.3162903015834978)"
2,13,7,1.631392855303e-03,"sub(sub(-0.3146655831031657, protected_tanh(-0.3376072682768092)), 0.3162903015834978)"
2,13,8,1.646110108439e-03,"sub(0.06977484844778059, 0.3162903015834978)"
2,13,9,1.676780028486e-03,"sub(yw, 0.3162903015834978)"
2,14,0,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,14,1,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,14,2,1.399797359741e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,14,3,1.520729684211e-03,"sub(sub(neg(mul(0.17030474777177684, yw)), 0.3162903015834978), 0.3162903015834978)"
2,14,4,1.531989219218e-03,"sub(sub(mul(sub(yw, yw), sub(-0.048848953106652604, yw)), 0.3162903015834978), 0.3162903015834978)"
2,14,5,1.606406538530e-03,"-0.39865671013066184"
2,14,6,1.611083956628e-03,"sub(sub(0.2506735893522437, 0.3162903015834978), 0.3162903015834978)"
2,14,7,1.647052544808e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), protected_tanh(-0.4098460751533707))"
2,14,8,1.698353901399e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), sub(-0.3146655831031657, 0.3162903015834978))"
2,14,9,1.698353902142e-03,"sub(0.3162903015834978, 0.3162903015834978)"
2,15,0,1.373206957092e-03,"sub(sub(-0.3146655831031657, protected_tanh(sub(yw, -0.3340607186110478))), 0.3162903015834978)"
2,15,1,1.399796962253e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,15,2,1.399796962341e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,15,3,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,15,4,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,15,5,1.434091531506e-03,"sub(sub(sub(protected_tanh(yw), add(0.2671218475174062, 0.1493827341488132)), 0.3162903015834978), 0.3162903015834978)"
2,15,6,1.511193448835e-03,"sub(sub(neg(mul(0.3162903015834978, yw)), 0.3162903015834978), 0.3162903015834978)"
2,15,7,1.531989219039e-03,"sub(sub(mul(sub(yw, yw), sub(-0.048848953106652604, yw)), 0.3162903015834978), 0.3162903015834978)"
2,15,8,1.613220659245e-03,"sub(sub(-0.3146655831031657, protected_tanh(neg(0.2626757344557944))), 0.3162903015834978)"
2,15,9,1.663661112383e-03,"sub(mul(sub(0.3454272849244967, yw), sub(yw, yw)), 0.17030474777177684)"
2,16,0,1.373206956275e-03,"sub(sub(-0.3146655831031657, protected_tanh(sub(yw, -0.3340607186110478))), 0.3162903015834978)"
2,16,1,1.399796962254e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,16,2,1.399796962341e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,16,3,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,16,4,1.532557617282e-03,"sub(sub(-0.3146655831031657, mul(mul(yw, yw), sub(yw, yw))), 0.3162903015834978)"
2,16,5,1.656311681280e-03,"protected_tanh(sub(yw, 0.41124983970565454))"
2,16,6,1.690501784636e-03,"sub(0.2750255321834133, 0.3162903015834978)"
2,16,7,1.703656650067e-03,"sub(sub(-0.3146655831031657, protected_tanh(sub(-0.3146655831031657, protected_tanh(sub(yw, -0.3340607186110478))))), 0.3162903015834978)"
2,16,8,1.740341106920e-03,"sub(sub(yw, -0.3340607186110478), 0.3162903015834978)"
2,16,9,1.787811211681e-03,"sub(sub(sub(yw, -0.04073102933521888), sub(-0.3146655831031657, 0.3162903015834978)), 0.3162903015834978)"
2,17,0,1.373206956275e-03,"sub(sub(-0.3146655831031657, protected_tanh(sub(yw, -0.3340607186110478))), 0.3162903015834978)"
2,17,1,1.399796962254e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,17,2,1.399796962755e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,17,3,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,17,4,1.477598128278e-03,"sub(sub(-0.3146655831031657, sub(mul(yw, yw), neg(yw))), 0.3162903015834978)"
2,17,5,1.532557640052e-03,"sub(sub(-0.3146655831031657, mul(mul(yw, yw), sub(yw, yw))), 0.3162903015834978)"
2,17,6,1.628646579798e-03,"sub(sub(protected_tanh(sub(yw, -0.3340607186110478)), protected_tanh(sub(yw, -0.3340607186110478))), 0.3162903015834978)"
2,17,7,1.628647668192e-03,"sub(sub(-0.3146655831031657, -0.3146655831031657), 0.3162903015834978)"
2,17,8,1.646751295008e-03,"sub(sub(-0.3146655831031657, mul(mul(yw, yw), sub(yw, yw))), -0.07080297972631755)"
2,17,9,1.656311584940e-03,"protected_tanh(sub(yw, 0.41124983970565454))"
2,18,0,1.373206956275e-03,"sub(sub(-0.3146655831031657, protected_tanh(sub(yw, -0.3340607186110478))), 0.3162903015834978)"
2,18,1,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,18,2,1.481434426413e-03,"sub(sub(-0.3146655831031657, protected_tanh(protected_tanh(yw))), 0.3162903015834978)"
2,18,3,1.630414213142e-03,"sub(sub(neg(yw), add(0.2638822974729855, -0.49260249651612387)), 0.3162903015834978)"
2,18,4,1.650312265502e-03,"sub(mul(yw, yw), 0.3162903015834978)"
2,18,5,1.673852081907e-03,"sub(protected_tanh(yw), 0.3162903015834978)"
2,18,6,1.676779166874e-03,"sub(yw, 0.3162903015834978)"
2,18,7,1.698353900204e-03,"sub(0.3162903015834978, 0.3162903015834978)"
2,18,8,1.737460266804e-03,"yw"
2,18,9,1.750786469318e-03,"sub(sub(-0.3146655831031657, mul(mul(yw, yw), sub(yw, yw))), sub(-0.3146655831031657, 0.3162903015834978))"
2,19,0,1.373206956275e-03,"sub(sub(-0.3146655831031657, protected_tanh(sub(yw, -0.3340607186110478))), 0.3162903015834978)"
2,19,1,1.373206958953e-03,"sub(sub(-0.3146655831031657, protected_tanh(sub(yw, -0.3340607186110478))), 0.3162903015834978)"
2,19,2,1.399796962631e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,19,3,1.399796977175e-03,"sub(sub(-0.3146655831031657, 0.3162903015834978), 0.3162903015834978)"
2,19,4,1.409621506804e-03,"sub(sub(-0.3146655831031657, protected_tanh(protected_tanh(0.3162903015834978))), 0.3162903015834978)"
2,19,5,1.589628738496e-03,"sub(protected_tanh(sub(sub(yw, 0.06199077540134368), neg(-0.26711876692444503))), 0.3162903015834978)"
2,19,6,1.592949767410e-03,"sub(sub(neg(add(yw, yw)), add(0.2638822974729855, -0.49260249651612387)), 0.3162903015834978)"
2,19,7,1.609359852274e-03,"sub(neg(yw), yw)"
2,19,8,1.630902496823e-03,"sub(mul(yw, yw), 0.39214107999591763)"
2,19,9,1.650311980889e-03,"sub(mul(yw, yw), 0.3162903015834978)"
