seed,gen,rank,fitness,expr
2,0,0,9.790964245092e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,0,1,1.121306723403e-03,"add(sub(neg(0.044177047429320826), mul(yw, yw)), mul(neg(yw), sub(yw, yw)))"
2,0,2,1.141855492475e-03,"sub(mul(yw, 0.2729840570045846), neg(-0.1967032554942243))"
2,0,3,1.157851387802e-03,"add(sub(add(yw, yw), mul(yw, yw)), protected_tanh(sub(-0.2551680220309831, yw)))"
2,0,4,1.158627268937e-03,"neg(sub(0.21515089823745348, 0.1549109781559982))"
2,0,5,1.171286257233e-03,"mul(protected_tanh(0.16168560000397947), neg(0.06770507042024432))"
2,0,6,1.174096331147e-03,"add(-0.2443099459425574, yw)"
2,0,7,1.195916427145e-03,"add(0.33549887812944956, -0.24841670240503433)"
2,0,8,1.201729379612e-03,"add(-0.3281190078742676, add(yw, yw))"
2,0,9,1.291446324181e-03,"sub(0.498683568192552, sub(0.29675992142163954, 0.28974763746176324))"
2,1,0,9.790964224987e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,1,1,1.099653261927e-03,"sub(protected_tanh(neg(0.014802696764177115)), protected_tanh(yw))"
2,1,2,1.121306723403e-03,"add(sub(neg(0.044177047429320826), mul(yw, yw)), mul(neg(yw), sub(yw, yw)))"
2,1,3,1.141855492475e-03,"sub(mul(yw, 0.2729840570045846), neg(-0.1967032554942243))"
2,1,4,1.157851392124e-03,"add(sub(add(yw, yw), mul(yw, yw)), protected_tanh(sub(-0.2551680220309831, yw)))"
2,1,5,1.170335262932e-03,"sub(neg(0.43415435913377864), -0.41957078433605033)"
2,1,6,1.195916475120e-03,"add(0.33549887812944956, -0.24841670240503433)"
2,1,7,1.203025041848e-03,"neg(sub(mul(0.1533146278413624, yw), 0.1549109781559982))"
2,1,8,1.205537504177e-03,"add(sub(yw, mul(yw, yw)), mul(neg(yw), sub(yw, yw)))"
2,1,9,1.291499331001e-03,"add(sub(add(yw, yw), mul(yw, yw)), protected_tanh(sub(yw, neg(0.044177047429320826))))"
2,2,0,9.790964224987e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,2,1,9.790964228999e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,2,2,9.790964335928e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,2,3,1.098368935542e-03,"sub(protected_tanh(neg(0.014802696764177115)), 0.2729840570045846)"
2,2,4,1.099653287625e-03,"sub(protected_tanh(neg(0.014802696764177115)), protected_tanh(yw))"
2,2,5,1.134061936154e-03,"add(0.13729481015997336, -0.29175310664220233)"
2,2,6,1.151497106996e-03,"sub(mul(yw, protected_tanh(yw)), neg(-0.1967032554942243))"
2,2,7,1.170089202643e-03,"add(protected_tanh(-0.21041923246983674), mul(-0.4809448951903954, -0.3988381243868432))"
2,2,8,1.174046597393e-03,"sub(protected_tanh(yw), protected_tanh(yw))"
2,2,9,1.233733208426e-03,"sub(protected_tanh(-0.19417861152238824), neg(0.43415435913377864))"
2,3,0,9.790964224987e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,1,9.790964245198e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,2,9.790964245273e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,3,9.790964245351e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,4,9.790964335928e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,5,9.894178619065e-04,"sub(neg(yw), protected_tanh(0.3982047965142085))"
2,3,6,1.099653289984e-03,"sub(protected_tanh(neg(0.014802696764177115)), protected_tanh(yw))"
2,3,7,1.099653627245e-03,"sub(protected_tanh(neg(0.014802696764177115)), protected_tanh(yw))"
2,3,8,1.131578331026e-03,"sub(0.09655566706810392, protected_tanh(yw))"
2,3,9,1.252374896972e-03,"sub(protected_tanh(neg(0.014802696764177115)), neg(0.336005573572394))"
2,4,0,9.698372304765e-04,"sub(neg(0.43415435913377864), protected_tanh(0.3162903015834978))"
2,4,1,9.790964224987e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,4,2,9.790964245198e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,4,3,9.790964290211e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,4,4,1.027460369660e-03,"sub(neg(yw), protected_tanh(yw))"
2,4,5,1.027460431153e-03,"sub(neg(yw), protected_tanh(yw))"
2,4,6,1.029811337204e-03,"sub(protected_tanh(neg(yw)), protected_tanh(yw))"
2,4,7,1.074786017180e-03,"sub(neg(0.43415435913377864), neg(mul(0.2132595684052463, yw)))"
2,4,8,1.135215078081e-03,"neg(0.15008503330773715)"
2,4,9,1.259509309018e-03,"sub(protected_tanh(protected_tanh(0.40532303017004734)), protected_tanh(0.014802696764177115))"
2,5,0,9.401355947543e-04,"sub(neg(sub(0.18962768121487772, -0.4232859890313244)), protected_tanh(yw))"
2,5,1,9.667902496863e-04,"sub(neg(0.43415435913377864), 0.3162903015834978)"
2,5,2,9.698372304765e-04,"sub(neg(0.43415435913377864), protected_tanh(0.3162903015834978))"
2,5,3,9.790964245172e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,5,4,9.790964245198e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,5,5,9.790964290211e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,5,6,1.063455223368e-03,"sub(neg(0.43415435913377864), protected_tanh(add(yw, -0.32630036205333346)))"
2,5,7,1.119588026616e-03,"sub(neg(0.43415435913377864), protected_tanh(protected_tanh(neg(yw))))"
2,5,8,1.123711218207e-03,"sub(neg(yw), mul(sub(yw, 0.05742167284631716), add(-0.4659827535003468, 0.06430626245439408)))"
2,5,9,1.179486208855e-03,"sub(yw, protected_tanh(yw))"
2,6,0,9.363053457061e-04,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,6,1,9.401356293461e-04,"sub(neg(sub(0.18962768121487772, -0.4232859890313244)), protected_tanh(yw))"
2,6,2,9.667902496870e-04,"sub(neg(0.43415435913377864), 0.3162903015834978)"
2,6,3,9.667902496874e-04,"sub(neg(0.43415435913377864), 0.3162903015834978)"
2,6,4,9.698372371678e-04,"sub(neg(0.43415435913377864), protected_tanh(0.3162903015834978))"
2,6,5,9.743592912384e-04,"sub(neg(sub(0.18962768121487772, neg(neg(-0.21925562710626945)))), 0.3162903015834978)"
2,6,6,9.790964001656e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,6,7,9.790964245351e-04,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,6,8,1.061897331533e-03,"sub(neg(0.43415435913377864), mul(protected_tanh(yw), mul(-0.10482221481204135, yw)))"
2,6,9,1.203528568474e-03,"sub(0.43415435913377864, 0.3162903015834978)"
2,7,0,9.082836901125e-04,"sub(sub(-0.3146655831031657, protected_tanh(0.3162903015834978)), 0.3162903015834978)"
2,7,1,9.363053432327e-04,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,7,2,9.363053453866e-04,"sub(sub(-0.3146655831031657, yw), 0.3162903015834978)"
2,7,3,9.401356293827e-04,"sub(neg(sub(0.18962768121487772, -0.4232859890313244)), protected_tanh(yw))"
2,7,4,9.982616761801e-04,"sub(neg(protected_tanh(add(yw, yw))), protected_tanh(yw))"
2,7,5,1.016705920885e-03,"sub(neg(protected_tanh(protected_tanh(yw))), 0.3162903015834978)"
2,7,6,1.025448071659e-03,"sub(neg(yw), yw)"
2,7,7,1.047027263714e-03,"sub(neg(0.43415435913377864), protected_tanh(sub(yw, 0.26657504941369126)))"
