seed,gen,rank,fitness,expr
1,0,0,1.169185820496e-03,"neg(yw)"
1,0,1,1.238148503333e-03,"sub(neg(0.1647435216084674), mul(yw, 0.16375780484398073))"
1,0,2,1.252869174897e-03,"mul(0.3955753946414917, protected_tanh(neg(yw)))"
1,0,3,1.263793762397e-03,"protected_tanh(-0.12947733335425327)"
1,0,4,1.271936654482e-03,"protected_tanh(neg(0.08900225798255168))"
1,0,5,1.289627928752e-03,"add(yw, neg(yw))"
1,0,6,1.292412471049e-03,"add(protected_tanh(sub(0.43916701894858656, yw)), mul(sub(yw, 0.4522444552911937), add(0.33757797566257286, yw)))"
1,0,7,1.364854632922e-03,"protected_tanh(yw)"
1,0,8,1.390701085125e-03,"add(protected_tanh(0.14715616531930265), yw)"
1,0,9,1.436989784036e-03,"add(0.2609624449125756, neg(add(-0.4716525234779937, -0.06723293209494663)))"
1,1,0,1.107435738636e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,1,1,1.145312641704e-03,"sub(neg(yw), mul(yw, 0.16375780484398073))"
1,1,2,1.169184984431e-03,"neg(yw)"
1,1,3,1.206692204851e-03,"add(yw, sub(-0.39123830755458666, yw))"
1,1,4,1.211216065992e-03,"sub(neg(0.1647435216084674), mul(yw, neg(-0.38580935430799)))"
1,1,5,1.238148857479e-03,"sub(neg(0.1647435216084674), mul(yw, 0.16375780484398073))"
1,1,6,1.278084393213e-03,"mul(0.3955753946414917, protected_tanh(neg(0.14820280456237434)))"
1,1,7,1.330119134545e-03,"mul(yw, yw)"
1,1,8,1.370100312368e-03,"yw"
1,1,9,1.402434638307e-03,"sub(neg(0.04470216357890444), sub(-0.27680421975332925, yw))"
1,2,0,1.107435931294e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,2,1,1.107436575606e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,2,2,1.119146449679e-03,"mul(add(sub(mul(-0.28697020361918624, yw), neg(0.41444463940257725)), yw), sub(-0.39123830755458666, yw))"
1,2,3,1.145312640678e-03,"sub(neg(yw), mul(yw, 0.16375780484398073))"
1,2,4,1.145312641060e-03,"sub(neg(yw), mul(yw, 0.16375780484398073))"
1,2,5,1.206692404449e-03,"add(yw, sub(-0.39123830755458666, yw))"
1,2,6,1.252353977828e-03,"add(yw, add(-0.4854400250751877, -0.2504407743465772))"
1,2,7,1.324272313916e-03,"mul(add(yw, yw), add(yw, -0.2504407743465772))"
1,2,8,1.373906138210e-03,"neg(protected_tanh(-0.48279980327676497))"
1,2,9,1.380622584669e-03,"neg(-0.4854400250751877)"
1,3,0,1.107435157991e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,1,1.107436575606e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,2,1.107436588394e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,3,1.107436588394e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,4,1.107436589894e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,5,1.124176768104e-03,"sub(neg(yw), mul(add(yw, yw), 0.16375780484398073))"
1,3,6,1.145312643141e-03,"sub(neg(yw), mul(yw, 0.16375780484398073))"
1,3,7,1.208167432333e-03,"-0.3848975015720727"
1,3,8,1.346502136900e-03,"mul(yw, protected_tanh(add(0.3967594152479079, yw)))"
1,3,9,1.429298092481e-03,"add(yw, sub(-0.39123830755458666, neg(add(yw, yw))))"
1,4,0,1.107435157991e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,1,1.107436575606e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,2,1.107436588394e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,3,1.107436597765e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,4,1.119501936743e-03,"sub(neg(sub(yw, -0.3007841017366857)), mul(yw, -0.2504407743465772))"
1,4,5,1.173676309918e-03,"mul(add(yw, yw), -0.4854400250751877)"
1,4,6,1.214841339467e-03,"mul(add(yw, mul(yw, -0.31318714978743245)), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,4,7,1.219198642293e-03,"mul(add(yw, yw), add(-0.4854400250751877, 0.16375780484398073))"
1,4,8,1.322803868702e-03,"mul(add(yw, add(-0.40951156130425237, -0.2504407743465772)), add(-0.4854400250751877, -0.2504407743465772))"
1,4,9,1.355960592898e-03,"mul(add(yw, yw), yw)"
1,5,0,1.107435157991e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,1,1.107436473468e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,2,1.107436571258e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,3,1.107436575606e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,4,1.107436588394e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,5,1.181452702682e-03,"mul(add(protected_tanh(yw), yw), -0.4854400250751877)"
1,5,6,1.291350082817e-03,"mul(add(yw, yw), add(protected_tanh(mul(yw, yw)), -0.2504407743465772))"
1,5,7,1.302710387392e-03,"mul(add(yw, yw), add(0.3210298411778232, -0.2504407743465772))"
1,5,8,1.357212121625e-03,"mul(-0.4854400250751877, add(-0.4854400250751877, -0.2504407743465772))"
1,5,9,1.362909956788e-03,"mul(add(yw, yw), add(add(yw, yw), -0.2504407743465772))"
1,6,0,1.060365077265e-03,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,6,1,1.107433819282e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,2,1.107435476155e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,3,1.107436575606e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,4,1.107436588394e-03,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,5,1.289626491182e-03,"mul(add(yw, yw), mul(sub(yw, yw), protected_tanh(-0.34053226924216895)))"
1,6,6,1.289627928500e-03,"mul(add(neg(yw), yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,7,1.335026901351e-03,"mul(add(add(-0.4854400250751877, -0.2504407743465772), yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,8,1.337810825971e-03,"mul(add(mul(sub(0.0945778048409015, yw), protected_tanh(-0.32372410479352465)), yw), yw)"
