seed,gen,rank,fitness,expr
2,0,0,1.526672350014e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,0,1,1.625650637177e-03,"add(sub(neg(0.044177047429320826), mul(yw, yw)), mul(neg(yw), sub(yw, yw)))"
2,0,2,1.700134970560e-03,"neg(sub(0.21515089823745348, 0.1549109781559982))"
2,0,3,1.700534447587e-03,"mul(protected_tanh(0.16168560000397947), neg(0.06770507042024432))"
2,0,4,1.701476001442e-03,"add(0.33549887812944956, -0.24841670240503433)"
2,0,5,1.710141476826e-03,"sub(0.498683568192552, sub(0.29675992142163954, 0.28974763746176324))"
2,0,6,1.731649918354e-03,"sub(mul(yw, 0.2729840570045846), neg(-0.1967032554942243))"
2,0,7,1.781948875489e-03,"add(sub(add(yw, yw), mul(yw, yw)), protected_tanh(sub(-0.2551680220309831, yw)))"
2,0,8,1.806804225315e-03,"add(-0.2443099459425574, yw)"
2,0,9,1.889492901043e-03,"add(-0.3281190078742676, add(yw, yw))"
2,1,0,1.526672349570e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,1,1,1.553370153220e-03,"sub(neg(mul(0.1533146278413624, yw)), protected_tanh(yw))"
2,1,2,1.557228260792e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(neg(yw), yw))"
2,1,3,1.625650637177e-03,"add(sub(neg(0.044177047429320826), mul(yw, yw)), mul(neg(yw), sub(yw, yw)))"
2,1,4,1.700133771109e-03,"neg(sub(0.21515089823745348, 0.1549109781559982))"
2,1,5,1.700501432673e-03,"protected_tanh(neg(0.014802696764177115))"
2,1,6,1.700566235812e-03,"mul(protected_tanh(0.16168560000397947), neg(0.044177047429320826))"
2,1,7,1.715036514856e-03,"sub(neg(0.43415435913377864), protected_tanh(mul(mul(-0.22126286829866515, yw), sub(yw, -0.0912735822779257))))"
2,1,8,1.790963161603e-03,"yw"
2,1,9,1.854558379266e-03,"add(sub(add(yw, yw), mul(yw, -0.41957078433605033)), protected_tanh(sub(-0.2551680220309831, yw)))"
2,2,0,1.526672349570e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,2,1,1.553370715525e-03,"sub(neg(mul(0.1533146278413624, yw)), protected_tanh(yw))"
2,2,2,1.623585154769e-03,"sub(0.43415435913377864, protected_tanh(yw))"
2,2,3,1.623585432563e-03,"sub(neg(neg(0.43415435913377864)), protected_tanh(yw))"
