seed,gen,rank,fitness,expr
2,2,5,1.288233508499e-03,"mul(protected_tanh(0.16168560000397947), neg(0.044177047429320826))"
2,2,6,1.295218879257e-03,"sub(0.43415435913377864, protected_tanh(yw))"
2,2,7,1.295218881296e-03,"sub(neg(neg(0.43415435913377864)), protected_tanh(yw))"
2,2,8,1.297546222722e-03,"sub(yw, protected_tanh(yw))"
2,2,9,1.355362547353e-03,"sub(neg(add(-0.3988381243868432, -0.3016086456134045)), protected_tanh(yw))"
2,3,0,1.057153494763e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,3,1,1.155974656596e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(neg(yw), yw))"
2,3,2,1.155975101657e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(neg(yw), yw))"
2,3,3,1.155975203655e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(neg(yw), yw))"
2,3,4,1.170700322032e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(sub(neg(0.06770507042024432), mul(yw, yw)), yw))"
2,3,5,1.186727605456e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(neg(protected_tanh(0.19561853020742692)), yw))"
2,3,6,1.217924248658e-03,"add(sub(neg(0.044177047429320826), mul(yw, yw)), mul(neg(yw), sub(yw, yw)))"
2,3,7,1.224414105056e-03,"add(neg(yw), mul(0.3982047965142085, yw))"
2,3,8,1.226324211723e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(neg(yw), neg(neg(-0.10532817817011952))))"
2,3,9,1.248319405187e-03,"sub(neg(0.43415435913377864), -0.23105750617234744)"
2,4,0,1.057153494763e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,4,1,1.092283417455e-03,"add(sub(neg(protected_tanh(protected_tanh(0.40532303017004734))), mul(yw, yw)), mul(neg(yw), yw))"
2,4,2,1.155975101657e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(neg(yw), yw))"
2,4,3,1.155975203655e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(neg(yw), yw))"
2,4,4,1.161630110878e-03,"add(sub(neg(0.06770507042024432), mul(0.3982047965142085, yw)), mul(neg(yw), yw))"
2,4,5,1.204513809081e-03,"add(neg(yw), mul(0.24424569250186656, yw))"
2,4,6,1.211978372688e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), neg(sub(yw, yw)))"
2,4,7,1.256977169927e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(neg(yw), mul(neg(yw), yw)))"
2,4,8,1.305689582549e-03,"sub(neg(neg(yw)), protected_tanh(neg(neg(0.46197741141600845))))"
2,4,9,1.445564641178e-03,"add(sub(protected_tanh(yw), neg(0.47723406464559437)), mul(0.43415435913377864, yw))"
2,5,0,1.048558868300e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, 0.06430626245439408))), protected_tanh(yw))"
2,5,1,1.057153494763e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,5,2,1.092283417554e-03,"add(sub(neg(protected_tanh(protected_tanh(0.40532303017004734))), mul(yw, yw)), mul(neg(yw), yw))"
2,5,3,1.092283417563e-03,"add(sub(neg(protected_tanh(protected_tanh(0.40532303017004734))), mul(yw, yw)), mul(neg(yw), yw))"
2,5,4,1.098353360387e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), neg(yw))"
2,5,5,1.118018865940e-03,"sub(neg(yw), protected_tanh(sub(protected_tanh(yw), mul(yw, yw))))"
2,5,6,1.119898092762e-03,"add(neg(0.43415435913377864), mul(neg(yw), yw))"
2,5,7,1.157408808652e-03,"add(sub(neg(0.06770507042024432), mul(0.43415435913377864, yw)), mul(neg(yw), yw))"
2,5,8,1.177626843757e-03,"add(sub(neg(0.06770507042024432), mul(yw, yw)), mul(mul(neg(yw), yw), yw))"
2,5,9,1.233027611441e-03,"add(sub(neg(0.06770507042024432), mul(0.3982047965142085, yw)), mul(mul(add(0.32437043125241083, -0.16629293824502633), mul(0.018084711139684573, yw)), yw))"
2,6,0,1.048558795717e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, 0.06430626245439408))), protected_tanh(yw))"
2,6,1,1.048558867177e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, 0.06430626245439408))), protected_tanh(yw))"
2,6,2,1.057153550206e-03,"sub(neg(0.43415435913377864), protected_tanh(yw))"
2,6,3,1.086863498615e-03,"add(sub(neg(protected_tanh(yw)), mul(yw, yw)), mul(neg(yw), yw))"
2,6,4,1.092283417568e-03,"add(sub(neg(protected_tanh(protected_tanh(0.40532303017004734))), mul(yw, yw)), mul(neg(yw), yw))"
2,6,5,1.112121725950e-03,"sub(sub(neg(0.06770507042024432), protected_tanh(sub(protected_tanh(yw), mul(yw, yw)))), protected_tanh(yw))"
2,6,6,1.118018829813e-03,"sub(neg(yw), protected_tanh(sub(protected_tanh(yw), mul(yw, yw))))"
2,6,7,1.142734251744e-03,"add(sub(neg(protected_tanh(protected_tanh(0.40532303017004734))), mul(protected_tanh(yw), mul(-0.10482221481204135, yw))), mul(neg(yw), yw))"
2,6,8,1.245085698111e-03,"sub(neg(0.43415435913377864), protected_tanh(neg(neg(-0.21925562710626945))))"
2,6,9,1.310451206353e-03,"sub(neg(neg(yw)), neg(add(-0.4659827535003468, 0.06430626245439408)))"
2,7,0,1.046788794614e-03,"sub(sub(neg(0.06770507042024432), protected_tanh(yw)), yw)"
2,7,1,1.048558795709e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, 0.06430626245439408))), protected_tanh(yw))"
2,7,2,1.048558795717e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, 0.06430626245439408))), protected_tanh(yw))"
2,7,3,1.051645417565e-03,"sub(sub(neg(protected_tanh(0.0446312042894883)), yw), protected_tanh(yw))"
2,7,4,1.089343450605e-03,"add(sub(neg(protected_tanh(neg(add(-0.4659827535003468, 0.06430626245439408)))), mul(yw, yw)), mul(neg(yw), yw))"
2,7,5,1.092283396967e-03,"add(sub(neg(protected_tanh(protected_tanh(0.40532303017004734))), mul(yw, yw)), mul(neg(yw), yw))"
2,7,6,1.100821334909e-03,"add(sub(neg(protected_tanh(yw)), mul(sub(protected_tanh(yw), mul(yw, yw)), yw)), mul(neg(yw), yw))"
2,7,7,1.159031488897e-03,"sub(sub(neg(0.06770507042024432), 0.02299008948200376), protected_tanh(yw))"
2,7,8,1.271032441261e-03,"add(sub(neg(protected_tanh(-0.4659827535003468)), mul(yw, yw)), mul(neg(yw), yw))"
2,7,9,1.332508828132e-03,"sub(sub(neg(0.06770507042024432), neg(protected_tanh(add(yw, yw)))), protected_tanh(yw))"
2,8,0,1.001341262570e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,8,1,1.008190480836e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, -0.25847347032561185))), protected_tanh(yw))"
2,8,2,1.022535924058e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, neg(0.06770507042024432)))), protected_tanh(yw))"
2,8,3,1.044216157367e-03,"sub(sub(neg(0.06770507042024432), yw), yw)"
2,8,4,1.046788740697e-03,"sub(sub(neg(0.06770507042024432), protected_tanh(yw)), yw)"
2,8,5,1.046788891580e-03,"sub(sub(neg(0.06770507042024432), protected_tanh(yw)), yw)"
2,8,6,1.048558795709e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, 0.06430626245439408))), protected_tanh(yw))"
2,8,7,1.135389699716e-03,"sub(sub(0.06430626245439408, protected_tanh(0.1818457210695401)), yw)"
2,8,8,1.145739793508e-03,"sub(sub(neg(0.06770507042024432), protected_tanh(yw)), 0.06770507042024432)"
2,8,9,1.184449741979e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, yw))), protected_tanh(yw))"
2,9,0,1.001342302245e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,9,1,1.001342302344e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,9,2,1.001342461452e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,9,3,1.008190480822e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, -0.25847347032561185))), protected_tanh(yw))"
2,9,4,1.008190480833e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, -0.25847347032561185))), protected_tanh(yw))"
2,9,5,1.008190481332e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, -0.25847347032561185))), protected_tanh(yw))"
2,9,6,1.008190665517e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, -0.25847347032561185))), protected_tanh(yw))"
2,9,7,1.044215857997e-03,"sub(sub(neg(0.06770507042024432), yw), yw)"
2,9,8,1.073243830186e-03,"sub(sub(neg(neg(0.06770507042024432)), yw), yw)"
2,9,9,1.194682486197e-03,"sub(sub(neg(0.06770507042024432), neg(mul(yw, 0.20308902962218234))), protected_tanh(yw))"
2,10,0,1.001342302344e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,10,1,1.001342461579e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,10,2,1.001342461596e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,10,3,1.008190480826e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, -0.25847347032561185))), protected_tanh(yw))"
2,10,4,1.066985497267e-03,"sub(sub(neg(yw), neg(sub(yw, 0.36915660058935085))), yw)"
2,10,5,1.077073359399e-03,"sub(sub(neg(yw), protected_tanh(yw)), neg(0.06770507042024432))"
2,10,6,1.107124832405e-03,"sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(-0.19053836859191675))"
2,10,7,1.134414986685e-03,"sub(sub(yw, neg(add(-0.4659827535003468, -0.25847347032561185))), protected_tanh(yw))"
2,10,8,1.255936678451e-03,"-0.16677953853103455"
2,10,9,1.298194721864e-03,"sub(sub(neg(yw), sub(neg(yw), sub(0.371444683183094, -0.1171405950692107))), yw)"
2,11,0,1.001342302344e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,11,1,1.001342461042e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,11,2,1.001342461579e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,11,3,1.001342461596e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,11,4,1.002213103400e-03,"sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw))"
2,11,5,1.008044721673e-03,"sub(sub(neg(0.06770507042024432), neg(add(-0.4659827535003468, -0.25847347032561185))), yw)"
2,11,6,1.058221760727e-03,"sub(sub(neg(yw), mul(protected_tanh(0.023983541181389678), sub(yw, yw))), yw)"
2,11,7,1.257800233385e-03,"sub(0.32448768195596434, yw)"
2,11,8,1.289627928603e-03,"sub(yw, yw)"
2,11,9,1.291574808274e-03,"sub(sub(neg(yw), neg(sub(yw, neg(0.46105005130118215)))), yw)"
2,12,0,9.690446117315e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,12,1,1.001342302344e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,12,2,1.001342449649e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,12,3,1.001342461234e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,12,4,1.001342461579e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,12,5,1.001342461579e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,12,6,1.058221757450e-03,"sub(neg(yw), yw)"
2,12,7,1.089201788149e-03,"sub(sub(neg(yw), protected_tanh(-0.13658738289017391)), yw)"
2,12,8,1.111442144896e-03,"sub(sub(neg(yw), add(sub(0.20725909724953828, yw), mul(-0.02678105945112841, 0.26376180604150534))), yw)"
2,12,9,1.289626500125e-03,"sub(yw, yw)"
2,13,0,9.690446117315e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,13,1,9.690446117328e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,13,2,9.926302388368e-04,"sub(sub(neg(yw), 0.44602102367183516), yw)"
2,13,3,1.001342453557e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,13,4,1.001342461234e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,13,5,1.001342461579e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,13,6,1.184976676301e-03,"sub(sub(neg(yw), protected_tanh(yw)), neg(yw))"
2,13,7,1.184977048490e-03,"sub(sub(yw, protected_tanh(yw)), yw)"
2,13,8,1.223906554309e-03,"sub(sub(neg(yw), protected_tanh(neg(sub(yw, -0.3703777979328783)))), yw)"
2,13,9,1.273302384442e-03,"sub(sub(yw, 0.0820045296225238), yw)"
2,14,0,9.687527370099e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,14,1,9.690446117315e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,14,2,9.690446117328e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,14,3,9.690446256367e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,14,4,1.001340715780e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,14,5,1.002213036055e-03,"sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw))"
2,14,6,1.018127354591e-03,"sub(sub(neg(yw), 0.44602102367183516), mul(0.407412012393744, yw))"
2,14,7,1.184977048112e-03,"sub(sub(neg(yw), protected_tanh(yw)), neg(yw))"
2,14,8,1.289627926538e-03,"sub(sub(neg(yw), 0.44602102367183516), sub(neg(yw), 0.44602102367183516))"
2,14,9,1.289627929063e-03,"sub(yw, yw)"
2,15,0,9.687527328306e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,15,1,9.687527536444e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), yw), yw)"
2,15,2,9.690446117315e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,15,3,9.690446117346e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,15,4,9.778288209618e-04,"sub(sub(sub(neg(yw), protected_tanh(0.23316060309126485)), protected_tanh(yw)), yw)"
2,15,5,1.001342461234e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,15,6,1.018127360892e-03,"sub(sub(neg(yw), 0.44602102367183516), mul(0.407412012393744, yw))"
2,15,7,1.084235259286e-03,"sub(sub(neg(yw), protected_tanh(-0.09765795156344992)), protected_tanh(yw))"
2,15,8,1.204959632494e-03,"-0.39865671013066184"
2,15,9,1.324465107201e-03,"sub(add(mul(yw, -0.006534441262504909), add(yw, -0.09420326740737117)), mul(0.407412012393744, yw))"
2,16,0,9.601275784924e-04,"sub(sub(sub(neg(protected_tanh(yw)), protected_tanh(add(sub(yw, yw), add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,16,1,9.687527328306e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,16,2,9.687527328306e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), yw), yw)"
2,16,3,9.687527521220e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), yw), yw)"
2,16,4,9.687527536444e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,16,5,9.690446117315e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,16,6,9.690446117346e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,16,7,9.926305694264e-04,"sub(sub(sub(neg(yw), protected_tanh(mul(yw, yw))), protected_tanh(yw)), yw)"
2,16,8,1.000543970432e-03,"sub(sub(neg(yw), yw), yw)"
2,16,9,1.001342460961e-03,"sub(sub(neg(yw), protected_tanh(yw)), yw)"
2,17,0,9.601279487189e-04,"sub(sub(sub(neg(protected_tanh(yw)), protected_tanh(add(sub(yw, yw), add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,17,1,9.687527328306e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,17,2,9.687527328306e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,17,3,9.687527370099e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,17,4,9.687527536444e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,17,5,9.690446069622e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,17,6,1.018163224114e-03,"sub(sub(sub(neg(add(sub(yw, yw), add(-0.3810212889854967, yw))), protected_tanh(yw)), yw), yw)"
2,17,7,1.030845689202e-03,"sub(protected_tanh(sub(-0.3687501701926067, 0.23258352088270606)), yw)"
2,17,8,1.316439275215e-03,"0.13880574814689162"
2,17,9,1.370100320216e-03,"yw"
2,18,0,9.601279487189e-04,"sub(sub(sub(neg(protected_tanh(yw)), protected_tanh(add(sub(yw, yw), add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,18,1,9.649366058861e-04,"sub(sub(sub(neg(yw), protected_tanh(add(0.17321832780604685, add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,18,2,9.687526708440e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,18,3,9.687527328306e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,18,4,9.687527483923e-04,"sub(sub(sub(neg(yw), yw), protected_tanh(yw)), yw)"
2,18,5,9.690446256832e-04,"sub(sub(sub(neg(protected_tanh(yw)), yw), protected_tanh(yw)), yw)"
2,18,6,9.690446257236e-04,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), yw)"
2,18,7,1.002213036056e-03,"sub(sub(sub(neg(yw), protected_tanh(yw)), protected_tanh(yw)), protected_tanh(sub(yw, yw)))"
2,18,8,1.015697147653e-03,"sub(sub(add(add(yw, -0.3551156265954599), sub(0.11538035825100301, yw)), protected_tanh(yw)), yw)"
2,18,9,1.124654390057e-03,"sub(neg(0.15314903527684698), yw)"
2,19,0,9.601279487078e-04,"sub(sub(sub(neg(protected_tanh(yw)), protected_tanh(add(sub(yw, yw), add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,19,1,9.601279487189e-04,"sub(sub(sub(neg(protected_tanh(yw)), protected_tanh(add(sub(yw, yw), add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,19,2,9.601279487189e-04,"sub(sub(sub(neg(protected_tanh(yw)), protected_tanh(add(sub(yw, yw), add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,19,3,9.601279487189e-04,"sub(sub(sub(neg(protected_tanh(yw)), protected_tanh(add(sub(yw, yw), add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,19,4,9.649364832326e-04,"sub(sub(sub(neg(yw), protected_tanh(add(0.17321832780604685, add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,19,5,9.649366058861e-04,"sub(sub(sub(neg(yw), protected_tanh(add(0.17321832780604685, add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,19,6,9.649366058861e-04,"sub(sub(sub(neg(yw), protected_tanh(add(0.17321832780604685, add(yw, 0.27881484209423446)))), protected_tanh(yw)), yw)"
2,19,7,9.690446260748e-04,"sub(sub(sub(neg(protected_tanh(yw)), yw), protected_tanh(yw)), yw)"
2,19,8,9.759323341203e-04,"sub(sub(sub(neg(yw), protected_tanh(add(0.17321832780604685, add(yw, 0.27881484209423446)))), protected_tanh(mul(0.027117955869192634, 0.03922888690244464))), yw)"
2,19,9,1.311584687311e-03,"sub(neg(0.15314903527684698), neg(0.26648604344249915))"
