seed,gen,rank,fitness,expr
1,0,0,9.584466533423e-04,"neg(yw)"
1,0,1,1.004060066684e-03,"sub(neg(0.1647435216084674), mul(yw, 0.16375780484398073))"
1,0,2,1.013138872757e-03,"mul(0.3955753946414917, protected_tanh(neg(yw)))"
1,0,3,1.021618519740e-03,"protected_tanh(-0.12947733335425327)"
1,0,4,1.027100008973e-03,"protected_tanh(neg(0.08900225798255168))"
1,0,5,1.038749532224e-03,"add(protected_tanh(sub(0.43916701894858656, yw)), mul(sub(yw, 0.4522444552911937), add(0.33757797566257286, yw)))"
1,0,6,1.039186781509e-03,"add(yw, neg(yw))"
1,0,7,1.094469882325e-03,"protected_tanh(yw)"
1,0,8,1.112829678208e-03,"add(protected_tanh(0.14715616531930265), yw)"
1,0,9,1.148391011621e-03,"add(0.2609624449125756, neg(add(-0.4716525234779937, -0.06723293209494663)))"
1,1,0,9.181553490792e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,1,1,9.433521131430e-04,"sub(neg(yw), mul(yw, 0.16375780484398073))"
1,1,2,9.584461258972e-04,"neg(yw)"
1,1,3,9.846591020258e-04,"add(yw, sub(-0.39123830755458666, yw))"
1,1,4,9.858178158788e-04,"sub(neg(0.1647435216084674), mul(yw, neg(-0.38580935430799)))"
1,1,5,1.004060323901e-03,"sub(neg(0.1647435216084674), mul(yw, 0.16375780484398073))"
1,1,6,1.031272723750e-03,"mul(0.3955753946414917, protected_tanh(neg(0.14820280456237434)))"
1,1,7,1.066745761634e-03,"mul(yw, yw)"
1,1,8,1.097996961611e-03,"yw"
1,1,9,1.121533151893e-03,"sub(neg(0.04470216357890444), sub(-0.27680421975332925, yw))"
1,2,0,9.181551180909e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,2,1,9.181552666030e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,2,2,9.285083779087e-04,"mul(add(sub(mul(-0.28697020361918624, yw), neg(0.41444463940257725)), yw), sub(-0.39123830755458666, yw))"
1,2,3,9.433521114088e-04,"sub(neg(yw), mul(yw, 0.16375780484398073))"
1,2,4,9.433521117124e-04,"sub(neg(yw), mul(yw, 0.16375780484398073))"
1,2,5,9.846592603285e-04,"add(yw, sub(-0.39123830755458666, yw))"
1,2,6,1.020955125109e-03,"add(yw, add(-0.4854400250751877, -0.2504407743465772))"
1,2,7,1.061204944216e-03,"mul(add(yw, yw), add(yw, -0.2504407743465772))"
1,2,8,1.100035420486e-03,"neg(protected_tanh(-0.48279980327676497))"
1,2,9,1.105085037776e-03,"neg(-0.4854400250751877)"
1,3,0,9.181551123507e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,1,9.181551166032e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,2,9.181551166032e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,3,9.181551180909e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,4,9.181557940816e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,3,5,9.294717918389e-04,"sub(neg(yw), mul(add(yw, yw), 0.16375780484398073))"
1,3,6,9.433521133150e-04,"sub(neg(yw), mul(yw, 0.16375780484398073))"
1,3,7,9.855830904314e-04,"-0.3848975015720727"
1,3,8,1.079705290456e-03,"mul(yw, protected_tanh(add(0.3967594152479079, yw)))"
1,3,9,1.149299355030e-03,"add(yw, sub(-0.39123830755458666, neg(add(yw, yw))))"
1,4,0,9.181551166032e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,1,9.181551167939e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,2,9.181551180909e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,3,9.181557940816e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,4,4,9.283064527259e-04,"sub(neg(sub(yw, -0.3007841017366857)), mul(yw, -0.2504407743465772))"
1,4,5,9.612461336848e-04,"mul(add(yw, yw), -0.4854400250751877)"
1,4,6,9.877690339073e-04,"mul(add(yw, mul(yw, -0.31318714978743245)), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,4,7,9.906590900846e-04,"mul(add(yw, yw), add(-0.4854400250751877, 0.16375780484398073))"
1,4,8,1.063382159483e-03,"mul(add(yw, add(-0.40951156130425237, -0.2504407743465772)), add(-0.4854400250751877, -0.2504407743465772))"
1,4,9,1.085690484291e-03,"mul(add(yw, yw), yw)"
1,5,0,9.181551166032e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,1,9.181551180909e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,2,9.181551191823e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,3,9.181551496742e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,4,9.181557940816e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,5,5,9.655054148200e-04,"mul(add(protected_tanh(yw), yw), -0.4854400250751877)"
1,5,6,1.036874815390e-03,"mul(add(yw, yw), add(protected_tanh(mul(yw, yw)), -0.2504407743465772))"
1,5,7,1.048530413844e-03,"mul(add(yw, yw), add(0.3210298411778232, -0.2504407743465772))"
1,5,8,1.087598637055e-03,"mul(-0.4854400250751877, add(-0.4854400250751877, -0.2504407743465772))"
1,5,9,1.090750155044e-03,"mul(add(yw, yw), add(add(yw, yw), -0.2504407743465772))"
1,6,0,8.851587569115e-04,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,6,1,9.181551166032e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,2,9.181551180909e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,3,9.181553829455e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,4,9.181559238154e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,5,1.039186466597e-03,"mul(add(yw, yw), mul(sub(yw, yw), protected_tanh(-0.34053226924216895)))"
1,6,6,1.039186781383e-03,"mul(add(neg(yw), yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,7,1.072124790610e-03,"mul(add(mul(sub(0.0945778048409015, yw), protected_tanh(-0.32372410479352465)), yw), yw)"
1,6,8,1.072390501802e-03,"mul(add(add(-0.4854400250751877, -0.2504407743465772), yw), add(-0.4854400250751877, -0.2504407743465772))"
1,6,9,1.088039778720e-03,"mul(add(yw, yw), protected_tanh(0.430107881773361))"
1,7,0,8.851587569115e-04,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,7,1,8.851587602348e-04,"mul(add(yw, yw), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,7,2,9.181551137798e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,7,3,9.181551166032e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,7,4,9.181553492326e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.2504407743465772))"
1,7,5,9.594826633023e-04,"mul(add(yw, yw), add(-0.4854400250751877, -0.009190720170985656))"
1,7,6,9.953802122722e-04,"mul(add(yw, yw), -0.29339418431481534)"
1,7,7,1.033785486662e-03,"mul(add(yw, neg(protected_tanh(yw))), add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772))"
1,7,8,1.042841813149e-03,"mul(add(yw, yw), add(-0.2223275657876107, 0.24957681118975672))"
1,7,9,1.052668639704e-03,"mul(add(add(add(-0.4854400250751877, -0.2504407743465772), -0.2504407743465772), yw), -0.18886434595481993)"
