elvol_aux_var,id,x,y,yw_aux_var,z
0.00062500000000132,128,0.012499999999978,0.012500000000049,0.012500000000049,0
0.00062500000000147,129,0.01249999999998,0.037500000000147,0.01249999999998,0
0.0006250000000016,130,0.012499999999983,0.062500000000244,0.012499999999983,0
0.00062500000000172,131,0.012499999999986,0.087500000000341,0.012499999999986,0
0.00062500000000186,132,0.012499999999989,0.11250000000044,0.012499999999989,0
0.000625000000002,133,0.012499999999992,0.13750000000053,0.012499999999992,0
0.00062500000000214,134,0.012499999999995,0.16250000000063,0.012499999999995,0
0.00062500000000229,135,0.012499999999997,0.18750000000073,0.012499999999997,0
0.00062500000000242,136,0.0125,0.21250000000082,0.0125,0
0.00062500000000231,137,0.012500000000003,0.23750000000092,0.012500000000003,0
0.00062499999999646,138,0.012500000000006,0.26250000000088,0.012500000000006,0
0.00062499999999634,139,0.012500000000009,0.28750000000072,0.012500000000009,0
0.00062499999999648,140,0.012500000000011,0.31250000000056,0.012500000000011,0
0.00062499999999663,141,0.012500000000014,0.3375000000004,0.012500000000014,0
0.00062499999999677,142,0.012500000000017,0.36250000000023,0.012500000000017,0
0.0006249999999969,143,0.01250000000002,0.38750000000007,0.01250000000002,0
0.00062499999999705,144,0.012500000000023,0.41249999999991,0.012500000000023,0
0.00062500000000051,145,0.012500000000025,0.43749999999981,0.012500000000025,0
0.00062500000000398,146,0.012500000000028,0.46249999999985,0.012500000000028,0
0.00062500000000412,147,0.012500000000031,0.48749999999995,0.012500000000031,0
0.00062499999999911,605,0.012500000000033,0.93750000000011,0.012500000000033,0
0.00062499999999993,606,0.012500000000033,0.96250000000003,0.012500000000033,0
0.00062500000000285,456,0.012500000000033,0.51250000000002,0.012500000000033,0
0.0006250000000023,457,0.012500000000033,0.53750000000006,0.012500000000033,0
0.00062500000000235,458,0.012500000000033,0.56250000000009,0.012500000000033,0
0.00062500000000298,459,0.012500000000033,0.58750000000013,0.012500000000033,0
0.00062500000000298,460,0.012500000000033,0.61250000000019,0.012500000000033,0
0.00062500000000036,461,0.012500000000033,0.63750000000019,0.012500000000033,0
0.00062499999999932,462,0.012500000000033,0.66250000000012,0.012500000000033,0
0.00062499999999987,463,0.012500000000033,0.68750000000004,0.012500000000033,0
0.00062500000000146,596,0.012500000000033,0.7125,0.012500000000033,0
0.00062500000000242,597,0.012500000000033,0.73750000000001,0.012500000000033,0
0.00062500000000342,598,0.012500000000033,0.76250000000006,0.012500000000033,0
0.000625000000003,599,0.012500000000033,0.78750000000012,0.012500000000033,0
0.00062500000000163,600,0.012500000000033,0.81250000000015,0.012500000000033,0
0.00062500000000181,601,0.012500000000033,0.83750000000016,0.012500000000033,0
0.00062500000000181,602,0.012500000000033,0.86250000000016,0.012500000000033,0
0.00062500000000162,603,0.012500000000033,0.88750000000017,0.012500000000033,0
0.00062500000000151,604,0.012500000000033,0.91250000000016,0.012500000000033,0
0.00062500000000179,607,0.012500000000033,0.9875,0.012500000000003,0
0.0006250000000008,148,0.037499999999929,0.012500000000042,0.012500000000042,0
0.00062500000000097,149,0.037499999999938,0.037500000000128,0.037499999999938,0
