eddy_viscosity_aux_var,id,u,v,x,y,z
1.5315112712324e-05,0,0.0091951482763081,0.0021099841060737,-10.320806131839,0.015630578406,0
3.5800071319502e-05,1,0.0020018047051729,0.012713567465475,-10.320706058195,0.046891603504968,0
5.6549504693206e-05,2,0.00012163629556346,0.027211320614724,-10.320515964883,0.078152234193144,0
7.5504689165598e-05,3,-0.0001013665990713,0.041447737298698,-10.320235853425,0.10941220935795,0
9.3644645350392e-05,4,1.6514591843663e-05,0.054674014737247,-10.319865726121,0.14067126595026,0
0.00011099104247492,5,0.00027148395480201,0.066818345560598,-10.319405586048,0.17192914034544,0
0.00012730981958495,6,0.00061544241186712,0.077875576844582,-10.318855437022,0.2031855710442,0
0.00014246898314336,7,0.001022412324933,0.087875267454197,-10.318215283621,0.23444029630829,0
0.0001564213492507,8,0.0014827085833497,0.096867670974404,-10.317485131205,0.26569305333659,0
0.00016915869771518,9,0.001992154773987,0.10490675186708,-10.316664985919,0.29694357877994,0
0.00018069353448717,10,0.002545676171844,0.11204381132293,-10.315754854659,0.32819161010258,0
0.00019105142367065,11,0.0031361583809193,0.11832696090237,-10.314754745039,0.35943688626655,0
0.00020026654055859,12,0.0037548520584214,0.12380234525985,-10.313664665465,0.39067914509589,0
0.00020838052788882,13,0.0043916287516141,0.12851679441814,-10.312484625187,0.42191812240742,0
0.00021543825904231,14,0.0050352826031785,0.13251446994884,-10.311214634149,0.45315355610273,0
0.00022144236411906,15,0.0056759210688876,0.13580945154159,-10.309854703011,0.48438518526084,0
0.00022689767887652,12928,0.0062857533006075,0.13864551123432,-10.308393078428,0.51564643511277,0
0.00023173130255208,12929,0.0069319792048591,0.14095870663759,-10.306829575991,0.54693703296892,0
0.00023568136677705,12930,0.0075680447664264,0.14270102446374,-10.305175776912,0.57822301796035,0
0.00023880556042591,12931,0.0081767172005354,0.14390987684096,-10.303431695059,0.60950412620468,0
0.00024115925173721,12932,0.0087556115589585,0.14462783293094,-10.301597345068,0.64078009391368,0
0.000242788625895,12933,0.0093026317659647,0.14489360582997,-10.299672742342,0.67205065737441,0
0.00024373906411933,12934,0.0098150623740321,0.14474394064962,-10.297657903061,0.7033155528666,0
0.00058031310070427,16,-0.020386812575017,0.014580991166325,-10.295796647584,0.01563043719319,0
0.00063714157255108,17,-0.033222632712935,0.035657302363791,-10.295678746525,0.046891183201047,0
