id,u,v,x,y,z
0,-0.081250293860053,0.073751907351518,-10.282906831933,0.062520202861361,0
1,-0.062799275328064,0.15537295167391,-10.281360408514,0.18755252698988,0
2,-0.045954338942203,0.22816930811634,-10.278428601485,0.31256060937292,0
3,-0.031872766875202,0.29114239691752,-10.274111787829,0.43752829324441,0
808,-0.019942986399154,0.34281784654205,-10.26824147234,0.56256899915995,0
809,-0.0088418306290537,0.38445579478031,-10.260815383854,0.6876663884244,0
810,0.0016049592507709,0.41751516454587,-10.252000503782,0.81267450665203,0
811,0.011165111634115,0.44294909404874,-10.241797970564,0.93757712538758,0
1168,0.029970916442159,0.47283424711582,-10.222383015916,1.1310223346639,0
1169,0.047043504835203,0.4791292615969,-10.191217733667,1.3926820757393,0
4,-0.24564581958262,0.041921243879811,-10.182782441094,0.062518076454915,0
5,-0.22137427652575,0.10977284544249,-10.181060164761,0.18754699846467,0
6,-0.19242320015011,0.17098482726502,-10.178098334674,0.31255423049161,0
7,-0.16377064829947,0.22501301393248,-10.17389728813,0.43752531648186,0
812,-0.13732181018836,0.27004250495072,-10.167966279889,0.56256173798523,0
813,-0.11278218908562,0.30695349570974,-10.160303277857,0.68764887616922,0
1170,0.062036524682035,0.47550936967013,-10.153600092274,1.653492402997,0
814,-0.090353753260163,0.33644871664979,-10.151397672827,0.81265614026762,0
815,-0.069816544938101,0.35938065460375,-10.141250483404,0.93756901008363,0
1196,-0.034150647076575,0.38453386891261,-10.121936343542,1.1296147877868,0
1171,0.074431559103773,0.46494843831779,-10.109553035741,1.9132942290938,0
1197,-0.0041237600741617,0.39002319604095,-10.090883155076,1.3884613386396,0
8,-0.33137435364957,0.031480663531781,-10.082658050254,0.062515950048468,0
9,-0.30492440212704,0.086501002913796,-10.080759921009,0.18754146993946,0
10,-0.27082212921779,0.13709988542874,-10.077768067862,0.31254785161029,0
11,-0.23600766773669,0.18238822103007,-10.073682788431,0.4375223397193,0
816,-0.20340192675667,0.2201576081595,-10.067691087438,0.5625544768105,0
817,-0.17289350055089,0.25112943478697,-10.05979117186,0.68763136391404,0
1172,0.084752610406607,0.44990122917889,-10.059103430117,2.1719290807621,0
1198,0.01989984474778,0.3870363735984,-10.053455153364,1.646463339496,0
818,-0.14484494841543,0.27557669188034,-10.050794841872,0.81263777388321,0
819,-0.11884789412779,0.29412136125391,-10.040702996243,0.93756089477968,0
1224,-0.074611582787429,0.31340262347393,-10.021489671169,1.1282072409097,0
1199,0.038357853857022,0.37784149259137,-10.00967510604,1.9034638139782,0
1173,0.093527051685228,0.43263429059761,-10.002282046873,2.4292391968799,0
1225,-0.038051120625963,0.31682472227951,-9.9905485764853,1.3842406015399,0
12,-0.41321593863376,0.025824832725735,-9.9825336594139,0.062513823642021,0
13,-0.38421656126002,0.070557833161833,-9.9804596772565,0.18753594141425,0
14,-0.34512315363456,0.11207551837425,-9.9774378010507,0.31254147272898,0
15,-0.30414070642738,0.14969276758851,-9.9734682887316,0.43751936295675,0
820,-0.26508311351664,0.18078803905569,-9.9674158949871,0.56254721563578,0
1200,0.052621610927528,0.36472290984467,-9.9595696459196,2.1593063938257,0
821,-0.22819207056757,0.20619364883678,-9.9592790658634,0.68761385165886,0
