id,x,y,z,yw,elvol,h_cell,eta_h
1599,-3.4600000000000000e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1600,-3.4199999999999999e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1624,-3.4199999999999999e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1625,-3.3799999999999999e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1649,-3.3799999999999999e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1650,-3.3399999999999999e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1674,-3.3399999999999999e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1675,-3.2999999999999998e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1699,-3.2999999999999998e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1700,-3.2599999999999998e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1724,-3.2599999999999998e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1725,-3.2200000000000002e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1749,-3.2200000000000002e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1750,-3.1800000000000002e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1774,-3.1800000000000002e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1775,-3.1400000000000001e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1799,-3.1400000000000001e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1800,-3.1000000000000001e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1824,-3.1000000000000001e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1849,-3.0600000000000001e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1825,-3.0600000000000001e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1850,-3.0200000000000000e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1874,-3.0200000000000000e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1875,-2.9800000000000000e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1899,-2.9800000000000000e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1924,-2.9399999999999999e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1900,-2.9399999999999999e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1949,-2.8999999999999999e+00,9.7999999999999998e-01,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1925,-2.8999999999999999e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
1950,-2.8599999999999999e+00,2.0000000000000000e-02,0.0000000000000000e+00,2.0000000000000000e-02,1.6000000000000001e-03,4.0000000000000001e-02,4.0816326530612249e-02
