case,elv_file,wall_cells_file,n_total_cells,n_wall_cells,threshold,yw_min,yw_max,L_outer,yw_wall_min,yw_wall_mean,yw_wall_median,yw_wall_max,h_wall_min,h_wall_mean,h_wall_median,h_wall_max,eta_h_wall_min,eta_h_wall_mean,eta_h_wall_median,eta_h_wall_max,largest_yw_below_threshold,smallest_yw_above_threshold,gap_ratio_next_over_wall
backward,/homes/aiskhak/projects/GP/1_mixing_length/backward/bfs_2d_fv_csv_elv_0051.csv,/homes/aiskhak/projects/GP/3_wall_cells/backward/wall_cells.csv,43750,1924,0.02990697562442582,0.019999999999999,0.98,0.98,0.019999999999999,0.019999999999999997,0.02,0.02,0.03999999999999875,0.040000000000000153,0.04,0.04000000000000125,0.04081632653061097,0.0408163265306124,0.04081632653061225,0.04081632653061352,0.02,0.04472135955,2.2360679775
