id,mixing_length_aux_var,mu_eff_out,mu_t_out,pressure,u,v,x,y,z
0,0.0051246082954284,0.00032904050168523,0.00016133970168523,0.57489512090376,-0.016718704092821,0.037038641108884,-10.320806131839,0.015630578406,0
1,0.0051282629350816,0.00033719366813154,0.00016949286813154,0.57231964152598,-0.016180038552025,0.088380623972378,-10.320706058195,0.046891603504968,0
2,0.0051314504095124,0.00036447069245575,0.00019676989245575,0.56605689598278,-0.015938966010614,0.13822450471264,-10.320515964883,0.078152234193144,0
3,0.0051341707129354,0.00039950269150904,0.00023180189150904,0.55605917088141,-0.015702571791893,0.18668008276829,-10.320235853425,0.10941220935795,0
4,0.0051364238698334,0.00043748858181226,0.00026978778181226,0.54289177282177,-0.015189578593387,0.23276449278119,-10.319865726121,0.14067126595026,0
5,0.0051382098914785,0.0004760015908118,0.0003083007908118,0.52718681365525,-0.014276494265019,0.2760908511653,-10.319405586048,0.17192914034544,0
6,0.0051395287978435,0.00051377303291379,0.00034607223291379,0.50948952224392,-0.012948561382077,0.31660586374402,-10.318855437022,0.2031855710442,0
7,0.0051403806096463,0.00055013316125094,0.00038243236125094,0.49026367361203,-0.01124161588029,0.35436414211521,-10.318215283621,0.23444029630829,0
8,0.0051407653579483,0.00058472709386197,0.00041702629386197,0.4699115185736,-0.0092057712472225,0.38945111100622,-10.317485131205,0.26569305333659,0
9,0.0051406830784368,0.00061737229462632,0.00044967149462632,0.44878225160072,-0.0068907554512923,0.42196446544407,-10.316664985919,0.29694357877994,0
10,0.0051401338148536,0.00064798492873918,0.00048028412873918,0.42717653328362,-0.004342046971304,0.45200763591103,-10.315754854659,0.32819161010258,0
11,0.0051391175746967,0.00067653956043733,0.00050883876043733,0.40535149320042,-0.0016004087533257,0.47968517446365,-10.314754745039,0.35943688626655,0
12,0.0051376344163229,0.00070304589963407,0.00053534509963407,0.38352602688649,0.0012977855817726,0.50509976909085,-10.313664665465,0.39067914509589,0
13,0.0051356844099242,0.00072753427217957,0.00055983347217957,0.36188556244301,0.0043197225305928,0.52835138218996,-10.312484625187,0.42191812240742,0
14,0.0051332675966323,0.00075004780686829,0.00058234700686829,0.34058557267615,0.0074328106768788,0.54954092313469,-10.311214634149,0.45315355610273,0
15,0.0051303840030428,0.00077066128563876,0.00060296048563876,0.31974944696407,0.010593974457974,0.56876186396003,-10.309854703011,0.48438518526084,0
12928,0.0051311531001543,0.0007899901959072,0.0006222893959072,0.29945245928001,0.01379012240333,0.58617889928581,-10.308393078428,0.51564643511277,0
