id,mixing_length_aux_var,mu_eff_out,mu_t_out,pressure,u,v,x,y,z
0,0.010247965695381,0.00084479831375704,0.00067709751375704,0.52780862183336,-0.073318164560039,0.076113378511136,-10.308224675849,0.031260885553413,0
1,0.010260715752706,0.00082763517915235,0.00065993437915235,0.517274640065,-0.060146394989386,0.16836645945103,-10.307828942292,0.093781620016386,0
2,0.01026972872678,0.00088030684321092,0.00071260604321092,0.49488892694973,-0.048496429789006,0.25318488977577,-10.307077700108,0.15629924365789,0
3,0.010275004872556,0.00095998081715501,0.00079228001715501,0.46314465597945,-0.039015372939668,0.32994862673124,-10.305970973474,0.21881168385313,0
4,0.010276544568151,0.0010485321323327,0.00088083133233272,0.42601324678469,-0.030823756541185,0.39719281128381,-10.304508798655,0.28131686812124,0
5,0.010274348308422,0.001135879606006,0.00096817880600599,0.38655316321711,-0.023118321635113,0.45520373798539,-10.302691224025,0.34381272289808,0
6,0.010268416781807,0.0012168336405113,0.0010491328405113,0.34674180138788,-0.015514669017089,0.50487450934358,-10.300518310036,0.40629717572198,0
7,0.010258750672982,0.0012891439622162,0.0011214431622162,0.30788491681534,-0.0079472281955561,0.54712278203267,-10.297990129232,0.46876815428693,0
3232,0.010261826495045,0.0013539177095621,0.0011862169095621,0.2707610670396,-0.00050407237165609,0.58261416841135,-10.295062898001,0.53129009997189,0
3233,0.010277718702421,0.001410870686066,0.001243169886066,0.23597788912177,0.0069337839771837,0.61210769044074,-10.291735936504,0.59386089842553,0
3234,0.01028986311999,0.0014584136508928,0.0012907128508928,0.20403440477242,0.014281580054323,0.63609032383226,-10.288052445609,0.65641191608369,0
3235,0.010298260999546,0.0014970232120727,0.0013293224120727,0.17514684347233,0.021467131321855,0.65512243660139,-10.284012547006,0.71894106966461,0
3236,0.01030291372429,0.0015273626585832,0.0013596618585832,0.14934609594181,0.02842420622721,0.66976265260026,-10.279616374571,0.78144627646687,0
3237,0.010303822826933,0.0015502056788959,0.0013825048788959,0.126539849073,0.035095459358082,0.68055091345663,-10.27486407434,0.84392545464588,0
3238,0.010300989994125,0.0015662937070359,0.0013985929070359,0.10654283453982,0.041455961664936,0.68803735925375,-10.269755804553,0.90637652286051,0
3239,0.01029441707299,0.001578095986496,0.001410395186496,0.089048016279126,0.047344399594589,0.69268674166691,-10.264291735617,0.96879740064694,0
8,0.030771928705655,0.0049523462879117,0.0047846454879117,0.48599125771506,-0.26817558791465,0.047269412124386,-10.25818901942,0.031260327371189,0
9,0.030810177919142,0.0047744997729361,0.0046067989729361,0.47839140747076,-0.2490746312977,0.12737519800848,-10.257731092043,0.093779998630938,0
10,0.030837214946237,0.0045469719288467,0.0043792711288467,0.46001608423703,-0.22601686019711,0.20204259555164,-10.256935887251,0.15629671859853,0
11,0.030853040539913,0.004283385441109,0.004115684641109,0.43257417236154,-0.20268157350367,0.27075983242924,-10.25580342798,0.21880852093761,0
4672,0.010256647027285,0.0015751379468189,0.0014074371468189,0.06494392582066,0.058083036495244,0.69377190541767,-10.254888449118,1.06573028766,0
12,0.030857655833201,0.0040080816285748,0.0038403808285748,0.39940657854185,-0.18015342931226,0.33234074883637,-10.254333748637,0.28131343944838,0
13,0.03085106234384,0.0037395500411705,0.0035718492411705,0.36334747410094,-0.1586474995775,0.38662898021189,-10.252526895114,0.34380950690332,0
14,0.030833261978875,0.0034869860969141,0.0033192852969141,0.32640514398569,-0.13819529604456,0.43398688215819,-10.250382924763,0.40629475712086,0
15,0.030804257042115,0.0032526703926534,0.0030849695926534,0.28998433632533,-0.11886256199004,0.47500911155222,-10.247901906408,0.46876722406709,0
3240,0.030813599293885,0.0030471185198326,0.0028794177198326,0.25484791121433,-0.10086944640135,0.50974498797178,-10.244959484557,0.53128804443487,0
3241,0.030861267393493,0.0028661604704334,0.0026984596704334,0.22178776163585,-0.08389044429731,0.53895754729662,-10.241555014235,0.59385521230115,0
4673,0.010254906885353,0.0015563155845088,0.0013886147845088,0.045361583029133,0.067543191529632,0.68323359122883,-10.240912359708,1.1971044770432,0
3242,0.030897691155973,0.0027030403180884,0.0025353395180884,0.19133991477684,-0.067917156098166,0.56308218133538,-10.237812298074,0.65640361377171,0
3243,0.030922874309065,0.0025575116338175,0.0023898108338175,0.16375344877208,-0.052952196225421,0.58259777950618,-10.233731451524,0.71893127239977,0
3244,0.030936821000566,0.0024290579124935,0.0022613571124935,0.13909072286047,-0.039001350232633,0.59799529484118,-10.229312601593,0.78143621228909,0
4674,0.010253198092991,0.0015284696559621,0.0013607688559621,0.032388740150738,0.075998069888109,0.66754730987986,-10.225314516881,1.3282960056252,0
3245,0.030939535812705,0.0023169672466631,0.0021492664466631,0.11728387257243,-0.026075521207078,0.60975842972309,-10.224555886831,0.84391645835635,0
3246,0.030931023779714,0.0022203299324838,0.0020526291324838,0.098162770465923,-0.014162651040957,0.61836843234542,-10.219461457362,0.90637003599587,0
3247,0.0309112904053,0.0021205623424307,0.0019528615424307,0.081486681583917,-0.0031929467988076,0.62439720115222,-10.214029474854,0.96879497143428,0
16,0.045,0.0075962981492663,0.0074285973492663,0.43435285532675,-0.37066074287571,0.037420728315752,-10.208153362991,0.031259769188965,0
4675,0.010251520662886,0.0014947233225206,0.0013270225225206,0.023407518737212,0.083249665276853,0.64886674849413,-10.208097300597,1.4592848548731,0
17,0.045,0.0073732930378286,0.0072055922378286,0.428253926647,-0.35029993122668,0.10505678589233,-10.207633241794,0.093778377245491,0
18,0.045,0.007085739476191,0.006918038676191,0.4128325019947,-0.32350404830653,0.16918709006752,-10.206794074394,0.15629419353917,0
19,0.045,0.0067467901523434,0.0065790893523434,0.38943432397892,-0.29539520490064,0.22883427840904,-10.205635882487,0.21880535802208,0
4728,0.030895236604372,0.0019878897730347,0.0018201889730347,0.058834814758603,0.015934895736401,0.62805090746862,-10.204653525076,1.0653783150175,0
20,0.045,0.0063861683124503,0.0062184675124503,0.36067983584051,-0.26767509281361,0.28282671315448,-10.204158698619,0.28131001077552,0
21,0.045,0.0060289426643403,0.0058612418643403,0.32889993240674,-0.24084166815789,0.33080387844598,-10.202362566203,0.34380629090857,0
22,0.045,0.0056905933918115,0.0055228925918115,0.29589314520915,-0.21506724713888,0.37285874168047,-10.20024753949,0.40629233851975,0
23,0.045,0.0053754393872415,0.0052077385872415,0.26302326345685,-0.1905205112608,0.40939892610563,-10.197813683584,0.46876629384725,0
3248,0.045,0.005090738946521,0.004923038146521,0.23095036871706,-0.16759391339556,0.44010792660006,-10.194856071114,0.53128598889786,0
3249,0.045,0.0048333659589112,0.0046656651589112,0.20061271592205,-0.1458798340515,0.46575789096404,-10.191374091967,0.59384952617677,0
4729,0.030890035359109,0.0018767321088912,0.0017090313088912,0.040302375727988,0.0323842872597,0.62095212749186,-10.190695756632,1.1960487309621,0
4676,0.010249874616985,0.0014571955119708,0.0012894947119708,0.01738305778336,0.089415212216722,0.62818661736287,-10.189263337954,1.5900510368444,0
3250,0.045,0.0046114900970908,0.0044437892970908,0.17257035079427,-0.12542214701179,0.48675320443006,-10.187572150539,0.65639531145973,0
3251,0.045,0.0044255045949432,0.0042578037949432,0.14710343981866,-0.10626683772394,0.50351150428741,-10.183450356041,0.71892147513493,0
3252,0.045,0.0042746985628239,0.0041069977628239,0.12431253503447,-0.088452977529758,0.51646846231665,-10.179008828615,0.78142614811131,0
4730,0.030884927827348,0.0017766495185682,0.0016089487185682,0.028103141038928,0.046444027242146,0.60910150644014,-10.175125940978,1.3265368959011,0
3253,0.045,0.0041570194090358,0.0039893186090358,0.10417124206074,-0.072017841299047,0.52604696691043,-10.174247699322,0.84390746206683,0
3254,0.045,0.0040676936647214,0.0038999928647214,0.086565577462217,-0.056942145592001,0.5326459974697,-10.169167110171,0.90636354913123,0
4677,0.010248259966863,0.0014176358844344,0.0012499350844344,0.013439178101563,0.094693251165297,0.60639803804751,-10.168815502925,1.7205745964547,0
3255,0.045,0.0039623460639006,0.0037946452639006,0.071373521682272,-0.043015720401079,0.53678202469153,-10.163767214092,0.96879254222161,0
24,0.045,0.0068790205884556,0.0067113197884556,0.39416700986458,-0.47093207571243,0.03172638416799,-10.158117706561,0.031259211006741,0
4731,0.030879914053347,0.0016912697131799,0.0015235689131799,0.019781578445804,0.058153714439471,0.59454616760721,-10.157946450619,1.4568229234762,0
25,0.045,0.0066796885575304,0.0065119877575304,0.38827535440442,-0.44884691984677,0.088999116634727,-10.157535391544,0.093776755860044,0
26,0.045,0.0064266533551994,0.0062589525551994,0.37428522723294,-0.41823116500708,0.14390461666323,-10.156652261536,0.1562916684798,0
27,0.045,0.006112273870028,0.005944573070028,0.35331756687865,-0.38509566750154,0.1954417817859,-10.155468336993,0.21880219510656,0
4784,0.045,0.0038702942742081,0.0037025934742081,0.051091082030558,-0.019000623603791,0.53785438453181,-10.154418601035,1.0650263423749,0
28,0.045,0.0057658279112104,0.0055981271112104,0.3275026629671,-0.35171481590553,0.24245978396977,-10.153983648601,0.28130658210266,0
29,0.045,0.0054148476119215,0.0052471468119215,0.29878133791461,-0.31897644626128,0.2844856965112,-10.152198237291,0.34380307491382,0
30,0.045,0.0050785359655518,0.0049108351655518,0.26874311733741,-0.28729006308498,0.32143780116935,-10.150112154217,0.40628991991863,0
31,0.045,0.0047621343949581,0.0045944335949581,0.23867695428315,-0.25698445760909,0.35364129147344,-10.14772546076,0.46876536362741,0
4678,0.0102466767312,0.0013774394603855,0.0012097386603855,0.010833888853304,0.099237297956556,0.58421354561633,-10.14675691556,1.8508356169423,0
3256,0.045,0.0044765955798921,0.0043088947798921,0.20912783815987,-0.22866688879646,0.38040314677432,-10.14475265767,0.53128393336084,0
3257,0.045,0.0042204896878198,0.0040527888878198,0.18109537362387,-0.20186335227821,0.40256321735724,-10.141193169697,0.59384384005238,0
4785,0.045,0.0038264435496204,0.0036587427496204,0.034157145810656,0.0013319024442619,0.52945266497521,-10.140479153556,1.194992984881,0
4732,0.030874994083491,0.0016122248107227,0.0014445240107227,0.014272916690632,0.067883270668255,0.57823466982919,-10.139159903413,1.5868869578442,0
3258,0.045,0.0040035782677594,0.0038358774677594,0.15514752063154,-0.17664402220771,0.42047716661018,-10.137332003004,0.65638700914776,0
3259,0.045,0.0038268428665622,0.0036591420665622,0.13157303721383,-0.1530852724688,0.43452188458769,-10.133169260558,0.71891167787008,0
3260,0.045,0.0036894592435891,0.0035217584435891,0.11049189241423,-0.13124396768048,0.44509243139887,-10.128705055637,0.78141608393353,0
4786,0.045,0.0037679781950948,0.0036002773950948,0.0231495069568,0.018157194724752,0.51698968017041,-10.124937365075,1.324777786177,0
3261,0.045,0.0035884758402796,0.0034207750402796,0.091907038000261,-0.11116365267501,0.45256509796061,-10.123939511814,0.8438984657773,0
4679,0.010245124919443,0.0013375128850239,0.0011698120850239,0.0090640031754583,0.10315436087166,0.56209157677474,-10.123090941754,1.9808142213325,0
3262,0.045,0.0035167690354161,0.0033490682354161,0.075744257553129,-0.092800630388904,0.4572966048427,-10.11887276298,0.90635706226659,0
4733,0.030870167966149,0.0015356600926894,0.0013679592926894,0.010723603319062,0.076052727201243,0.56099664247969,-10.118769162299,1.7167091759266,0
3263,0.045,0.0034234804985232,0.0032557796985232,0.061911274723497,-0.075844577566878,0.45980546431857,-10.113504953329,0.96879011300895,0
32,0.045,0.0059743749122451,0.0058066741122451,0.35824775309305,-0.56012636643078,0.027470189377503,-10.108082050132,0.031258652824517,0
4787,0.045,0.0037151876658844,0.0035474868658844,0.015797006771488,0.031803878603226,0.5025132637807,-10.107795600642,1.4543609920793,0
33,0.045,0.0057926112782809,0.0056249104782809,0.35250587267746,-0.53652245543311,0.076115877955543,-10.107437541295,0.093775134474596,0
34,0.045,0.0055838349618332,0.0054161341618332,0.33954985476908,-0.50280796036832,0.12301096701408,-10.106510448678,0.15628914342044,0
35,0.045,0.005316269197265,0.005148568397265,0.32044193133758,-0.46555019846877,0.16721382569025,-10.105300791499,0.21879903219104,0
4840,0.045,0.0033773015647574,0.0032096007647574,0.043573111001709,-0.046810767304037,0.4588998475275,-10.104183676994,1.0646743697323,0
36,0.045,0.0050132285205358,0.0048455277205358,0.29698499426396,-0.42739535803637,0.20769621608439,-10.103808598582,0.2813031534298,0
37,0.045,0.0046992546847531,0.0045315538847531,0.27083434549529,-0.38955129248395,0.24397024735825,-10.10203390838,0.34379985891906,0
38,0.045,0.0043939791997797,0.0042262783997797,0.24339562372982,-0.35265584878841,0.2758539915094,-10.099976768943,0.40628750131751,0
4680,0.010243604550261,0.0012983788795221,0.0011306780795221,0.0078231952106654,0.10652382588508,0.54029800848467,-10.097821192804,2.1104905750017,0
39,0.045,0.0041014284493887,0.0039337276493887,0.21586864057591,-0.3171985118383,0.3036563169568,-10.097637237936,0.46876443340757,0
4734,0.030865435745152,0.0014599123000999,0.0012922115000999,0.0084295711035126,0.083000177471728,0.54349338752025,-10.096777334523,1.8462697927374,0
3264,0.045,0.0038354285861773,0.0036677277861773,0.18867722050708,-0.28395169842108,0.3263478886667,-10.094649244226,0.53128187782382,0
3265,0.045,0.003596216134235,0.003428515334235,0.16283286765373,-0.25245110057769,0.34488087347664,-10.091012247429,0.593838153928,0
4841,0.045,0.0034044672769961,0.0032367664769961,0.02830113336721,-0.023023058112236,0.44968654819137,-10.09026255048,1.1939372387999,0
4788,0.045,0.0036552087854497,0.0034875079854497,0.011031905895365,0.042862660068993,0.48693871023411,-10.089056468872,1.583722878844,0
3266,0.045,0.003395822825711,0.003228122025711,0.1389147611516,-0.22282512643766,0.35952160142704,-10.087091855469,0.65637870683578,0
3267,0.045,0.0032368591733225,0.0030691583733225,0.11720565784484,-0.19518828730842,0.37060501805678,-10.082888165075,0.71890188060524,0
3268,0.045,0.0031194761320847,0.0029517753320847,0.097829990503487,-0.16961771507354,0.37848530482724,-10.078401282659,0.78140601975576,0
4842,0.045,0.0033929591455403,0.0032252583455403,0.018555579507095,-0.0039165349648438,0.43720391559726,-10.074748789172,1.3230186764529,0
3269,0.045,0.0030411410468125,0.0028734402468125,0.080806121042626,-0.14616279156339,0.38349809046642,-10.073631324305,0.84388946948777,0
4735,0.030860797462062,0.001384265048948,0.001216564248948,0.0069134548061735,0.088979216857103,0.52614538320639,-10.073187771406,1.9755490628482,0
4681,0.010242115636663,0.0012603251093632,0.0010926243093632,0.0069258229281679,0.10940710636759,0.51898316577443,-10.070951524611,2.2398448902349,0
4789,0.045,0.0035847973904298,0.0034170965904298,0.0080356379736916,0.051929103920191,0.47099570481455,-10.068722821673,1.7128437553985,0
3270,0.045,0.0029947196400751,0.0028270188400751,0.066077967914544,-0.12476269021006,0.38598022459387,-10.068578415789,0.90635057540195,0
3271,0.045,0.0029260469759514,0.0027583461759514,0.053548346412266,-0.10507458578542,0.38647911448627,-10.063242692567,0.96878768379628,0
40,0.045,0.005127772606665,0.004960071806665,0.32198721872682,-0.63484238263977,0.023877229148666,-10.058046393703,0.031258094642293,0
4843,0.045,0.0033766519643808,0.0032089511643808,0.012195688635901,0.011237310081679,0.42341628665365,-10.057644750665,1.4518990606825,0
41,0.045,0.0049626220866727,0.0047949212866727,0.31660218542911,-0.60982759564527,0.065309855965155,-10.057339691046,0.093773513089149,0
42,0.045,0.0047924658461848,0.0046247650461848,0.30473679832343,-0.57358202971614,0.10545582547868,-10.056368635821,0.15628661836108,0
43,0.045,0.0045648103694666,0.0043971095694666,0.28744829066886,-0.53300033675621,0.14335741592842,-10.055133246005,0.21879586927552,0
4896,0.045,0.0029478181460489,0.0027801173460489,0.03700398170186,-0.071938227680699,0.38276506705765,-10.053948752953,1.0643223970898,0
44,0.045,0.0042991549322781,0.0041314541322781,0.26628132199212,-0.4909319912041,0.17813084743278,-10.053633548564,0.28129972475695,0
45,0.045,0.0040165398002954,0.0038488390002954,0.24265934224591,-0.44881429408753,0.20931203258249,-10.051869579469,0.34379664292431,0
46,0.045,0.0037361577843666,0.0035684569843666,0.21781959406054,-0.40747756156508,0.23665640864525,-10.049841383671,0.4062850827164,0
4736,0.03085625315994,0.0013084769699956,0.0011407761699956,0.0058843549399702,0.094181878967314,0.50918973048686,-10.048004067893,2.1045272830115,0
47,0.045,0.0034597003417411,0.0032919995417411,0.19286977263428,-0.36755369189628,0.26049705387917,-10.047549015112,0.46876350318774,0
4790,0.045,0.0035044837965934,0.0033367829965934,0.0061556105749778,0.059480122620822,0.45523165161184,-10.046797753486,1.8417039685326,0
3272,0.045,0.0032053430299694,0.0030376422299694,0.16811962076677,-0.32995299942474,0.27950854353304,-10.044545830783,0.5312798222868,0
4682,0.010240658190916,0.0012235013014858,0.0010558005014858,0.0062567083604089,0.11185222195303,0.49822905497751,-10.042486037209,2.3688574284191,0
3273,0.045,0.0029733983569191,0.0028056975569191,0.14455736756267,-0.29426382310851,0.29479240542646,-10.04083132516,0.59383246780362,0
4897,0.045,0.003056600566076,0.002888899766076,0.023373743564121,-0.045356623905983,0.37158506218818,-10.040045947404,1.1928814927188,0
4844,0.045,0.0033467299031369,0.0031790291031369,0.0081813737630207,0.023265425361345,0.40909416621044,-10.038953034332,1.5805587998439,0
