id,x,y,z,volume,yw,U,V,W
        1968,  3.160010758456000E-01,  5.357142857142900E-01,  4.263454319561400E+00,  2.419334106585500E-02,  5.357142857142900E-01, -1.659635596892782E-02, -3.764097625161419E-02, -1.031379498821719E-01
        1969,  4.145648375445400E-01,  5.357142857142900E-01,  4.477600126081300E+00,  2.689909450829400E-02,  5.357142857142900E-01, -1.820966712505837E-02, -8.450929509650160E-02, -1.042366955818341E-01
        1970,  3.160010758456000E-01,  7.500000000000000E-01,  4.263454319561400E+00,  2.419334106585500E-02,  7.500000000000000E-01, -8.869753943225825E-03, -2.972619526235383E-02, -5.869594804935545E-02
        1971,  4.145648375445400E-01,  7.500000000000000E-01,  4.477600126081300E+00,  2.689909450829400E-02,  7.500000000000000E-01, -5.302175065043052E-03, -8.375340551440491E-02, -6.100981731934831E-02
        1972,  7.041308302244400E-01,  1.071428571428600E-01,  4.034235355996500E+00,  5.166660311472100E-02,  1.071428571428600E-01, -2.405899664574669E-02,  6.021904719993041E-03, -2.035488374975953E-01
        1973,  9.998221153212600E-01,  1.071428571428600E-01,  4.474642266645800E+00,  5.541321906260500E-02,  1.071428571428600E-01,  1.006022558589673E-02, -1.863084531750655E-02, -1.506184507571786E-01
        1974,  7.041308302244400E-01,  3.214285714285700E-01,  4.034235355996500E+00,  5.166660311472100E-02,  3.214285714285700E-01, -2.944023706769620E-02, -4.458284777605605E-05, -1.693749448138314E-01
        1975,  9.998221153212700E-01,  3.214285714285700E-01,  4.474642266645800E+00,  5.541321906260500E-02,  3.214285714285700E-01, -8.896953577912854E-03, -6.503403290810594E-02, -1.366992454136216E-01
        1976,  7.041308302244400E-01,  5.357142857142900E-01,  4.034235355996500E+00,  5.166660311472100E-02,  5.357142857142900E-01, -3.274819952396925E-02,  2.469664783362763E-03, -1.233646360768104E-01
        1977,  9.998221153212700E-01,  5.357142857142900E-01,  4.474642266645800E+00,  5.541321906260500E-02,  5.357142857142900E-01, -1.818962858039545E-02, -9.301627362047721E-02, -1.115726682598224E-01
        1978,  7.041308302244400E-01,  7.500000000000000E-01,  4.034235355996500E+00,  5.166660311472100E-02,  7.500000000000000E-01, -2.598815166915392E-02,  2.831586955781985E-03, -7.295644852139152E-02
        1979,  9.998221153212700E-01,  7.500000000000000E-01,  4.474642266645800E+00,  5.541321906260400E-02,  7.500000000000000E-01, -1.415953784720835E-02, -1.023153014823863E-01, -7.156564021636469E-02
        1980,  3.158995122775000E-01,  1.031590390014900E+00,  4.264460614984700E+00,  3.949323731926800E-02,  1.031590885824800E+00,  2.823798054172860E-03, -2.791451402956397E-02, -7.945470764436384E-03
        1981,  4.155320365833800E-01,  1.009332300871300E+00,  4.478463578961200E+00,  3.811281077279800E-02,  8.537525784277000E-01,  4.423524014683733E-03, -7.829227345329041E-02, -9.223396423466651E-03
        1982,  3.156988846747600E-01,  1.376124267646300E+00,  4.266448048398200E+00,  3.869955379490800E-02,  9.586771867508100E-01,  8.261041080194563E-03, -3.391375496122814E-02,  3.466139928538754E-02
        1983,  4.174422151306000E-01,  1.309906452417200E+00,  4.480168898351400E+00,  3.696769209282200E-02,  8.009062861254100E-01,  9.766401427148620E-03, -8.551540823062140E-02,  3.049109771698773E-02
        1984,  3.155031956038700E-01,  1.712044798489800E+00,  4.268385795837200E+00,  3.791222917566600E-02,  8.298506127020300E-01,  6.531623459305791E-03, -5.005049435027543E-02,  5.981688177240695E-02
        1985,  4.193045620568700E-01,  1.602966250308000E+00,  4.481831584617500E+00,  3.585046403366500E-02,  6.497870625273700E-01,  1.017188307462565E-02, -1.077020407103128E-01,  6.486969093777584E-02
        1986,  3.153123254116600E-01,  2.039567315811800E+00,  4.270275099368000E+00,  3.713205774384900E-02,  6.357044548523400E-01,  5.491396904782707E-03, -7.820565708224222E-02,  8.352646260543563E-02
        1987,  4.211202769603600E-01,  1.888699553033000E+00,  4.483452703504900E+00,  3.476121374747100E-02,  5.384713452415700E-01,  1.411917476383666E-02, -1.442152496011391E-01,  9.348796071158846E-02
        1988,  3.151261572480200E-01,  2.358901769960200E+00,  4.272117170018100E+00,  3.635974580594500E-02,  4.702792355145100E-01,  1.781646080527440E-02, -1.304059497277609E-01,  1.040803335032514E-01
        1989,  4.228905292635500E-01,  2.167289522980000E+00,  4.485033294128000E+00,  3.369993284173500E-02,  3.643929728852100E-01,  2.426921910619129E-02, -1.886000620177850E-01,  1.183762930845248E-01
        1990,  3.149445770051400E-01,  2.670252862848100E+00,  4.273913188550800E+00,  3.559591871155800E-02,  2.928205935843300E-01,  2.096779449681309E-02, -2.119719133275408E-01,  1.568099142781178E-01
        1991,  4.246164589764000E-01,  2.438914743759600E+00,  4.486574369634200E+00,  3.266652828624400E-02,  3.223263570630700E-01,  2.381163297870286E-02, -2.552347495193538E-01,  1.637408485248372E-01
        1992,  3.147674731998700E-01,  2.973820178499900E+00,  4.275664306332100E+00,  3.484112744814100E-02,  1.498648645161600E-01,  1.796014452712449E-02, -2.966513235945244E-01,  2.300400575451175E-01
        1993,  4.262991773784900E-01,  2.703749334094900E+00,  4.488076917964700E+00,  3.166083238721800E-02,  1.307458699778000E-01,  2.050305192663212E-02, -2.753165276331799E-01,  1.901120982141394E-01
        1994,  7.049449178705900E-01,  1.044453564567800E+00,  4.036505098993700E+00,  9.142133036239800E-02,  1.044456348063600E+00, -1.543877696278524E-02,  3.061418820506766E-03, -1.936428401031514E-02
        1995,  1.001704965574300E+00,  9.957122656109200E-01,  4.476769167099600E+00,  7.111676163510100E-02,  7.718575008857200E-01, -2.139894320403653E-03, -1.044474557605765E-01, -2.328014596412198E-02
        1996,  7.065527277874900E-01,  1.414392211956500E+00,  4.040987841399700E+00,  9.126058931365599E-02,  1.024893633091400E+00,  1.419915061059744E-03,  4.182093746549737E-03,  2.592183501209101E-02
        1997,  1.005423581641200E+00,  1.269386847501300E+00,  4.480969795482300E+00,  6.827868856615400E-02,  7.183939655657400E-01,  1.119698883018590E-02, -1.129941449289754E-01,  1.409743197634258E-02
        1998,  7.081203167378201E-01,  1.775082393324700E+00,  4.045358515200800E+00,  9.101665498477500E-02,  9.175489286562299E-01,  1.071571077741276E-02, -5.636596554678175E-03,  6.093489044208511E-02
        1999,  1.009049206588700E+00,  1.536219564966000E+00,  4.485065408110500E+00,  6.556248912416900E-02,  6.165907084924600E-01,  2.135002534934994E-02, -1.342863300204970E-01,  4.931521386419808E-02
        2000,  7.096486915137999E-01,  2.126755319889800E+00,  4.049619922080100E+00,  9.069461921012600E-02,  7.650594852856000E-01,  1.732252866678477E-02, -2.359145113839392E-02,  7.382898824992674E-02
        2001,  1.012584166460400E+00,  1.796381464295100E+00,  4.489058630346400E+00,  6.296270611107500E-02,  5.432824729095100E-01,  3.805685099119960E-02, -1.610787933081166E-01,  7.577125752415552E-02
        2002,  7.111388336771400E-01,  2.469636423032500E+00,  4.053774793687200E+00,  9.029939252360900E-02,  5.783753530983200E-01,  1.433979946474023E-02, -7.092086197788321E-02,  7.708958981595250E-02
        2003,  1.016030729090500E+00,  2.050039315949900E+00,  4.492952021926500E+00,  6.047413025661800E-02,  5.820694876970099E-01,  4.710146687821696E-02, -1.964597435798187E-01,  1.022889721629737E-01
        2004,  7.125917001924000E-01,  2.803945498696600E+00,  4.057825793388100E+00,  8.983570421577000E-02,  4.869043800502500E-01,  3.309315214741747E-02, -1.655439634981109E-01,  1.395007666159988E-01
        2005,  1.019391105561500E+00,  2.297355721387400E+00,  4.496748078600900E+00,  5.809178891056200E-02,  3.602497471911800E-01,  5.323370543177140E-02, -2.473104115299015E-01,  1.406410540374646E-01
        2006,  7.140082240223800E-01,  3.129896847561700E+00,  4.061775518001500E+00,  8.930810325908600E-02,  1.609260238803400E-01,  5.936748463381722E-02, -2.923797145041983E-01,  2.395835171436646E-01
        2007,  1.022667451598900E+00,  2.538489216757400E+00,  4.500449233763400E+00,  5.581093534714300E-02,  1.190655943489400E-01,  5.359766672144798E-02, -2.617060522019118E-01,  1.599402322009194E-01
        2008,  1.193896327172800E+00,  1.071428571428500E-01,  3.907461817428900E+00,  5.644131634665600E-02,  1.071428571428500E-01, -9.472135481355282E-03,  2.640888359907162E-03, -1.855460339006047E-01
        2009,  1.498516183698200E+00,  1.071428571428500E-01,  4.338079653817600E+00,  5.569345055394300E-02,  1.071428571428500E-01,  2.734012458707277E-02, -1.402567357658732E-02, -1.343073165214027E-01
        2010,  1.193896327675700E+00,  3.214285714285500E-01,  3.907461818299900E+00,  5.644131655382900E-02,  3.214285714285500E-01, -2.907768821428748E-02,  4.527752177165227E-04, -1.608236990678674E-01
        2011,  1.498516184201100E+00,  3.214285714285500E-01,  4.338079654688700E+00,  5.569345031889400E-02,  3.214285714285500E-01, -5.121092534234929E-03, -5.599889573118874E-02, -1.219344662799229E-01
        2012,  1.193896328178600E+00,  5.357142857142499E-01,  3.907461819171000E+00,  5.644131676100200E-02,  5.357142857142499E-01, -4.446704824493829E-02,  2.650904859024185E-03, -1.269851265975668E-01
        2013,  1.498516184704000E+00,  5.357142857142499E-01,  4.338079655559700E+00,  5.569345008384600E-02,  5.357142857142499E-01, -1.848573992822107E-02, -8.707277665025748E-02, -1.114967997896237E-01
        2014,  1.193896327676000E+00,  7.499999999999800E-01,  3.907461818300300E+00,  5.644131655394500E-02,  7.499999999999800E-01, -3.318547319037787E-02,  1.514457152880537E-03, -8.698421033497009E-02
        2015,  1.498516184201400E+00,  7.499999999999800E-01,  4.338079654689100E+00,  5.569345031879900E-02,  7.499999999999800E-01, -1.438619997110041E-02, -1.028996158824506E-01, -8.462601351757815E-02
        2016,  1.785297566690800E+00,  1.071428571428300E-01,  3.883133703858400E+00,  2.491499627305200E-02,  1.071428571428300E-01,  3.528240300047419E-02, -2.061742919311178E-02, -1.574563042685330E-01
        2017,  1.910647042675400E+00,  1.071428571428300E-01,  4.067912287596800E+00,  2.366118697764300E-02,  1.071428571428300E-01,  6.035640359686708E-02, -3.717027971636089E-02, -1.604634559477377E-01
