id,mixing_length_aux_var,mu_eff_out,mu_t_out,pressure,u,v,x,y,z
0,0.040922610131261,0.0085924721633238,0.0084813610633238,0.52103571875905,-0.32127725100743,0.2500263919817,-10.231699310924,0.12503062306913,0
1,0.04094732676015,0.0059697041687487,0.0058585930687487,0.36999220996616,-0.15096058244469,0.4039831144045,-10.225806030949,0.37503063106913,0
202,0.040996506879658,0.0049114814256391,0.0048003703256391,0.22268218770367,-0.040613519505356,0.47671385239046,-10.21400255559,0.62509227972422,0
203,0.041071196677498,0.0043689846969169,0.0042578735969169,0.12230185766876,0.027067688181207,0.48828976407601,-10.196283149011,0.87509228772422,0
292,0.040500031703592,0.003711138390537,0.003600027290537,0.034730464274939,0.064224895851597,0.42641593462045,-10.154999052333,1.2602531779641,0
293,0.040473404864294,0.0029962822037659,0.0028851711037659,0.011287696143977,0.071178130078785,0.32116999773878,-10.079976265047,1.7789074742176,0
2,0.045,0.006084805416251,0.005973694316251,0.34919161331542,-0.74209076510475,0.14624557166846,-10.031347598699,0.12502381883161,0
3,0.045,0.0042268215116181,0.0041157104116181,0.25713353481066,-0.4637318210444,0.262939776386,-10.025334147122,0.37502382683161,0
204,0.045,0.0030120752208853,0.0029009641208853,0.15345535335764,-0.26649722237012,0.3397802485761,-10.013288378896,0.62507177756331,0
205,0.045,0.002187426929362,0.002076315829362,0.080856387653404,-0.1329752287432,0.37869397888431,-9.9952058328142,0.87507178556331,0
294,0.040448810666129,0.0024684448275615,0.0023573337275615,0.005813793994117,0.071193837199635,0.23699930931014,-9.9794518258133,2.2932281934203,0
306,0.045,0.0015333633299295,0.0014222522299295,0.020289215649205,-0.023905859151312,0.38600053834336,-9.9542566112903,1.2546267975188,0
307,0.045,0.0011167930025731,0.0010056819025731,0.0048238238607049,0.021879526366787,0.33963700418453,-9.8799920299871,1.7620520100979,0
295,0.040426252773398,0.0020938578365619,0.0019827467365619,0.0029510113122423,0.066739025356696,0.17666600539799,-9.8536706340712,2.8019622127964,0
4,0.045,0.00392806593699,0.00381695483699,0.20895789076377,-0.9555511964138,0.078044488589913,-9.8309958864731,0.12501701459409,0
5,0.045,0.0027826463349398,0.0026715352349398,0.15578548918581,-0.62273156544989,0.1483125659217,-9.824862263296,0.37501702259409,0
206,0.045,0.0017379070585373,0.0016267959585373,0.088347947225769,-0.36728956558602,0.19410861063076,-9.8125742022029,0.6250512754024,0
207,0.045,0.0010842099040896,0.00097309880408958,0.042229461586719,-0.1892107651158,0.21174082390472,-9.7941285166173,0.8750512834024,0
308,0.045,0.00079679812350118,0.00068568702350118,0.0019103197594213,0.049401147035531,0.30286230354655,-9.7808435929224,2.2652078372527,0
320,0.045,0.0013080222664168,0.0011969111664168,0.0078790756458244,-0.057997926612166,0.20324694305717,-9.7535141702472,1.2490004170736,0
296,0.040405734624818,0.0018122525402499,0.0017011414402499,0.0014295472757761,0.060447428767528,0.13200829849859,-9.7029391278924,3.3038700225135,0
321,0.045,0.0014915080549409,0.0013803969549409,0.00022233463464933,-0.010629839313196,0.1537503454617,-9.6800077949269,1.7451965459783,0
309,0.045,0.00056206194077903,0.00045095084077903,0.00057961636435138,0.065927766186467,0.27592836682093,-9.6570515634854,2.762874700083,0
6,0.045,0.0033023521809365,0.0031912410809365,0.11767813295195,-1.0795827924784,0.04298491041045,-9.6306441742467,0.12501021035657,0
7,0.045,0.0025879872628403,0.0024768761628403,0.087276149188254,-0.72249102789464,0.084648816968564,-9.6243903794689,0.37501021835657,0
208,0.045,0.0016899430325647,0.0015788319325647,0.045639191206143,-0.42771428905466,0.10852509308813,-9.6118600255086,0.6250307732415,0
209,0.045,0.00070377484454201,0.00059266374454201,0.018886304195962,-0.21530196915574,0.11154951712578,-9.5930512004199,0.8750307812415,0
322,0.045,0.0014929392041402,0.0013818281041402,-0.00055514047891512,0.014392313988156,0.12080427325946,-9.5822353600316,2.2371874810851,0
334,0.045,0.00059304373120027,0.00048193263120027,0.0016681325114187,-0.069792199569338,0.093693589745319,-9.5527717292036,1.2433740366284,0
297,0.040387259360572,0.0015938693248329,0.0014827582248329,0.00069418573704185,0.054226085840008,0.098907077312423,-9.5276245383106,3.7977287418646,0
310,0.045,0.00040518225384758,0.00029407115384758,-7.6184214521111e-05,0.075509773761533,0.25348645728246,-9.5089159419169,3.2538463243502,0
335,0.045,0.00079256030665188,0.00068144920665188,-0.0012781221537117,-0.024447552168173,0.044234875915321,-9.4800235598663,1.7283410818587,0
323,0.045,0.0014119326670629,0.0013008215670629,-0.00081825370852752,0.027729552787441,0.10540984156826,-9.4604324928996,2.7237871873695,0
8,0.045,0.0031642894862275,0.0030531783862275,0.06261612978489,-1.1520341962213,0.024321247328449,-9.4302924620217,0.12500340611904,0
9,0.045,0.0027072177552063,0.0025961066552063,0.045583145073957,-0.78148696508516,0.048444115053971,-9.4239184956422,0.37500341411904,0
210,0.045,0.0019950667012787,0.0018839556012787,0.021233889759107,-0.45793178282236,0.058765954053258,-9.4111458488142,0.62501027108059,0
211,0.045,0.0010105088117553,0.00089939771175529,0.0069341147374688,-0.21964022686399,0.054087814101463,-9.3919738842222,0.87501027908059,0
336,0.045,0.00073926002440158,0.00062814892440158,-0.0012094970941314,-0.0069122517618868,0.019805956985339,-9.3836271271404,2.2091671249175,0
348,0.045,0.0002796922366433,0.0001685811366433,-0.00070519972183463,-0.066141457839324,0.034362000944104,-9.3520292881598,1.2377476561832,0
311,0.045,0.00032894099176041,0.00021782989176041,-0.00034515395764257,0.081496710673466,0.23373828704996,-9.3367957389973,3.7369326611646,0
298,0.040370829790911,0.0014258573663576,0.0013147462663576,0.00028939853046835,0.048949428276352,0.075451833680279,-9.3281539941438,4.2823351010836,0
324,0.045,0.0013088284998087,0.0011977173998087,-0.00096256744303903,0.034539564103687,0.09644592607745,-9.3148927559415,3.2038226261868,0
349,0.045,0.00030528439301268,0.00019417329301268,-0.0014970613900332,-0.027392173662094,-0.0044149996650292,-9.2800393248054,1.7114856177391,0
337,0.045,0.00069843410082183,0.00058732300082183,-0.0011154594661383,0.00041820725342547,0.019450553992203,-9.2638134223135,2.6846996746562,0
10,0.045,0.0031794279234993,0.0030683168234993,0.028537005640745,-1.1952273721971,0.014280690148821,-9.2120310172823,0.12500000400028,0
11,0.045,0.0028884179973963,0.0027773068973963,0.01988466131268,-0.8153936331779,0.027937319829171,-9.2057578164058,0.37500001200028,0
212,0.045,0.0022859254391064,0.0021748143391064,0.0074976140733317,-0.47059592274743,0.030428316857664,-9.1931863679753,0.62500002000014,0
350,0.045,0.00027138544885596,0.00016027434885596,-0.0012730438156362,-0.020426548713067,-0.0088310078696882,-9.185018894249,2.1811467687501,0
213,0.045,0.0012881265609756,0.0011770154609756,0.0010463035522322,-0.21386800784895,0.022296139502249,-9.1743166719906,0.87500002800014,0
325,0.045,0.0012066433866407,0.0010955322866407,-0.0010319225232016,0.038819006973214,0.089948904952724,-9.1459669396839,3.6761365804646,0
312,0.045,0.00032169635286154,0.00021058525286154,-0.00047769203722418,0.085643391443439,0.21585089487274,-9.1411081053876,4.2109627737988,0
