id,u,v,x,y,z
0,-0.0078809967416459,0.023241698656795,-10.308224675849,0.031260885553413,0
1,-0.0076201958413754,0.060517134176563,-10.307828942292,0.093781620016386,0
2,-0.0061922901869165,0.095508246256592,-10.307077700108,0.15629924365789,0
3,-0.0039815229616439,0.12773897002139,-10.305970973474,0.21881168385313,0
4,-0.0012754415101386,0.15617477631575,-10.304508798655,0.28131686812124,0
5,0.001710223553681,0.18030583785348,-10.302691224025,0.34381272289808,0
6,0.0047823711305485,0.19999847098065,-10.300518310036,0.40629717572198,0
7,0.0077645745122943,0.21531148567905,-10.297990129232,0.46876815428693,0
3232,0.010591129600837,0.22680786157989,-10.295062898001,0.53129009997189,0
3233,0.013263325926061,0.23460747410135,-10.291735936504,0.59386089842553,0
3234,0.015674552312457,0.23889552938652,-10.288052445609,0.65641191608369,0
3235,0.01776127520243,0.24007160133018,-10.284012547006,0.71894106966461,0
3236,0.019511060456967,0.23855987842628,-10.279616374571,0.78144627646687,0
3237,0.020939236363465,0.23478275332415,-10.27486407434,0.84392545464588,0
3238,0.02205382023639,0.22921257370915,-10.269755804553,0.90637652286051,0
3239,0.022751823835594,0.22205841160345,-10.264291735617,0.96879740064694,0
8,-0.10618488556563,0.028992569885864,-10.25818901942,0.031260327371189,0
9,-0.10249485042722,0.081364541000344,-10.257731092043,0.093779998630938,0
10,-0.096152783410104,0.13100073826969,-10.256935887251,0.15629671859853,0
11,-0.087838766442517,0.1777490503703,-10.25580342798,0.21880852093761,0
4672,0.024088140443914,0.20686637957484,-10.254888449118,1.06573028766,0
12,-0.078141145915195,0.22075017408172,-10.254333748637,0.28131343944838,0
13,-0.067563597586415,0.25944047632651,-10.252526895114,0.34380950690332,0
14,-0.05653816592429,0.29352235541953,-10.250382924763,0.40629475712086,0
15,-0.045437055846692,0.32284376929642,-10.247901906408,0.46876722406709,0
3240,-0.034580368219573,0.34746085025474,-10.244959484557,0.53128804443487,0
3241,-0.024025371097078,0.3674944755813,-10.241555014235,0.59385521230115,0
4673,0.02360045599946,0.1857799855351,-10.240912359708,1.1971044770432,0
3242,-0.013932107624292,0.3829476433361,-10.237812298074,0.65640361377171,0
3243,-0.004461431339736,0.3940317459549,-10.233731451524,0.71893127239977,0
3244,0.0042747887432744,0.40102140171051,-10.229312601593,0.78143621228909,0
4674,0.022923257084276,0.16566878109577,-10.225314516881,1.3282960056252,0
3245,0.012215726884848,0.40423441617335,-10.224555886831,0.84391645835635,0
3246,0.019354051976899,0.40406329681707,-10.219461457362,0.90637003599587,0
3247,0.025666800872624,0.40065093064124,-10.214029474854,0.96879497143428,0
16,-0.19379651413867,0.026531151399765,-10.208153362991,0.031259769188965,0
4675,0.022163529203149,0.14723951806153,-10.208097300597,1.4592848548731,0
17,-0.18867683663192,0.076623748448319,-10.207633241794,0.093778377245491,0
18,-0.17976087375298,0.12477002534509,-10.206794074394,0.15629419353917,0
19,-0.16804536988926,0.17061305510996,-10.205635882487,0.21880535802208,0
4728,0.035080220129274,0.38804233462234,-10.204653525076,1.0653783150175,0
20,-0.15430212765155,0.21346707457518,-10.204158698619,0.28131001077552,0
21,-0.13917928535518,0.25287014797734,-10.202362566203,0.34380629090857,0
22,-0.12323071719798,0.28856721511156,-10.20024753949,0.40629233851975,0
23,-0.10692041322295,0.32045017183028,-10.197813683584,0.46876629384725,0
3248,-0.090762239217765,0.34827879072543,-10.194856071114,0.53128598889786,0
3249,-0.074856802929004,0.37225294732032,-10.191374091967,0.59384952617677,0
4729,0.040335691174275,0.36518004711625,-10.190695756632,1.1960487309621,0
4676,0.021227896029038,0.13043686889012,-10.189263337954,1.5900510368444,0
3250,-0.059368739195415,0.39242082868847,-10.187572150539,0.65639531145973,0
3251,-0.044505285615932,0.40892208454162,-10.183450356041,0.71892147513493,0
3252,-0.03042454435705,0.42193061738266,-10.179008828615,0.78142614811131,0
4730,0.043560405791994,0.3386019367368,-10.175125940978,1.3265368959011,0
3253,-0.017211729263934,0.43162807503723,-10.174247699322,0.84390746206683,0
3254,-0.0048524754213579,0.43821839154797,-10.169167110171,0.90636354913123,0
4677,0.02016157626978,0.11529893690388,-10.168815502925,1.7205745964547,0
3255,0.0067708948362577,0.44176090892826,-10.163767214092,0.96879254222161,0
24,-0.27055911619865,0.023669894639159,-10.158117706561,0.031259211006741,0
4731,0.045331891893824,0.31126731821002,-10.157946450619,1.4568229234762,0
25,-0.2645342548339,0.069209186475602,-10.157535391544,0.093776755860044,0
26,-0.25381581652335,0.11327477524056,-10.156652261536,0.1562916684798,0
27,-0.23960019960686,0.15541158412651,-10.155468336993,0.21880219510656,0
4784,0.024766564827848,0.44047094797826,-10.154418601035,1.0650263423749,0
28,-0.22284447588163,0.19502899084095,-10.153983648601,0.28130658210266,0
29,-0.20434812064598,0.23172497421397,-10.152198237291,0.34380307491382,0
30,-0.18478814344111,0.26527604112833,-10.150112154217,0.40628991991863,0
31,-0.16472502629371,0.29560998030446,-10.14772546076,0.46876536362741,0
4678,0.019031636704046,0.10185925305704,-10.14675691556,1.8508356169423,0
3256,-0.14483038120037,0.3223614665275,-10.14475265767,0.53128393336084,0
3257,-0.12521180683728,0.34575221764257,-10.141193169697,0.59384384005238,0
4785,0.037712757570454,0.42762625455748,-10.140479153556,1.194992984881,0
4732,0.045954602329882,0.28443280050198,-10.139159903413,1.5868869578442,0
3258,-0.10604043112559,0.36592598724026,-10.137332003004,0.65638700914776,0
3259,-0.087545603724942,0.38302512533895,-10.133169260558,0.71891167787008,0
