id,x,y,z,yw
0,-1.0320806131838999e+01,1.5630578406000000e-02,0.0000000000000000e+00,1.2499044622995999e-02
1,-1.0320706058195000e+01,4.6891603504968002e-02,0.0000000000000000e+00,1.2507958378248000e-02
2,-1.0320515964883000e+01,7.8152234193144002e-02,0.0000000000000000e+00,1.2515732706128000e-02
3,-1.0320235853425000e+01,1.0941220935795000e-01,0.0000000000000000e+00,1.2522367592525001e-02
4,-1.0319865726121000e+01,1.4067126595026000e-01,0.0000000000000000e+00,1.2527863097155000e-02
5,-1.0319405586047999e+01,1.7192914034543999e-01,0.0000000000000000e+00,1.2532219247509000e-02
6,-1.0318855437022000e+01,2.0318557104419999e-01,0.0000000000000000e+00,1.2535436092301001e-02
7,-1.0318215283621001e+01,2.3444029630829000e-01,0.0000000000000000e+00,1.2537513682063999e-02
8,-1.0317485131205000e+01,2.6569305333658999e-01,0.0000000000000000e+00,1.2538452092557001e-02
9,-1.0316664985918999e+01,2.9694357877993999e-01,0.0000000000000000e+00,1.2538251410821001e-02
10,-1.0315754854659000e+01,3.2819161010258002e-01,0.0000000000000000e+00,1.2536911743544999e-02
11,-1.0314754745039000e+01,3.5943688626655002e-01,0.0000000000000000e+00,1.2534433109016000e-02
12,-1.0313664665465000e+01,3.9067914509589002e-01,0.0000000000000000e+00,1.2530815649568001e-02
13,-1.0312484625187000e+01,4.2191812240741999e-01,0.0000000000000000e+00,1.2526059536401001e-02
14,-1.0311214634149000e+01,4.5315355610273000e-01,0.0000000000000000e+00,1.2520164869834999e-02
15,-1.0309854703011000e+01,4.8438518526084001e-01,0.0000000000000000e+00,1.2513131714738999e-02
12928,-1.0308393078428001e+01,5.1564643511276997e-01,0.0000000000000000e+00,1.2515007561351999e-02
12929,-1.0306829575990999e+01,5.4693703296892004e-01,0.0000000000000000e+00,1.2525839907959999e-02
12930,-1.0305175776912000e+01,5.7822301796035003e-01,0.0000000000000000e+00,1.2535529329488000e-02
12931,-1.0303431695059000e+01,6.0950412620467997e-01,0.0000000000000000e+00,1.2544075981065000e-02
12932,-1.0301597345068000e+01,6.4078009391367996e-01,0.0000000000000000e+00,1.2551480053642001e-02
12933,-1.0299672742342000e+01,6.7205065737441005e-01,0.0000000000000000e+00,1.2557741735151000e-02
12934,-1.0297657903060999e+01,7.0331555286659997e-01,0.0000000000000000e+00,1.2562861219455001e-02
12935,-1.0295552844171000e+01,7.3457451672500995e-01,0.0000000000000000e+00,1.2566838723860999e-02
12936,-1.0293357583388000e+01,7.6582728537941003e-01,0.0000000000000000e+00,1.2569674468995000e-02
12937,-1.0291072139216000e+01,7.9707359505149000e-01,0.0000000000000000e+00,1.2571368682435000e-02
12938,-1.0288696530908000e+01,8.2831318230622997e-01,0.0000000000000000e+00,1.2571921616916001e-02
12939,-1.0286230778483000e+01,8.5954578384110003e-01,0.0000000000000000e+00,1.2571333524303001e-02
12940,-1.0283674902745000e+01,8.9077113616640002e-01,0.0000000000000000e+00,1.2569604669617001e-02
12941,-1.0281028925304000e+01,9.2198897548993997e-01,0.0000000000000000e+00,1.2566735341662000e-02
12942,-1.0278292868489000e+01,9.5319903864599997e-01,0.0000000000000000e+00,1.2562725825636001e-02
12943,-1.0275466755388001e+01,9.8440106269590000e-01,0.0000000000000000e+00,1.2557576431402999e-02
18688,-1.0270840831443000e+01,1.0329193244649000e+00,0.0000000000000000e+00,1.2534335606724000e-02
18689,-1.0264256823864001e+01,1.0987375732856000e+00,0.0000000000000000e+00,1.2533266951009999e-02
18690,-1.0257266355665999e+01,1.1645138946342000e+00,0.0000000000000000e+00,1.2532207825766001e-02
18691,-1.0249869693594000e+01,1.2302457785562999e+00,0.0000000000000000e+00,1.2531158247826000e-02
18692,-1.0242067119915999e+01,1.2959307165516001e+00,0.0000000000000000e+00,1.2530118210480000e-02
18693,-1.0233858932368999e+01,1.3615662021221999e+00,0.0000000000000000e+00,1.2529087714324001e-02
18694,-1.0225245444146999e+01,1.4271497307807000e+00,0.0000000000000000e+00,1.2528066764750000e-02
18695,-1.0216226983928999e+01,1.4926787998761000e+00,0.0000000000000000e+00,1.2527055365553000e-02
18696,-1.0206803895883001e+01,1.5581509085659000e+00,0.0000000000000000e+00,1.2526053524186001e-02
18697,-1.0196976539599000e+01,1.6235635583426999e+00,0.0000000000000000e+00,1.2525061228212999e-02
18698,-1.0186745290106000e+01,1.6889142529148999e+00,0.0000000000000000e+00,1.2524078488324000e-02
18699,-1.0176110537883000e+01,1.7542004981303001e+00,0.0000000000000000e+00,1.2523105315474001e-02
18700,-1.0165072688684999e+01,1.8194198030363000e+00,0.0000000000000000e+00,1.2522141697995001e-02
18701,-1.0153632163647000e+01,1.8845696792277000e+00,0.0000000000000000e+00,1.2521187644191000e-02
18702,-1.0141789399419000e+01,1.9496476400653000e+00,0.0000000000000000e+00,1.2520243153442001e-02
18703,-1.0129544847978000e+01,2.0146512018339999e+00,0.0000000000000000e+00,1.2519308227632000e-02
18704,-1.0116898976547001e+01,2.0795778841380002e+00,0.0000000000000000e+00,1.2518382877895000e-02
18705,-1.0103852267680001e+01,2.1444252094150000e+00,0.0000000000000000e+00,1.2517467100120999e-02
18706,-1.0090405219250000e+01,2.2091907030011000e+00,0.0000000000000000e+00,1.2516560891711000e-02
18707,-1.0076558344407999e+01,2.2738718933650000e+00,0.0000000000000000e+00,1.2515664260096000e-02
