id,x,y,z,yw
0,-1.0282906831932999e+01,6.2520202861360993e-02,0.0000000000000000e+00,4.9971037044150998e-02
1,-1.0281360408514001e+01,1.8755252698988001e-01,0.0000000000000000e+00,5.0058975916847000e-02
2,-1.0278428601485000e+01,3.1256060937292002e-01,0.0000000000000000e+00,5.0074012292450003e-02
3,-1.0274111787829000e+01,4.3752829324441000e-01,0.0000000000000000e+00,5.0016165807701997e-02
808,-1.0268241472340000e+01,5.6256899915994996e-01,0.0000000000000000e+00,5.0046163627203002e-02
809,-1.0260815383854000e+01,6.8766638842439998e-01,0.0000000000000000e+00,5.0164682879104999e-02
810,-1.0252000503782000e+01,8.1267450665203000e-01,0.0000000000000000e+00,5.0210120209358000e-02
811,-1.0241797970564001e+01,9.3757712538757998e-01,0.0000000000000000e+00,5.0182535796077003e-02
1168,-1.0222383015916000e+01,1.1310223346638999e+00,0.0000000000000000e+00,4.9820781502979999e-02
1169,-1.0191217733666999e+01,1.3926820757392999e+00,0.0000000000000000e+00,4.9804049224413997e-02
1170,-1.0153600092274001e+01,1.6534924029970000e+00,0.0000000000000000e+00,4.9787931325869998e-02
1171,-1.0109553035741000e+01,1.9132942290938000e+00,0.0000000000000000e+00,4.9772428404650002e-02
1172,-1.0059103430117000e+01,2.1719290807621001e+00,0.0000000000000000e+00,4.9757541047553998e-02
1173,-1.0002282046873001e+01,2.4292391968798999e+00,0.0000000000000000e+00,4.9743269815753000e-02
1174,-9.9391235439187007e+00,2.6850676255643000e+00,0.0000000000000000e+00,4.9729615211676001e-02
1175,-9.8696664448434994e+00,2.9392583179590002e+00,0.0000000000000000e+00,4.9716577757948001e-02
1176,-9.7939531151825001e+00,3.1916562244188000e+00,0.0000000000000000e+00,4.9704157942483000e-02
1177,-9.7120297369261994e+00,3.4421073881036999e+00,0.0000000000000000e+00,4.9692356259711003e-02
1178,-9.6239462801152005e+00,3.6904590395988000e+00,0.0000000000000000e+00,4.9681173095873998e-02
1179,-9.5297564721242001e+00,3.9365596908991001e+00,0.0000000000000000e+00,4.9670608924612003e-02
1180,-9.4295177653274997e+00,4.1802592264231997e+00,0.0000000000000000e+00,4.9660664105540001e-02
1181,-9.3232913015124002e+00,4.4214089959881004e+00,0.0000000000000000e+00,4.9651339013331998e-02
1182,-9.2111418746815996e+00,4.6598619050814998e+00,0.0000000000000000e+00,4.9642634009578003e-02
1183,-9.0931378919351005e+00,4.8954725036645002e+00,0.0000000000000000e+00,4.9634549422952000e-02
1184,-8.9693513322496994e+00,5.1280970741324996e+00,0.0000000000000000e+00,4.9627085556603001e-02
1185,-8.8398577020525995e+00,5.3575937201724004e+00,0.0000000000000000e+00,4.9620242698375998e-02
1186,-8.7047359881585997e+00,5.5838224550474003e+00,0.0000000000000000e+00,4.9614021081684001e-02
1187,-8.5640686101653003e+00,5.8066452857168001e+00,0.0000000000000000e+00,4.9608420957080998e-02
1188,-8.4179413712818008e+00,6.0259262952919004e+00,0.0000000000000000e+00,4.9603442546859999e-02
1189,-8.2664434050573998e+00,6.2415317275086002e+00,0.0000000000000000e+00,4.9599086025352998e-02
