id,x,y,z,yw
0,-1.0308224675849001e+01,3.1260885553412998e-02,0.0000000000000000e+00,2.4995038281418001e-02
1,-1.0307828942292000e+01,9.3781620016386000e-02,0.0000000000000000e+00,2.5026135982209000e-02
2,-1.0307077700108000e+01,1.5629924365789000e-01,0.0000000000000000e+00,2.5048118845805000e-02
3,-1.0305970973474000e+01,2.1881168385312999e-01,0.0000000000000000e+00,2.5060987494040000e-02
4,-1.0304508798655000e+01,2.8131686812124002e-01,0.0000000000000000e+00,2.5064742849150001e-02
5,-1.0302691224025001e+01,3.4381272289808001e-01,0.0000000000000000e+00,2.5059386118101001e-02
6,-1.0300518310036001e+01,4.0629717572197999e-01,0.0000000000000000e+00,2.5044918980017001e-02
7,-1.0297990129232000e+01,4.6876815428693003e-01,0.0000000000000000e+00,2.5021343104835000e-02
3232,-1.0295062898000999e+01,5.3129009997189003e-01,0.0000000000000000e+00,2.5028845109865999e-02
3233,-1.0291735936504001e+01,5.9386089842553003e-01,0.0000000000000000e+00,2.5067606591271000e-02
3234,-1.0288052445609001e+01,6.5641191608368998e-01,0.0000000000000000e+00,2.5097227121926999e-02
3235,-1.0284012547006000e+01,7.1894106966461002e-01,0.0000000000000000e+00,2.5117709754990999e-02
3236,-1.0279616374571001e+01,7.8144627646687004e-01,0.0000000000000000e+00,2.5129057864122999e-02
3237,-1.0274864074340000e+01,8.4392545464587998e-01,0.0000000000000000e+00,2.5131275187642001e-02
3238,-1.0269755804553000e+01,9.0637652286050996e-01,0.0000000000000000e+00,2.5124365839329001e-02
3239,-1.0264291735617000e+01,9.6879740064693998e-01,0.0000000000000000e+00,2.5108334324365999e-02
4672,-1.0254888449118001e+01,1.0657302876600001e+00,0.0000000000000000e+00,2.5016212261670001e-02
4673,-1.0240912359708000e+01,1.1971044770432000e+00,0.0000000000000000e+00,2.5011968013056999e-02
4674,-1.0225314516880999e+01,1.3282960056252000e+00,0.0000000000000000e+00,2.5007800226806001e-02
4675,-1.0208097300597000e+01,1.4592848548730999e+00,0.0000000000000000e+00,2.5003708933868999e-02
4676,-1.0189263337953999e+01,1.5900510368444001e+00,0.0000000000000000e+00,2.4999694187766999e-02
4677,-1.0168815502925000e+01,1.7205745964546999e+00,0.0000000000000000e+00,2.4995756016739000e-02
4678,-1.0146756915559999e+01,1.8508356169422999e+00,0.0000000000000000e+00,2.4991894466342000e-02
4679,-1.0123090941754000e+01,1.9808142213325000e+00,0.0000000000000000e+00,2.4988109559616001e-02
4680,-1.0097821192804000e+01,2.1104905750017000e+00,0.0000000000000000e+00,2.4984401342101000e-02
4681,-1.0070951524611001e+01,2.2398448902349002e+00,0.0000000000000000e+00,2.4980769845517999e-02
4682,-1.0042486037209001e+01,2.3688574284191000e+00,0.0000000000000000e+00,2.4977215099795998e-02
4683,-1.0012429074190001e+01,2.4975085029061002e+00,0.0000000000000000e+00,2.4973737143668000e-02
4684,-9.9807852219131998e+00,2.6257784825269002e+00,0.0000000000000000e+00,2.4970336003453001e-02
4685,-9.9475593090113996e+00,2.7536477937937001e+00,0.0000000000000000e+00,2.4967011709922000e-02
4686,-9.9127564055488993e+00,2.8810969242859001e+00,0.0000000000000000e+00,2.4963764299801999e-02
4687,-9.8763818220564001e+00,3.0081064263795998e+00,0.0000000000000000e+00,2.4960593794616001e-02
4688,-9.8384411089745001e+00,3.1346569191975000e+00,0.0000000000000000e+00,2.4957500230749000e-02
4689,-9.7989400557587008e+00,3.2607290917993002e+00,0.0000000000000000e+00,2.4954483639296001e-02
4690,-9.7578846901303997e+00,3.3863037057476002e+00,0.0000000000000000e+00,2.4951544044878999e-02
4691,-9.7152812768326999e+00,3.5113615990460998e+00,0.0000000000000000e+00,2.4948681470312001e-02
4692,-9.6711363167828992e+00,3.6358836887164001e+00,0.0000000000000000e+00,2.4945895955057001e-02
4693,-9.6254565461069994e+00,3.7598509735564001e+00,0.0000000000000000e+00,2.4943187504784001e-02
4694,-9.5782489352284994e+00,3.8832445367881001e+00,0.0000000000000000e+00,2.4940556162032002e-02
4695,-9.5295206878378007e+00,4.0060455488500999e+00,0.0000000000000000e+00,2.4938001942005999e-02
4696,-9.4792792394644998e+00,4.1282352711493999e+00,0.0000000000000000e+00,2.4935524878310002e-02
4697,-9.4275322566470994e+00,4.2497950581193003e+00,0.0000000000000000e+00,2.4933124984364001e-02
4698,-9.3742876356047002e+00,4.3707063604476000e+00,0.0000000000000000e+00,2.4930802285279999e-02
4699,-9.3195535008629999e+00,4.4909507282640000e+00,0.0000000000000000e+00,2.4928556802628000e-02
4700,-9.2633382044725998e+00,4.6105098129290001e+00,0.0000000000000000e+00,2.4926388553296999e-02
4701,-9.2056503246127992e+00,4.7293653701335003e+00,0.0000000000000000e+00,2.4924297572522999e-02
4702,-9.1464986639107000e+00,4.8474992634716996e+00,0.0000000000000000e+00,2.4922283857010001e-02
4703,-9.0858922487116995e+00,4.9648934659651998e+00,0.0000000000000000e+00,2.4920347445073002e-02
4704,-9.0238403275101007e+00,5.0815300632384997e+00,0.0000000000000000e+00,2.4918488348585999e-02
4705,-8.9603523686849993e+00,5.1973912578409998e+00,0.0000000000000000e+00,2.4916706578906000e-02
4706,-8.8954380600490008e+00,5.3124593700759997e+00,0.0000000000000000e+00,2.4915002160796000e-02
4707,-8.8291073076802000e+00,5.4267168401971002e+00,0.0000000000000000e+00,2.4913375111561002e-02
4708,-8.7613702329181997e+00,5.5401462337077003e+00,0.0000000000000000e+00,2.4911825435562002e-02
4709,-8.6922371717678004e+00,5.6527302423401000e+00,0.0000000000000000e+00,2.4910353157029001e-02
4710,-8.6217186735420004e+00,5.7644516863027997e+00,0.0000000000000000e+00,2.4908958280591999e-02
4711,-8.5498254989652001e+00,5.8752935174587000e+00,0.0000000000000000e+00,2.4907640831013000e-02
4712,-8.4765686188701999e+00,5.9852388213841001e+00,0.0000000000000000e+00,2.4906400815052999e-02
4713,-8.4019592115761004e+00,6.0942708213946002e+00,0.0000000000000000e+00,2.4905238242499999e-02
4714,-8.3260086619389000e+00,6.2023728799460001e+00,0.0000000000000000e+00,2.4904153124899998e-02
4715,-8.2487285597319993e+00,6.3095285010059996e+00,0.0000000000000000e+00,2.4903145473496001e-02
4716,-8.1701306973782000e+00,6.4157213333085998e+00,0.0000000000000000e+00,2.4902215297944001e-02
4717,-8.0902270684530997e+00,6.5209351724055997e+00,0.0000000000000000e+00,2.4901362605639001e-02
4718,-8.0090298658808994e+00,6.6251539631213996e+00,0.0000000000000000e+00,2.4900587406508998e-02
4719,-7.9265514797385004e+00,6.7283618024234997e+00,0.0000000000000000e+00,2.4899889704927999e-02
4720,-7.8428044956076004e+00,6.8305429415364998e+00,0.0000000000000000e+00,2.4899269510910000e-02
4721,-7.7578016929688998e+00,6.9316817879604002e+00,0.0000000000000000e+00,2.4898726827154001e-02
4722,-7.6715560426848004e+00,7.0317629085497000e+00,0.0000000000000000e+00,2.4898261661369998e-02
4723,-7.5840807053308996e+00,7.1307710314956001e+00,0.0000000000000000e+00,2.4897874016798001e-02
4724,-7.4953890291813003e+00,7.2286910486559997e+00,0.0000000000000000e+00,2.4897563894771001e-02
4725,-7.4054945481529000e+00,7.3255080179035996e+00,0.0000000000000000e+00,2.4897331302429000e-02
4726,-7.3144109796013996e+00,7.4212071655380001e+00,0.0000000000000000e+00,2.4897176238504001e-02
4727,-7.2221522225008004e+00,7.5157738882717000e+00,0.0000000000000000e+00,2.4897098707953001e-02
22751,-7.1401526935073996e+00,7.5980187909470001e+00,0.0000000000000000e+00,2.4940924246871998e-02
22731,-7.0686679700981001e+00,7.6681769845004997e+00,0.0000000000000000e+00,2.4940929882237999e-02
22711,-6.9965293567901004e+00,7.7376626544268001e+00,0.0000000000000000e+00,2.4940941152317000e-02
22691,-6.9237431802459000e+00,7.8064697067206996e+00,0.0000000000000000e+00,2.4940958058485001e-02
22671,-6.8503158245632001e+00,7.8745921062933997e+00,0.0000000000000000e+00,2.4940980601405000e-02
22651,-6.7762537296733001e+00,7.9420238784914998e+00,0.0000000000000000e+00,2.4941008779040000e-02
22631,-6.7015633906753003e+00,8.0087591096887003e+00,0.0000000000000000e+00,2.4941042591181999e-02
22611,-6.6262513578632998e+00,8.0747919472372995e+00,0.0000000000000000e+00,2.4941082038637000e-02
22591,-6.5503242366859000e+00,8.1401165995404998e+00,0.0000000000000000e+00,2.4941127123269999e-02
22571,-6.4737886867926999e+00,8.2047273369123008e+00,0.0000000000000000e+00,2.4941177843215000e-02
22551,-6.3966514203163003e+00,8.2686184930359996e+00,0.0000000000000000e+00,2.4941234197320000e-02
22531,-6.3189192016864002e+00,8.3317844650732003e+00,0.0000000000000000e+00,2.4941296185326998e-02
22511,-6.2405988484380996e+00,8.3942197130148006e+00,0.0000000000000000e+00,2.4941363810415999e-02
22491,-6.1616972300335000e+00,8.4559187606700998e+00,0.0000000000000000e+00,2.4941437070875001e-02
22471,-6.0822212665339004e+00,8.5168761967406006e+00,0.0000000000000000e+00,2.4941515967297000e-02
22451,-6.0021779281640004e+00,8.5770866751278998e+00,0.0000000000000000e+00,2.4941600497266000e-02
22431,-5.9215742346158002e+00,8.6365449154573994e+00,0.0000000000000000e+00,2.4941690661689001e-02
22411,-5.8404172553405997e+00,8.6952457028699008e+00,0.0000000000000000e+00,2.4941786463198001e-02
22391,-5.7587141081700004e+00,8.7531838890438003e+00,0.0000000000000000e+00,2.4941887897334002e-02
22371,-5.6764719587541999e+00,8.8103543926113996e+00,0.0000000000000000e+00,2.4941994967714001e-02
22351,-5.5936980200838997e+00,8.8667521994798992e+00,0.0000000000000000e+00,2.4942107672564998e-02
22331,-5.5103995510254000e+00,8.9223723638358994e+00,0.0000000000000000e+00,2.4942226011005000e-02
22311,-5.4265838572035001e+00,8.9772100075504007e+00,0.0000000000000000e+00,2.4942349985804000e-02
22291,-5.3422582900844997e+00,9.0312603208140008e+00,0.0000000000000000e+00,2.4942479593856998e-02
22271,-5.2574302453290001e+00,9.0845185632269008e+00,0.0000000000000000e+00,2.4942614836908999e-02
22251,-5.1721071625043002e+00,9.1369800639552992e+00,0.0000000000000000e+00,2.4942755714202000e-02
22231,-5.0862965243498000e+00,9.1886402221817001e+00,0.0000000000000000e+00,2.4942902225756000e-02
22211,-5.0000058569960002e+00,9.2394945069870005e+00,0.0000000000000000e+00,2.4943054371603001e-02
22191,-4.9132427286692000e+00,9.2895384581361000e+00,0.0000000000000000e+00,2.4943212151380002e-02
22171,-4.8260147485151004e+00,9.3387676867699003e+00,0.0000000000000000e+00,2.4943375565007999e-02
22151,-4.7383295667342997e+00,9.3871778753129007e+00,0.0000000000000000e+00,2.4943544612650002e-02
22131,-4.6501948738027998e+00,9.4347647779284998e+00,0.0000000000000000e+00,2.4943719294265001e-02
22111,-4.5616183993499000e+00,9.4815242211327995e+00,0.0000000000000000e+00,2.4943899609433998e-02
22091,-4.4726079117203001e+00,9.5274521040288995e+00,0.0000000000000000e+00,2.4944085557332001e-02
22071,-4.3831712175459998e+00,9.5725443985317007e+00,0.0000000000000000e+00,2.4944277139246001e-02
22051,-4.2933161606860004e+00,9.6167971499202007e+00,0.0000000000000000e+00,2.4944474353944000e-02
22031,-4.2030506219698998e+00,9.6602064769721991e+00,0.0000000000000000e+00,2.4944677201226000e-02
22011,-4.1123825177333000e+00,9.7027685726705002e+00,0.0000000000000000e+00,2.4944885681338000e-02
21991,-4.0213197995199002e+00,9.7444797043446005e+00,0.0000000000000000e+00,2.4945099794641001e-02
21971,-3.9298704541778000e+00,9.7853362136299005e+00,0.0000000000000000e+00,2.4945319541333000e-02
21951,-3.8380425018979998e+00,9.8253345173705000e+00,0.0000000000000000e+00,2.4945544919182001e-02
21931,-3.7458439960213998e+00,9.8644711076976996e+00,0.0000000000000000e+00,2.4945775930156001e-02
21911,-3.6532830231046001e+00,9.9027425520114996e+00,0.0000000000000000e+00,2.4946012575282998e-02
21891,-3.5603677011551000e+00,9.9401454937381004e+00,0.0000000000000000e+00,2.4946254848330001e-02
21871,-3.4671061789088000e+00,9.9766766526177992e+00,0.0000000000000000e+00,2.4946502756221001e-02
21851,-3.3735066360113999e+00,1.0012332824634001e+01,0.0000000000000000e+00,2.4946756295587000e-02
21831,-3.2795772814926001e+00,1.0047110882611999e+01,0.0000000000000000e+00,2.4947015465308999e-02
21811,-3.1853263531347999e+00,1.0081007776460000e+01,0.0000000000000000e+00,2.4947280267614998e-02
21791,-3.0907621170927002e+00,1.0114020533300000e+01,0.0000000000000000e+00,2.4947550702003000e-02
21771,-2.9958928668679001e+00,1.0146146257842000e+01,0.0000000000000000e+00,2.4947826764564002e-02
21751,-2.9007269228680999e+00,1.0177382132536000e+01,0.0000000000000000e+00,2.4948108458878002e-02
21731,-2.8052726314194998e+00,1.0207725417912000e+01,0.0000000000000000e+00,2.4948395783750001e-02
21711,-2.7095383642323001e+00,1.0237173452752000e+01,0.0000000000000000e+00,2.4948688739691000e-02
21691,-2.6135325175170001e+00,1.0265723654368999e+01,0.0000000000000000e+00,2.4948987327136001e-02
21671,-2.5172635113471999e+00,1.0293373518812000e+01,0.0000000000000000e+00,2.4949291542277999e-02
21651,-2.4207397888026998e+00,1.0320120621109000e+01,0.0000000000000000e+00,2.4949601386818999e-02
21631,-2.3239698152161998e+00,1.0345962615489000e+01,0.0000000000000000e+00,2.4949916862219000e-02
21611,-2.2269620776871002e+00,1.0370897235512000e+01,0.0000000000000000e+00,2.4950237967922999e-02
21591,-2.1297250841430002e+00,1.0394922294326999e+01,0.0000000000000000e+00,2.4950564701566001e-02
21571,-2.0322673626669001e+00,1.0418035684843000e+01,0.0000000000000000e+00,2.4950897065262000e-02
21551,-1.9345974604611000e+00,1.0440235379981999e+01,0.0000000000000000e+00,2.4951235056736000e-02
21531,-1.8367239434942999e+00,1.0461519432763000e+01,0.0000000000000000e+00,2.4951578676761999e-02
21511,-1.7386553957960000e+00,1.0481885976464000e+01,0.0000000000000000e+00,2.4951927923899001e-02
21491,-1.6404004183026000e+00,1.0501333224880000e+01,0.0000000000000000e+00,2.4952282800716000e-02
21471,-1.5419676282251999e+00,1.0519859472446001e+01,0.0000000000000000e+00,2.4952643305239001e-02
21451,-1.4433656584415999e+00,1.0537463094354999e+01,0.0000000000000000e+00,2.4953009436604001e-02
21431,-1.3446031567064001e+00,1.0554142546710001e+01,0.0000000000000000e+00,2.4953381195264999e-02
21411,-1.2456887847899001e+00,1.0569896366680000e+01,0.0000000000000000e+00,2.4953758580726002e-02
21391,-1.1466312178803000e+00,1.0584723172600000e+01,0.0000000000000000e+00,2.4954141593945999e-02
21371,-1.0474391436880000e+00,1.0598621664112001e+01,0.0000000000000000e+00,2.4954530232423000e-02
21351,-9.4812126155871002e-01,1.0611590622296999e+01,0.0000000000000000e+00,2.4954924497886999e-02
21331,-8.4868628192869999e-01,1.0623628909750000e+01,0.0000000000000000e+00,2.4955324388955001e-02
